"Name","CD2 - conflicts"
"Title","Feedback on tech policy"
"Date","October 13, 2023 at 06:15 PM (GMT)"
"Duration","69:45:47"
"Participants","300"
"Participant Limit","300"
"Total Screener Polls","10"
"Total Conversation Questions","29"


"Question ID","Question Type","Question","Responses","All(300)","O1: 18-24 (33)","O1: 25-34 (58)","O1: 33-44 (60)","O1: 45-54 (52)","O1: 55+ (97)","O2: Asian (22)","O2: Black (21)","O2: Hispanic (11)","O2: White (231)","O2: Mixed (10)","O2: Other (5)","O3: Male (152)","O3: Female (143)","O3: Other (4)","O3: Prefer not to say (1)","O4: Christian - Protestant (98)","O4: Christian - Catholic (44)","O4: Christian - Mormon (6)","O4: Jewish (8)","O4: Muslim (1)","O4: Hindu (2)","O4: Other (19)","O4: None - I do not identify with any religious group or faith (122)","O5: Democrat (107)","O5: Republican (81)","O5: Independant (111)","O5: Other (1)","O6: No formal education (0)","O6: Elementary school (0)","O6: Middle school (2)","O6: High school or GED (85)","O6: College / Bachelors degree (165)","O6: Masters/ PhD or equivalent (48)","O7: A lot (140)","O7: A little (160)","O7: Nothing at all (0)","O8: Almost every day (37)","O8: Once or twice a week (89)","O8: Once or twice a month (57)","O8: Only once or twice ever (69)","O8: Never (48)","O8: Do not know what an AI assistant is (0)","O9: Yes, the public should help to decide how AI assistants answer difficult questions (218)","O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (82)","O10: More excited than concerned (92)","O10: Equally concerned and excited (134)","O10: More concerned than excited (74)","Religious (178)","Not religious (122)","White (231)","Not white (69)","Under 34 (91)","33-54 (112)","55+ (97)","Support initial policy (249)","Unsure on initial policy (30)","Don't support initial policy (10)","Flipped to yes (10)","Unsure or dont support initial policy (40)"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","None","Neutral","38%","38%","41%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","34%","38%","29%","44%","0%"," - "," - ","100%","38%","38%","34%","36%","40%"," - ","41%","34%","43%","33%","43%"," - ","36%","42%","43%","39%","28%","40%","34%","37%","40%","40%","44%","29%","40%","21%","30%","30%","23%","O10: Equally concerned and excited, O1: 25-34, O2: White, O3: Female, O4: Christian - Protestant, O5: Republican, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a month, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, Under 34, White","","30b47655-f9a5-4537-901b-c4cc3fd014fa"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","Nothing","Neutral","38%","38%","41%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","34%","38%","29%","44%","0%"," - "," - ","100%","38%","38%","34%","36%","40%"," - ","41%","34%","43%","33%","43%"," - ","36%","42%","43%","39%","28%","40%","34%","37%","40%","40%","44%","29%","40%","21%","30%","30%","23%","55+, O10: More concerned than excited, O1: 55+, O2: White, O3: Female, O4: Other, O5: Democrat, O6: College / Bachelors degree, O7: A little, O8: Never, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Unsure on initial policy, Unsure or dont support initial policy, White","","b10956fc-706d-49b0-bacb-a5c329fbd9aa"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","none","Neutral","38%","38%","41%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","34%","38%","29%","44%","0%"," - "," - ","100%","38%","38%","34%","36%","40%"," - ","41%","34%","43%","33%","43%"," - ","36%","42%","43%","39%","28%","40%","34%","37%","40%","40%","44%","29%","40%","21%","30%","30%","23%","33-54, Not religious, O10: Equally concerned and excited, O1: 45-54, O2: White, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Republican, O6: College / Bachelors degree, O7: A lot, O8: Almost every day, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, White","","c679ec44-ebb0-4f6f-956a-48467e8b2db7"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","none","Neutral","38%","38%","41%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","34%","38%","29%","44%","0%"," - "," - ","100%","38%","38%","34%","36%","40%"," - ","41%","34%","43%","33%","43%"," - ","36%","42%","43%","39%","28%","40%","34%","37%","40%","40%","44%","29%","40%","21%","30%","30%","23%","O10: More excited than concerned, O1: 25-34, O2: White, O3: Male, O4: Other, O5: Republican, O6: Masters/ PhD or equivalent, O7: A lot, O8: Almost every day, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, Under 34, White","","03333847-c692-48c8-a49d-679ea077d617"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","Not much","Negative","38%","38%","41%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","34%","38%","29%","44%","0%"," - "," - ","100%","38%","38%","34%","36%","40%"," - ","41%","34%","43%","33%","43%"," - ","36%","42%","43%","39%","28%","40%","34%","37%","40%","40%","44%","29%","40%","21%","30%","30%","23%","33-54, O10: More excited than concerned, O1: 45-54, O2: White, O3: Male, O4: Christian - Protestant, O5: Other, O6: Masters/ PhD or equivalent, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","a6038f1a-2601-4841-b6d7-d39ff07bab46"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","None","Neutral","38%","38%","41%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","34%","38%","29%","44%","0%"," - "," - ","100%","38%","38%","34%","36%","40%"," - ","41%","34%","43%","33%","43%"," - ","36%","42%","43%","39%","28%","40%","34%","37%","40%","40%","44%","29%","40%","21%","30%","30%","23%","33-54, O10: More excited than concerned, O1: 45-54, O2: White, O3: Female, O4: Other, O5: Democrat, O6: College / Bachelors degree, O7: A lot, O8: Almost every day, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, White","","7d9e65a9-3fc4-4801-96ba-6add4aae29e2"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","Nothing concerns me about this policy clause","Neutral","37%","34%","39%","47%","39%","31%","57%","58%","20%","36%","20%","20%","41%","34%","50%","0%","39%","34%","50%","13%","100%","50%","53%","35%","37%","28%","45%","0%"," - "," - ","100%","35%","38%","38%","36%","38%"," - ","43%","36%","35%","31%","45%"," - ","38%","35%","40%","38%","34%","39%","35%","36%","43%","37%","43%","31%","39%","34%","10%","10%","28%","O10: More concerned than excited, O1: 25-34, O2: White, O3: Female, O4: Christian - Catholic, O5: Independant, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a month, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, Under 34, White","","cd02ee39-7d26-4b9d-b62b-fb03275a23ca"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","n/a","Neutral","37%","38%","41%","41%","37%","33%","48%","32%","10%","40%","20%","0%","36%","39%","50%","0%","45%","37%","33%","25%","100%","50%","35%","32%","33%","29%","47%","100%"," - "," - ","50%","38%","35%","43%","37%","38%"," - ","38%","34%","33%","34%","52%"," - ","35%","43%","41%","40%","28%","41%","32%","40%","29%","40%","39%","33%","39%","24%","40%","40%","28%","O10: Equally concerned and excited, O1: 25-34, O2: White, O3: Female, O4: Christian - Protestant, O5: Democrat, O6: Masters/ PhD or equivalent, O7: A little, O8: Only once or twice ever, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, Under 34, White","","c9cdb2f5-f953-4e05-8075-3e42ab1e68c1"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","no changes","Negative","37%","38%","39%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","33%","38%","29%","43%","0%"," - "," - ","100%","38%","37%","34%","36%","39%"," - ","41%","34%","43%","33%","41%"," - ","36%","42%","43%","38%","28%","40%","33%","37%","40%","38%","44%","29%","40%","21%","30%","30%","23%","Not religious, O10: Equally concerned and excited, O1: 18-24, O2: White, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: College / Bachelors degree, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, Under 34, White","","8d27d009-39bd-4fe6-8b51-8d73532e4e43"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No changes","Negative","37%","38%","39%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","33%","38%","29%","43%","0%"," - "," - ","100%","38%","37%","34%","36%","39%"," - ","41%","34%","43%","33%","41%"," - ","36%","42%","43%","38%","28%","40%","33%","37%","40%","38%","44%","29%","40%","21%","30%","30%","23%","O10: Equally concerned and excited, O1: 25-34, O2: White, O3: Female, O4: Other, O5: Independant, O6: Masters/ PhD or equivalent, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, Under 34, White","","4b97a10c-367f-44a6-b0f8-0b60a9b966cd"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No changes

","Negative","37%","38%","39%","50%","37%","29%","52%","53%","30%","37%","20%","0%","36%","39%","100%","0%","41%","34%","33%","13%","100%","50%","59%","33%","38%","29%","43%","0%"," - "," - ","100%","38%","37%","34%","36%","39%"," - ","41%","34%","43%","33%","41%"," - ","36%","42%","43%","38%","28%","40%","33%","37%","40%","38%","44%","29%","40%","21%","30%","30%","23%","55+, O10: More excited than concerned, O1: 55+, O2: White, O3: Female, O4: Christian - Catholic, O5: Independant, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a week, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, White","","75c6698d-201b-4c8e-af3a-ecdb0749c53f"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","Nothing. Everything makes sense to me","Neutral","37%","34%","37%","48%","41%","29%","57%","58%","20%","35%","20%","20%","39%","34%","100%","0%","39%","34%","50%","13%","100%","0%","53%","35%","38%","27%","44%","0%"," - "," - ","100%","35%","38%","34%","35%","39%"," - ","46%","34%","41%","28%","43%"," - ","37%","36%","41%","37%","32%","38%","35%","35%","43%","36%","45%","29%","39%","31%","10%","10%","26%","Not religious, Not white, O10: Equally concerned and excited, O1: 18-24, O2: Black, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Democrat, O6: High school or GED, O7: A little, O8: Only once or twice ever, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, Under 34","","8d63676b-cb64-4811-87b8-95e241540d94"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","I like this part.","Positive","37%","34%","39%","47%","39%","29%","52%","53%","20%","36%","20%","20%","40%","33%","50%","0%","38%","37%","50%","13%","100%","0%","47%","35%","37%","27%","44%","0%"," - "," - ","100%","35%","38%","34%","34%","39%"," - ","41%","34%","39%","31%","43%"," - ","37%","35%","39%","38%","32%","38%","35%","36%","40%","37%","43%","29%","38%","31%","10%","10%","26%","55+, O10: Equally concerned and excited, O1: 55+, O2: White, O3: Male, O4: Christian - Catholic, O5: Democrat, O6: High school or GED, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Unsure on initial policy, Unsure or dont support initial policy, White","","d85b2502-34ce-465b-8fed-9ec72b04fef6"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","I think this is good. No changes ","Neutral","36%","34%","33%","47%","39%","31%","48%","53%","20%","36%","20%","20%","36%","36%","100%","0%","38%","34%","50%","13%","100%","0%","53%","34%","35%","27%","45%","0%"," - "," - ","100%","35%","38%","32%","33%","39%"," - ","43%","32%","41%","28%","45%"," - ","36%","38%","41%","36%","31%","38%","34%","36%","38%","34%","43%","31%","38%","28%","10%","10%","23%","33-54, Not religious, Not white, O10: Equally concerned and excited, O1: 45-54, O2: Asian, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Democrat, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a month, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy","","338a09e8-c1d7-4692-938b-dfc7195b83e9"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","nothing my ninja","Negative","36%","31%","37%","40%","39%","32%","38%","42%","0%","39%","0%","0%","36%","36%","50%","0%","41%","29%","33%","25%","100%","0%","35%","34%","35%","33%","37%","100%"," - "," - ","50%","36%","36%","34%","34%","37%"," - ","35%","35%","31%","34%","43%"," - ","34%","39%","43%","36%","25%","37%","34%","39%","25%","35%","39%","32%","37%","24%","30%","30%","26%","33-54, O10: Equally concerned and excited, O1: 33-44, O2: White, O3: Male, O4: Christian - Catholic, O5: Democrat, O6: College / Bachelors degree, O7: A little, O8: Once or twice a month, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, White","","b33d939e-36f4-4514-9623-3a5b431b0962"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","I think it is good I really do not have any concerns","Positive","36%","34%","33%","47%","39%","29%","43%","53%","20%","35%","20%","20%","36%","34%","100%","0%","37%","34%","50%","13%","100%","0%","47%","34%","34%","27%","44%","0%"," - "," - ","100%","33%","37%","32%","33%","38%"," - ","43%","33%","39%","28%","41%"," - ","35%","36%","41%","35%","29%","37%","34%","35%","37%","34%","43%","29%","38%","24%","10%","10%","21%","55+, O10: More excited than concerned, O1: 55+, O2: White, O3: Male, O4: Christian - Protestant, O5: Republican, O6: Middle school, O7: A lot, O8: Almost every day, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","1e2c71e4-2cd3-4fbc-a576-23179e82c86b"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","Nothing really I like it","Neutral","35%","34%","33%","47%","39%","27%","38%","47%","20%","36%","20%","20%","36%","34%","100%","0%","37%","34%","50%","13%","100%","0%","47%","33%","33%","28%","43%","0%"," - "," - ","100%","33%","37%","30%","33%","38%"," - ","43%","32%","39%","30%","39%"," - ","34%","38%","41%","35%","28%","37%","33%","36%","34%","34%","43%","27%","37%","24%","20%","20%","23%","33-54, O10: More excited than concerned, O1: 33-44, O2: White, O3: Male, O4: Christian - Mormon, O5: Independant, O6: College / Bachelors degree, O7: A little, O8: Only once or twice ever, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, White","","dd4bbbbe-57ec-4d75-a9ba-de7f91b4d834"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","I am unsure","Neutral","35%","41%","39%","41%","30%","30%","48%","21%","30%","37%","0%","40%","34%","36%","100%","0%","30%","39%","17%","25%","100%","0%","47%","38%","32%","32%","41%","0%"," - "," - ","50%","32%","39%","28%","35%","36%"," - ","32%","31%","39%","38%","39%"," - ","35%","35%","43%","32%","31%","34%","38%","37%","29%","40%","37%","30%","36%","34%","30%","30%","33%","Not religious, O10: Equally concerned and excited, O1: 18-24, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Democrat, O6: High school or GED, O7: A lot, O8: Once or twice a month, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34, Unsure on initial policy, Unsure or dont support initial policy, White","","c0a6a3ea-7500-42ec-b25e-7cf881554483"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","I would not make any changes","Negative","35%","34%","37%","41%","37%","29%","48%","47%","30%","34%","20%","0%","35%","35%","50%","0%","40%","29%","33%","13%","100%","0%","53%","32%","36%","27%","40%","0%"," - "," - ","50%","36%","35%","32%","33%","36%"," - ","38%","31%","41%","31%","39%"," - ","32%","42%","41%","36%","25%","37%","32%","34%","37%","36%","39%","29%","37%","17%","30%","30%","21%","Not religious, Not white, O10: More excited than concerned, O1: 18-24, O2: Asian, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Democrat, O6: High school or GED, O7: A lot, O8: Almost every day, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, Under 34","","1af45f76-cee8-439f-b73a-7766d70df9cc"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No concerns","Neutral","34%","34%","31%","43%","39%","27%","38%","42%","20%","35%","20%","20%","35%","33%","100%","0%","34%","34%","50%","13%","100%","0%","47%","33%","32%","27%","42%","0%"," - "," - ","100%","32%","36%","30%","33%","36%"," - ","41%","32%","39%","28%","36%"," - ","33%","36%","39%","34%","28%","35%","33%","35%","32%","33%","41%","27%","36%","24%","10%","10%","21%","Not religious, O10: Equally concerned and excited, O1: 18-24, O2: White, O3: Other, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: College / Bachelors degree, O7: A little, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, Under 34, White","","fbf751ef-c258-4c87-9e62-fd3e41914693"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No concerns","Neutral","34%","34%","31%","43%","39%","27%","38%","42%","20%","35%","20%","20%","35%","33%","100%","0%","34%","34%","50%","13%","100%","0%","47%","33%","32%","27%","42%","0%"," - "," - ","100%","32%","36%","30%","33%","36%"," - ","41%","32%","39%","28%","36%"," - ","33%","36%","39%","34%","28%","35%","33%","35%","32%","33%","41%","27%","36%","24%","10%","10%","21%","33-54, Not religious, O10: More excited than concerned, O1: 33-44, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: College / Bachelors degree, O7: A little, O8: Only once or twice ever, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Support initial policy, White","","16adcb31-da39-4f8e-a939-b9f5ae994e29"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No concerns","Neutral","34%","34%","31%","43%","39%","27%","38%","42%","20%","35%","20%","20%","35%","33%","100%","0%","34%","34%","50%","13%","100%","0%","47%","33%","32%","27%","42%","0%"," - "," - ","100%","32%","36%","30%","33%","36%"," - ","41%","32%","39%","28%","36%"," - ","33%","36%","39%","34%","28%","35%","33%","35%","32%","33%","41%","27%","36%","24%","10%","10%","21%","O10: More excited than concerned, O1: 25-34, O2: White, O3: Male, O4: Christian - Mormon, O5: Republican, O6: College / Bachelors degree, O7: A little, O8: Once or twice a month, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, Under 34, White","","2fd34b16-1858-4990-9bc0-b03b617d4ab6"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No concerns","Neutral","34%","34%","31%","43%","39%","27%","38%","42%","20%","35%","20%","20%","35%","33%","100%","0%","34%","34%","50%","13%","100%","0%","47%","33%","32%","27%","42%","0%"," - "," - ","100%","32%","36%","30%","33%","36%"," - ","41%","32%","39%","28%","36%"," - ","33%","36%","39%","34%","28%","35%","33%","35%","32%","33%","41%","27%","36%","24%","10%","10%","21%","55+, O10: More concerned than excited, O1: 55+, O2: White, O3: Female, O4: Christian - Catholic, O5: Republican, O6: College / Bachelors degree, O7: A lot, O8: Only once or twice ever, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","6811fb37-0296-4684-9ac1-a9cf6519d06b"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No concerns","Neutral","34%","34%","31%","43%","39%","27%","38%","42%","20%","35%","20%","20%","35%","33%","100%","0%","34%","34%","50%","13%","100%","0%","47%","33%","32%","27%","42%","0%"," - "," - ","100%","32%","36%","30%","33%","36%"," - ","41%","32%","39%","28%","36%"," - ","33%","36%","39%","34%","28%","35%","33%","35%","32%","33%","41%","27%","36%","24%","10%","10%","21%","55+, O10: Equally concerned and excited, O1: 55+, O2: White, O3: Female, O4: Christian - Protestant, O5: Independant, O6: High school or GED, O7: A little, O8: Never, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Unsure on initial policy, Unsure or dont support initial policy, White","","f44e78eb-b44d-4e01-8962-762987473409"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","Nothing concerns me about this. I wouldn't make any changes.","Neutral","34%","34%","31%","43%","39%","26%","38%","42%","20%","34%","20%","20%","35%","32%","100%","0%","34%","34%","50%","13%","100%","0%","41%","33%","32%","27%","41%","0%"," - "," - ","100%","32%","36%","28%","33%","35%"," - ","41%","32%","39%","28%","34%"," - ","33%","36%","39%","34%","28%","34%","33%","34%","32%","33%","41%","26%","36%","24%","10%","10%","21%","Not religious, O10: More excited than concerned, O1: 25-34, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: High school or GED, O7: A little, O8: Only once or twice ever, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, Under 34, White","","c0e72dfd-b061-4e8f-8b32-e05830fc1a55"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No concerns.","Neutral","34%","34%","31%","43%","39%","26%","38%","42%","20%","34%","20%","20%","35%","32%","100%","0%","34%","34%","50%","13%","100%","0%","41%","33%","32%","27%","41%","0%"," - "," - ","100%","32%","36%","28%","33%","35%"," - ","41%","32%","39%","28%","34%"," - ","33%","36%","39%","34%","28%","34%","33%","34%","32%","33%","41%","26%","36%","24%","10%","10%","21%","Not religious, O10: Equally concerned and excited, O1: 18-24, O2: White, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: High school or GED, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, Under 34, White","","f0fc4614-74d8-4adf-b47f-00c820615ebd"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No concerns.","Neutral","34%","34%","31%","43%","39%","26%","38%","42%","20%","34%","20%","20%","35%","32%","100%","0%","34%","34%","50%","13%","100%","0%","41%","33%","32%","27%","41%","0%"," - "," - ","100%","32%","36%","28%","33%","35%"," - ","41%","32%","39%","28%","34%"," - ","33%","36%","39%","34%","28%","34%","33%","34%","32%","33%","41%","26%","36%","24%","10%","10%","21%","O10: Equally concerned and excited, O1: 25-34, O2: White, O3: Male, O4: Christian - Catholic, O5: Independant, O6: Masters/ PhD or equivalent, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, Under 34, White","","5cdc59db-3ca6-422c-88b2-776657c60861"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","I have no concerns.","Neutral","34%","34%","31%","43%","39%","26%","38%","42%","20%","34%","20%","20%","35%","32%","100%","0%","34%","34%","50%","13%","100%","0%","41%","33%","32%","27%","41%","0%"," - "," - ","100%","32%","36%","28%","33%","35%"," - ","41%","32%","39%","28%","34%"," - ","33%","36%","39%","34%","28%","34%","33%","34%","32%","33%","41%","26%","36%","24%","10%","10%","21%","55+, O10: Equally concerned and excited, O1: 55+, O2: White, O3: Male, O4: Christian - Protestant, O5: Independant, O6: High school or GED, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","36aca7bf-664d-4593-b49d-1481a1ce1693"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No tangible concerns.","Neutral","34%","34%","31%","43%","39%","26%","38%","42%","20%","34%","20%","20%","35%","32%","100%","0%","34%","34%","50%","13%","100%","0%","41%","33%","32%","27%","41%","0%"," - "," - ","100%","32%","36%","28%","33%","35%"," - ","41%","32%","39%","28%","34%"," - ","33%","36%","39%","34%","28%","34%","33%","34%","32%","33%","41%","26%","36%","24%","10%","10%","21%","55+, O10: Equally concerned and excited, O1: 55+, O2: White, O3: Male, O4: Christian - Catholic, O5: Democrat, O6: Masters/ PhD or equivalent, O7: A lot, O8: Only once or twice ever, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","e1113e83-7672-4e6e-a169-0d297b199901"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","I don't see anything wrong with any of these policies.","Neutral","33%","31%","31%","43%","39%","26%","43%","42%","20%","33%","20%","20%","34%","33%","100%","0%","34%","37%","50%","13%","100%","0%","41%","32%","32%","28%","39%","0%"," - "," - ","100%","31%","36%","28%","33%","34%"," - ","41%","31%","41%","26%","34%"," - ","32%","36%","39%","32%","29%","35%","32%","33%","34%","31%","41%","26%","36%","24%","10%","10%","21%","Not religious, Not white, O10: Equally concerned and excited, O1: 18-24, O2: Asian, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: High school or GED, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, Under 34","","20c891ec-1680-4dde-8ca6-1dc33d9cbcac"
"8772fa8e-3973-4a6f-810d-d97538f42e04","Ask Opinion","What concerns you about this section of policy on Information Quality, and what changes would you make?","","No real concerns.","Neutral","33%","34%","31%","43%","39%","25%","38%","42%","10%","34%","20%","20%","34%","32%","100%","0%","33%","34%","50%","13%","100%","0%","41%","33%","32%","26%","41%","0%"," - "," - ","100%","32%","35%","28%","32%","35%"," - ","41%","32%","39%","26%","34%"," - ","32%","36%","39%","34%","26%","34%","33%","34%","31%","33%","41%","25%","36%","24%","10%","10%","21%","33-54, Not religious, O10: More concerned than excited, O1: 33-44, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Democrat, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, White","","ee483319-2862-40cc-bf93-83a5981d36bd"
