"Name","CD1 - vax [pretest]"
"Title","Technology Policy"
"Date","September 20, 2023 at 09:00 PM (GMT)"
"Duration","17:44:46"
"Participants","54"
"Participant Limit","100"
"Total Screener Polls","10"
"Total Conversation Questions","12"


"Question ID","Question Type","Question","Responses","All(54)","O1: 18-24 (12)","O1: 25-34 (20)","O1: 33-44 (10)","O1: 45-54 (10)","O1: 55+ (2)","O2: Asian (8)","O2: Black (8)","O2: Hispanic (5)","O2: White (28)","O2: Mixed (4)","O2: Other (1)","O3: Male (21)","O3: Female (32)","O3: Other (1)","O3: Prefer not to say (0)","O4: Democrat (23)","O4: Republican (7)","O4: Independant (18)","O4: Other (6)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (19)","O5: College / Bachelors degree (28)","O5: Masters/ PhD or equivalent (7)","O6: A lot (21)","O6: A little (33)","O6: Nothing at all (0)","O7: Almost every day (6)","O7: Once or twice a week (9)","O7: Once or twice a month (5)","O7: Only once or twice ever (15)","O7: Never (19)","O7: Do not know what an AI assistant is (0)","O8: Yes, the public should help to decide how AI assistants answer difficult questions (43)","O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (11)","O10: More excitedthan concerned (11)","O10: Equally concerned and excited (27)","O10: More concerned than excited (16)","O11: Christian - Protestant (14)","O11: Christian - Catholic (9)","Religious (32)","Not religious (22)","White (28)","Not white (26)","Under 34 (32)","33-54 (20)","55+ (2)","AI belief change (pess -> opt) (5)","O11: Christian - Mormon (0)","O11: Jewish (1)","O11: Muslim (1)","O11: Hindu (0)","O11: Other (7)","O11: None - I do not identify with any religious group or faith (22)"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I have pretty positive experiences with vaccine info via AI. It actually was faster with the info than straights up just using a search engine. I found my info in seconds VS reading a bunch of links.","Positive","74%","75%","65%","80%","90%","50%","88%","50%","80%","79%","75%","0%","81%","69%","100%"," - ","70%","71%","78%","83%"," - "," - "," - ","84%","68%","71%","76%","73%"," - ","67%","89%","60%","73%","74%"," - ","77%","64%","73%","81%","63%","57%","89%","72%","77%","79%","69%","69%","85%","50%","60%"," - ","100%","100%"," - ","71%","77%","Not religious, O10: Equally concerned and excited, O11: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Once or twice a week, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34, White","","36836220-cacd-4fe1-8552-6c6ec499233b"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I went with my aunt to get her vaccination because she was traveling abroad. However, the experience was pretty good. They had a line outside of a department store, and she just waited for someone to come get her and vaccinate her and then she received her card and it seemed pretty efficient and Good  ","Neutral","74%","92%","60%","90%","70%","50%","75%","75%","60%","82%","50%","0%","76%","72%","100%"," - ","87%","71%","61%","67%"," - "," - "," - ","68%","82%","57%","71%","76%"," - ","83%","100%","80%","67%","63%"," - ","77%","64%","91%","81%","50%","64%","78%","72%","77%","82%","65%","72%","80%","50%","40%"," - ","100%","100%"," - ","71%","77%","33-54, Not religious, O10: More excitedthan concerned, O11: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Female, O4: Republican, O5: College / Bachelors degree, O6: A little, O7: Once or twice a week, O8: Yes, the public should help to decide how AI assistants answer difficult questions, White","","d9f214ff-b1af-4b9e-bc22-59a32bc2c38c"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","A positive experience would be the count of people that is has saved over the years for various diseases and the work it has done to eradicating some of the ""noncurable"" diseases of the past.","Positive","74%","75%","70%","90%","70%","50%","88%","50%","100%","71%","100%","0%","71%","75%","100%"," - ","83%","57%","72%","67%"," - "," - "," - ","84%","64%","86%","71%","76%"," - ","50%","78%","100%","67%","79%"," - ","77%","64%","55%","89%","63%","57%","78%","66%","86%","71%","77%","72%","80%","50%","60%"," - ","0%","100%"," - ","71%","86%","O10: More excitedthan concerned, O11: Christian - Catholic, O1: 18-24, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a month, O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Under 34, White","","9e000b6a-54f1-4c43-abcd-b035acd6350c"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","With the vaccine information I received, I made a decision to take a vaccine that really took a sickness away ","Neutral","72%","92%","70%","80%","50%","50%","75%","75%","40%","79%","75%","0%","81%","66%","100%"," - ","83%","57%","67%","67%"," - "," - "," - ","68%","79%","57%","71%","73%"," - ","83%","89%","80%","67%","63%"," - ","74%","64%","91%","85%","38%","71%","56%","69%","77%","79%","65%","78%","65%","50%","40%"," - ","100%","100%"," - ","71%","77%","Not white, O10: Equally concerned and excited, O11: Christian - Protestant, O1: 25-34, O2: Black, O3: Male, O4: Other, O5: College / Bachelors degree, O6: A little, O7: Once or twice a week, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Under 34","","e88a80cd-8ac1-499d-888b-3f3760fe4426"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","When the covid vaccine just started being available to get, I was actually scared to go and get a booster. Mainly because I had heard of people getting the vaccine, and then not being able to do anything for a day or two after, being sick afterwards. I was working at the time and I was scared to go and get it because of that. However, I did more research about the vaccine online, which led to me feeling more comfortable about going to get my shot.","Neutral","72%","92%","75%","70%","50%","50%","75%","88%","40%","75%","75%","0%","86%","63%","100%"," - ","87%","57%","61%","67%"," - "," - "," - ","68%","79%","57%","76%","70%"," - ","100%","89%","60%","67%","63%"," - ","72%","73%","100%","81%","38%","79%","56%","72%","73%","75%","69%","81%","60%","50%","60%"," - ","100%","100%"," - ","71%","73%","AI belief change (pess -> opt), Not religious, O10: Equally concerned and excited, O11: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Only once or twice ever, O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Under 34, White","","cc6e17ae-5e7a-400c-83fb-b2565e2c9193"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I normally talk to my primary care doctor about all vaccines and medicine I take and therefore I attempt to get a first hand objective view on them. As long as they're safe for me to have and fail to show large amounts of side effects I pay mind to them.","Neutral","72%","92%","60%","90%","60%","50%","75%","88%","60%","79%","25%","0%","81%","66%","100%"," - ","87%","57%","61%","67%"," - "," - "," - ","63%","79%","71%","67%","76%"," - ","83%","100%","80%","60%","63%"," - ","72%","73%","91%","78%","50%","64%","78%","69%","77%","79%","65%","72%","75%","50%","60%"," - ","100%","100%"," - ","57%","77%","Not white, O10: Equally concerned and excited, O11: Other, O1: 18-24, O2: Asian, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Under 34","","0430ec0f-3f3f-45eb-ace1-42bdb5557203"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I suffer from RA and I questioned whether or not to get vaccinated because of it.  The pharmacist reassured me that in the long run, it would be better to get it than not.","Neutral","72%","92%","65%","90%","50%","50%","75%","75%","100%","75%","25%","0%","86%","63%","100%"," - ","83%","57%","67%","67%"," - "," - "," - ","63%","82%","57%","57%","82%"," - ","50%","100%","80%","67%","68%"," - ","74%","64%","82%","78%","56%","64%","89%","72%","73%","75%","69%","75%","70%","50%","40%"," - ","100%","100%"," - ","57%","73%","33-54, Not white, O10: More concerned than excited, O11: Christian - Catholic, O1: 45-54, O2: Hispanic, O3: Female, O4: Democrat, O5: High school or GED, O6: A little, O7: Never, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Religious","","bdb7d41c-7e60-4f7a-9ff0-7bf6a6052803"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","Anytime before I get vaccinated I request all information I can about it like who makes it what are the ingredients what are the side affects who benefits from it is it something I have to continually do. Usually all my questions are answered then I can make my decision ","Neutral","72%","92%","55%","90%","70%","50%","75%","75%","60%","82%","25%","0%","76%","69%","100%"," - ","83%","71%","61%","67%"," - "," - "," - ","63%","82%","57%","67%","76%"," - ","83%","100%","80%","60%","63%"," - ","74%","64%","91%","78%","50%","64%","78%","69%","77%","82%","62%","69%","80%","50%","40%"," - ","100%","100%"," - ","57%","77%","Not religious, Not white, O10: Equally concerned and excited, O11: None - I do not identify with any religious group or faith, O1: 25-34, O2: Mixed, O3: Female, O4: Democrat, O5: High school or GED, O6: A little, O7: Never, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34","","1d733703-88ac-4f85-8c35-2802c0ec3683"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","my doctor gave me a good amount of information about vaccines and their effectiveness ","Positive","70%","92%","65%","80%","50%","50%","63%","75%","100%","75%","25%","0%","86%","59%","100%"," - ","83%","57%","61%","67%"," - "," - "," - ","63%","79%","57%","57%","79%"," - ","50%","100%","80%","67%","63%"," - ","72%","64%","82%","78%","50%","64%","89%","72%","68%","75%","65%","75%","65%","50%","40%"," - ","100%","100%"," - ","57%","68%","Not religious, Not white, O10: More concerned than excited, O11: None - I do not identify with any religious group or faith, O1: 25-34, O2: Asian, O3: Female, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34","","1040a8be-d571-4c8a-b51b-b73914723202"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I was told by my job I had to get the vaccine so I got the vaccine.","Neutral","70%","92%","70%","70%","50%","50%","75%","88%","40%","75%","50%","0%","86%","59%","100%"," - ","83%","57%","61%","67%"," - "," - "," - ","63%","79%","57%","71%","70%"," - ","100%","89%","60%","60%","63%"," - ","70%","73%","100%","78%","38%","79%","56%","69%","73%","75%","65%","78%","60%","50%","60%"," - ","100%","100%"," - ","57%","73%","Not religious, O10: More excitedthan concerned, O11: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Never, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34, White","","71e7f6d9-e0f9-43b4-8324-30a4e13ec54a"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I had a positive experience involving information about the COVID-19 vaccines. I asked an AI bot about a few months ago and the AI gave me detailed response about the all the safety procedures done for the COVID-19 vaccines.","Positive","70%","67%","65%","100%","70%","0%","63%","50%","80%","75%","100%","0%","62%","75%","100%"," - ","70%","86%","61%","83%"," - "," - "," - ","68%","71%","71%","57%","79%"," - ","67%","67%","80%","73%","68%"," - ","72%","64%","82%","67%","69%","43%","100%","69%","73%","75%","65%","66%","85%","0%","40%"," - ","100%","100%"," - ","71%","73%","Not white, O10: More concerned than excited, O11: Christian - Catholic, O1: 25-34, O2: Hispanic, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Under 34","","a7d9f7c5-d669-4573-9533-b9e312b784ce"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I've found positive information regarding vaccine safety on reputable websites.","Positive","70%","67%","65%","100%","70%","0%","63%","50%","80%","75%","100%","0%","62%","75%","100%"," - ","70%","86%","61%","83%"," - "," - "," - ","68%","71%","71%","57%","79%"," - ","67%","67%","80%","73%","68%"," - ","72%","64%","82%","67%","69%","43%","100%","69%","73%","75%","65%","66%","85%","0%","40%"," - ","100%","100%"," - ","71%","73%","Not religious, O10: More concerned than excited, O11: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Never, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34, White","","5561850b-39b5-49a8-a14a-42fcb3a6aa08"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I had to present my vaccination card in order to go to restaurants, which also ensured that everyone I was interacting with in that area was also vaccinated.","Neutral","70%","92%","70%","70%","50%","50%","75%","75%","40%","75%","75%","0%","81%","63%","100%"," - ","83%","57%","61%","67%"," - "," - "," - ","68%","79%","43%","71%","70%"," - ","83%","89%","60%","67%","63%"," - ","72%","64%","91%","81%","38%","71%","56%","69%","73%","75%","65%","78%","60%","50%","40%"," - ","100%","100%"," - ","71%","73%","AI belief change (pess -> opt), Not white, O10: Equally concerned and excited, O11: Christian - Protestant, O1: 18-24, O2: Asian, O3: Female, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Once or twice a month, O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Under 34","","e258d045-7db3-4d0a-8978-c7498a78d7e2"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","A positive experience involving vaccine information seems to be all doctors are on the same page that its beneficial to get them. ","Positive","69%","67%","65%","90%","60%","50%","38%","88%","80%","79%","25%","0%","81%","59%","100%"," - ","78%","57%","61%","67%"," - "," - "," - ","63%","71%","71%","62%","73%"," - ","83%","89%","60%","60%","63%"," - ","72%","55%","91%","70%","50%","50%","89%","63%","77%","79%","58%","66%","75%","50%","40%"," - ","100%","100%"," - ","43%","77%","33-54, Not religious, O10: More concerned than excited, O11: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Female, O4: Independant, O5: High school or GED, O6: A little, O7: Only once or twice ever, O8: Yes, the public should help to decide how AI assistants answer difficult questions, White","","137b0de9-ea73-4361-a28a-ce13fca59f7a"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I read information regarding COVID-19 vaccines, and how the benefits outweigh any potential risks.","Neutral","69%","58%","65%","100%","70%","0%","50%","63%","80%","75%","75%","0%","62%","72%","100%"," - ","70%","86%","56%","83%"," - "," - "," - ","63%","71%","71%","57%","76%"," - ","83%","67%","60%","67%","68%"," - ","72%","55%","82%","63%","69%","43%","100%","66%","73%","75%","62%","63%","85%","0%","20%"," - ","100%","100%"," - ","57%","73%","O10: More excitedthan concerned, O11: Other, O1: 25-34, O2: White, O3: Female, O4: Independant, O5: High school or GED, O6: A little, O7: Only once or twice ever, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Under 34, White","","7020f642-05d7-4ea9-8727-c7218f05b364"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","The vaccine helped me reduce the chances of me catching COVID, especially at a family event where some unvaccinated members of my family caught COVID and I didn't. ","Positive","69%","83%","60%","80%","60%","50%","63%","75%","40%","75%","75%","0%","71%","66%","100%"," - ","87%","57%","50%","67%"," - "," - "," - ","68%","71%","57%","71%","67%"," - ","83%","89%","60%","67%","58%"," - ","72%","55%","82%","78%","44%","57%","67%","66%","73%","75%","62%","69%","70%","50%","20%"," - ","100%","100%"," - ","71%","73%","O10: Equally concerned and excited, O11: Christian - Catholic, O1: 25-34, O2: White, O3: Male, O4: Republican, O5: Masters/ PhD or equivalent, O6: A lot, O7: Never, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Under 34, White","","245b097c-6777-452c-83b9-e20a0f477dca"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","I believe seeing the discussion surrounding the covid vaccine following the prevention measures and decreasing numbers is something to be considered. Any sort of ad campaign that encouraged the public to educate themselves is useful.","Neutral","67%","58%","60%","90%","80%","0%","38%","50%","80%","75%","75%","100%","57%","72%","100%"," - ","65%","71%","67%","67%"," - "," - "," - ","74%","68%","43%","71%","64%"," - ","67%","44%","80%","73%","68%"," - ","70%","55%","64%","70%","63%","57%","67%","63%","73%","75%","58%","59%","85%","0%","40%"," - ","0%","0%"," - ","86%","73%","Not religious, O10: More excitedthan concerned, O11: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Under 34, White","","1d585b6b-4b74-4266-9a34-7ec62534dcc7"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","If not relating to AI, when the vaccine first came out I was given much information about it from the place that I got my shot from. if relating to AI, I have never had an experience with AI and vaccines.","Neutral","67%","75%","60%","60%","80%","50%","75%","63%","80%","64%","75%","0%","76%","59%","100%"," - ","65%","57%","67%","83%"," - "," - "," - ","84%","54%","71%","67%","67%"," - ","50%","78%","40%","67%","74%"," - ","70%","55%","36%","81%","63%","50%","89%","69%","64%","64%","69%","66%","70%","50%","60%"," - ","100%","100%"," - ","71%","64%","Not religious, Not white, O10: Equally concerned and excited, O11: None - I do not identify with any religious group or faith, O1: 18-24, O2: Black, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Once or twice a week, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34","","97df48ad-3a30-4fe4-bbb6-8c6ddbd69ae8"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","Emily, a parent, is uncertain about vaccinating her child against a new flu strain due to conflicting information. Emily seeks guidance from an AI assistant, which provides:

    Clear Information: The AI offers evidence-based information about the flu strain and vaccine.

    Personalization: It tailors advice based on Emily's child's health conditions, like asthma.

    Expert Recommendations: The AI cites medical recommendations, emphasizing vaccination's importance for at-risk children.

   ","Neutral","67%","67%","60%","70%","80%","50%","88%","38%","80%","64%","100%","0%","67%","66%","100%"," - ","70%","43%","72%","67%"," - "," - "," - ","89%","50%","71%","67%","67%"," - ","50%","67%","40%","67%","79%"," - ","72%","45%","36%","81%","63%","43%","78%","63%","73%","64%","69%","63%","75%","50%","60%"," - ","100%","100%"," - ","71%","73%","33-54, O10: Equally concerned and excited, O11: Christian - Catholic, O1: 45-54, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, White","","424db5d0-5a04-40e7-9ee6-3efe8a18cb2a"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","The vaccine have kept me from catching covid again, and has honestly made my immune system a bit stronger.","Positive","63%","75%","60%","80%","40%","50%","38%","75%","60%","75%","25%","0%","76%","53%","100%"," - ","78%","57%","44%","67%"," - "," - "," - ","53%","68%","71%","52%","70%"," - ","50%","89%","80%","53%","58%"," - ","63%","64%","91%","67%","38%","57%","78%","59%","68%","75%","50%","66%","60%","50%","60%"," - ","100%","100%"," - ","29%","68%","Not religious, Not white, O10: Equally concerned and excited, O11: None - I do not identify with any religious group or faith, O1: 18-24, O2: Black, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34","","984209f3-8a3d-4944-b308-ae3c22f5eb7e"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","On TikTok specifically a lot of good information was spread regarding the COVID vaccine at the start of the pandemic Although there was also some bad, the safety of the vaccine was communicated well to those who were receptive to it.","Neutral","63%","58%","55%","100%","60%","0%","25%","63%","60%","79%","50%","0%","62%","63%","100%"," - ","61%","86%","56%","67%"," - "," - "," - ","58%","71%","43%","62%","64%"," - ","50%","56%","80%","73%","58%"," - ","65%","55%","73%","63%","56%","43%","78%","59%","68%","79%","46%","56%","80%","0%","20%"," - ","100%","0%"," - ","71%","68%","Not religious, O10: Equally concerned and excited, O11: None - I do not identify with any religious group or faith, O1: 18-24, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Never, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Under 34, White","","f080a147-1253-42ec-9d7b-2853e75fc2ff"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","Learning from researchers that the actual side effects for long term use isn't necessary studied and documented for the COVID vaccines. So peoples hesitation to get it doesn't make them bad or stupid people. ","Neutral","63%","42%","65%","100%","60%","0%","50%","50%","80%","75%","25%","0%","52%","69%","100%"," - ","65%","71%","56%","67%"," - "," - "," - ","58%","64%","71%","62%","64%"," - ","83%","67%","60%","60%","58%"," - ","67%","45%","82%","56%","63%","43%","67%","53%","77%","75%","50%","56%","80%","0%","40%"," - ","100%","100%"," - ","43%","77%","AI belief change (pess -> opt), Not white, O10: More excitedthan concerned, O11: Christian - Protestant, O1: 25-34, O2: Black, O3: Male, O4: Democrat, O5: Masters/ PhD or equivalent, O6: A lot, O7: Almost every day, O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Under 34","","a9a61634-7d9c-424e-ba14-0e41a1b85f16"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","well their is a lot of information out there still giving someone not so computer savvy an option could indeed be of great hope
with the option of speaking to a human if they choose to do so","Neutral","63%","67%","60%","60%","70%","50%","75%","50%","80%","61%","75%","0%","71%","56%","100%"," - ","65%","43%","67%","67%"," - "," - "," - ","79%","50%","71%","62%","64%"," - ","50%","78%","40%","60%","68%"," - ","70%","36%","36%","81%","50%","50%","78%","63%","64%","61%","65%","63%","65%","50%","60%"," - ","100%","100%"," - ","57%","64%","33-54, Not white, O10: Equally concerned and excited, O11: Other, O1: 45-54, O2: Black, O3: Female, O4: Independant, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Religious","","b8c04fda-e88c-47d4-b2ad-b2b5b4ff21cb"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","vaccine increases antibodies and antigenes afterwards","Neutral","61%","33%","60%","100%","60%","50%","25%","50%","80%","79%","25%","0%","57%","63%","100%"," - ","52%","71%","67%","67%"," - "," - "," - ","58%","68%","43%","62%","61%"," - ","83%","44%","60%","67%","58%"," - ","65%","45%","91%","44%","69%","43%","67%","50%","77%","79%","42%","50%","80%","50%","40%"," - ","100%","0%"," - ","43%","77%","33-54, AI belief change (pess -> opt), Not white, O10: Equally concerned and excited, O11: Christian - Protestant, O1: 45-54, O2: Asian, O3: Female, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Never, O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious","","d3b03e58-8912-439f-90af-a97164c2f7ce"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","Yes, vaccine information given by CDC during the pandemic turned out to be correct. It saved many people's lives.","Positive","61%","42%","55%","100%","60%","50%","13%","50%","80%","82%","25%","0%","62%","59%","100%"," - ","52%","71%","67%","67%"," - "," - "," - ","58%","68%","43%","62%","61%"," - ","83%","44%","60%","67%","58%"," - ","63%","55%","100%","44%","63%","50%","67%","53%","73%","82%","38%","50%","80%","50%","40%"," - ","100%","0%"," - ","43%","73%","O10: More excitedthan concerned, O11: Christian - Protestant, O1: 18-24, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Under 34, White","","cdff6978-0aca-404b-b172-d91afc2a7fe9"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","Not with AI, but as a Lyme disease survivor I have concerns if any vaccine might trigger a relapse. I have searched online and found info that encouraged me to *avoid* a certain vaccine, and I am very glad I did.","Neutral","59%","67%","65%","40%","50%","100%","75%","38%","80%","54%","100%","0%","52%","63%","100%"," - ","57%","43%","72%","50%"," - "," - "," - ","79%","43%","71%","57%","61%"," - ","50%","56%","40%","53%","74%"," - ","67%","27%","18%","74%","63%","43%","67%","50%","73%","54%","65%","66%","45%","100%","60%"," - ","0%","100%"," - ","43%","73%","55+, Not religious, O10: More concerned than excited, O11: None - I do not identify with any religious group or faith, O1: 55+, O2: White, O3: Female, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Only once or twice ever, O8: Yes, the public should help to decide how AI assistants answer difficult questions, White","","e97918f0-f659-41e7-91b6-74d3fd35de66"
"6a80a72c-fa56-4f7a-bcd1-3ce210396ce7","Ask Opinion","Can you share a positive experience involving vaccine information which you think is relevant to this discussion? (Please do not share any personally identifiable information!)","","When the COVID virus first broke out I was hesitant but walked to a pharmacy and got my first shot. I never contracted the illness even though there were so many stories of people getting sick and dying.

","Neutral","59%","75%","55%","60%","50%","50%","63%","88%","0%","68%","25%","0%","71%","50%","100%"," - ","78%","57%","39%","50%"," - "," - "," - ","47%","68%","57%","71%","52%"," - ","100%","89%","40%","60%","37%"," - ","58%","64%","82%","63%","38%","57%","44%","56%","64%","68%","50%","63%","55%","50%","40%"," - ","100%","100%"," - ","57%","64%","33-54, O10: More excitedthan concerned, O11: Jewish, O1: 33-44, O2: White, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Once or twice a week, O8: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, White","","f0a85378-4247-4cc7-b913-a524f9a19c0a"
