Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,U.s. political affiliation,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6523f0a6075b52060c25d450,60f99f9d7acea24790f070b9,AWAITING REVIEW,2023-10-09T12:29:44.441000Z,2023-10-09T12:49:33.955000Z,,2023-10-09T12:49:35.474761Z,1190.0,C16VIHGQ,1086,Independent,English,27,Female,Mixed,United States,United States,United States,English,No,Part-Time
6523f2bd15bcdea35eafdc02,650c44b10e47f5fae836bb0a,AWAITING REVIEW,2023-10-09T12:32:01.951000Z,2023-10-09T12:53:43.904000Z,,2023-10-09T12:53:44.600611Z,1302.0,C16VIHGQ,25,Independent,English,24,Female,White,United States,United States,United States,English,Yes,Full-Time
6523f74474b0c51dd7f9bf4d,61254fba095b9df425e816ea,AWAITING REVIEW,2023-10-09T12:51:35.910000Z,2023-10-09T13:16:30.416000Z,,2023-10-09T13:16:31.591632Z,1495.0,C16VIHGQ,4149,Independent,English,26,Female,Black,United States,United States,United States,English,No,Full-Time
652468e87eb28ad70bcb1763,60fd462512ad2ae6071668f3,AWAITING REVIEW,2023-10-09T20:56:14.130000Z,2023-10-09T21:10:32.542000Z,,2023-10-09T21:10:34.785196Z,859.0,C16VIHGQ,731,Independent,"English, Japanese",23,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
6524696102203ad0961fe933,6505cc61e810b89a2ccee28b,AWAITING REVIEW,2023-10-09T20:58:13.778000Z,2023-10-09T21:13:35.112000Z,,2023-10-09T21:13:36.090803Z,922.0,C16VIHGQ,116,Independent,English,25,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
652056bacd5be4c9d52e5b7c,5ee81189280cdb1163476b2b,AWAITING REVIEW,2023-10-06T18:49:36.634000Z,2023-10-06T18:56:57.089000Z,,2023-10-06T18:57:48.573648Z,441.0,NOCODE,1127,Independent,English,31,Male,White,United States,United States,United States,English,Yes,Full-Time
6523bdf2733578447192cba2,5bc5356e65cfb8000154bd82,AWAITING REVIEW,2023-10-09T08:46:48.479000Z,2023-10-09T08:59:08.178000Z,,2023-10-09T08:59:09.370189Z,740.0,C16VIHGQ,2471,Independent,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6523d2defc2bc19ef47a2dfc,5cb489ff0cd1ed0017465d19,AWAITING REVIEW,2023-10-09T10:19:21.313000Z,2023-10-09T10:33:30.548000Z,,2023-10-09T10:33:31.738691Z,850.0,C16VIHGQ,4686,Independent,English,34,Male,White,United States,United States,United States,English,No,Full-Time
6523d4aa2205520b69b5d711,6147b57356da2c40473e3e06,AWAITING REVIEW,2023-10-09T10:23:45.944000Z,2023-10-09T10:35:45.595000Z,,2023-10-09T10:35:46.222386Z,720.0,C16VIHGQ,2809,Independent,English,35,Male,White,United States,United States,United States,English,No,Full-Time
6523e087931cd0b538f5536d,6287d1278f5285de4c237d50,AWAITING REVIEW,2023-10-09T11:18:43.089000Z,2023-10-09T11:36:56.292000Z,,2023-10-09T11:36:57.090946Z,1094.0,C16VIHGQ,2125,Independent,English,33,Male,White,United States,United States,United States,English,No,Full-Time
6523e4656cbdfbf5198572f6,5c6e3a445d427900014b360c,AWAITING REVIEW,2023-10-09T11:30:56.273000Z,2023-10-09T11:45:46.805000Z,,2023-10-09T11:45:47.462185Z,891.0,C16VIHGQ,650,Independent,English,32,Male,White,United States,United States,United States,English,No,Full-Time
6523e9df0599952ab0bb7aef,5fd0ef1dbfdf0801f669f642,AWAITING REVIEW,2023-10-09T11:54:11.327000Z,2023-10-09T12:14:29.720000Z,,2023-10-09T12:14:30.387456Z,1219.0,C16VIHGQ,1158,Independent,English,32,Male,Asian,United States,United States,United States,English,No,Full-Time
6523ea28451e1eb6c21361c5,5ac68ddbe734400001da4729,AWAITING REVIEW,2023-10-09T11:55:23.393000Z,2023-10-09T12:27:17.756000Z,,2023-10-09T12:27:18.333830Z,1915.0,C16VIHGQ,584,Independent,English,35,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6523ec5a169cbd5c49a40465,629e241d171ec6698e05f149,AWAITING REVIEW,2023-10-09T12:04:47.187000Z,2023-10-09T12:17:27.340000Z,,2023-10-09T12:17:27.950694Z,761.0,C16VIHGQ,3380,Independent,English,28,Male,Asian,United States,United States,United States,English,No,Full-Time
6523f08b7f58b421289da002,5eced9328405902eef967571,AWAITING REVIEW,2023-10-09T12:23:00.595000Z,2023-10-09T12:38:40.449000Z,,2023-10-09T12:38:41.109015Z,940.0,C16VIHGQ,5355,Independent,English,36,Male,White,United States,United States,United States,English,No,Full-Time
6523f152b46620b1ce58e06b,63bc819194ca25a555eb8fb5,AWAITING REVIEW,2023-10-09T12:26:52.133000Z,2023-10-09T12:43:08.162000Z,,2023-10-09T12:43:08.769795Z,977.0,C16VIHGQ,1747,Independent,English,32,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
652465318ebf1260b966077c,6081a9318fee7d4e4e01ffdf,AWAITING REVIEW,2023-10-09T20:40:25.282000Z,2023-10-09T20:58:08.915000Z,,2023-10-09T20:58:09.620365Z,1064.0,C16VIHGQ,752,Independent,"English, Spanish",35,Male,Black,United States,United States,United States,English,No,Full-Time
652468c86b3882dda09ea091,5e5fe64a8278d103d35cac54,AWAITING REVIEW,2023-10-09T20:55:54.557000Z,2023-10-09T21:20:18.940000Z,,2023-10-09T21:20:19.597915Z,1465.0,C16VIHGQ,2189,Independent,English,37,Male,White,United States,United States,United States,English,No,Full-Time
652024e8039408eec75673c3,62826187ebe3120bdbfb60a1,AWAITING REVIEW,2023-10-06T15:17:04.872000Z,2023-10-06T15:29:55.852000Z,,2023-10-06T15:31:36.842370Z,771.0,C16VIHGQ,643,Independent,English,29,Female,White,United States,United States,United States,English,No,Full-Time
652026c72ca5b7760c029f4f,60f5d5e358c70ad7a534bc50,AWAITING REVIEW,2023-10-06T15:25:01.113000Z,2023-10-06T15:37:47.603000Z,,2023-10-06T15:37:50.386411Z,767.0,C16VIHGQ,761,Independent,English,33,Female,White,United States,United States,United States,English,No,Full-Time
65202925f89f98f5a91c7493,5dedec3919398a49e1133b0d,AWAITING REVIEW,2023-10-06T15:35:05.932000Z,2023-10-06T15:45:56.355000Z,,2023-10-06T15:45:57.706757Z,651.0,C16VIHGQ,2475,Independent,English,33,Female,White,United States,United States,United States,English,No,Part-Time
65205196313c48c555e409cf,6138e0e705d9e4707bb79e09,AWAITING REVIEW,2023-10-06T18:27:41.045000Z,2023-10-06T18:50:15.080000Z,,2023-10-06T18:50:15.696315Z,1355.0,NOCODE,3372,Independent,English,35,Female,White,United States,United States,United States,English,No,Other
65205b750edfc52cdb714014,60f880007ca7b1a971cd271c,AWAITING REVIEW,2023-10-06T19:09:57.216000Z,2023-10-06T19:44:05.888000Z,,2023-10-06T19:44:06.539605Z,2049.0,NOCODE,62,Independent,English,37,Female,White,United States,United States,United States,English,No,Full-Time
65229c086772feb2b4ce2d5d,5f61702127665111ce84677b,AWAITING REVIEW,2023-10-08T12:09:49.667000Z,2023-10-08T12:25:25.843000Z,,2023-10-08T12:25:26.790373Z,937.0,C16VIHGQ,29,Independent,English,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6523ca93233dc9169cafcbf2,650c35afef9d824f88426c36,AWAITING REVIEW,2023-10-09T09:40:41.548000Z,2023-10-09T10:01:24.730000Z,,2023-10-09T10:01:25.904969Z,1244.0,C16VIHGQ,113,Independent,English,30,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523d18ed40be31bd588eb24,5f849ae1da640812e4ec057c,AWAITING REVIEW,2023-10-09T10:10:28.832000Z,2023-10-09T10:36:45.249000Z,,2023-10-09T10:36:45.937826Z,1577.0,C16VIHGQ,225,Independent,English,32,Female,Mixed,United States,United States,United States,English,No,Full-Time
6523dcc0a8725c42ddb9cecc,60d099f849987e86824eedcd,AWAITING REVIEW,2023-10-09T10:58:12.743000Z,2023-10-09T11:30:19.674000Z,,2023-10-09T11:30:20.879227Z,1927.0,C16VIHGQ,3129,Independent,English,33,Female,White,United States,United States,United States,English,No,Full-Time
6523e53798ba277bca8944fe,5f117601aeef1d5095578b01,AWAITING REVIEW,2023-10-09T11:34:29.786000Z,2023-10-09T11:48:06.983000Z,,2023-10-09T11:48:08.022795Z,818.0,C16VIHGQ,827,Independent,English,36,Female,White,United States,United States,United States,English,No,Other
6523e929169fd046603389a2,61117e8d9c4878fdd4551e02,AWAITING REVIEW,2023-10-09T11:51:08.391000Z,2023-10-09T12:08:48.542000Z,,2023-10-09T12:08:49.670849Z,1061.0,C16VIHGQ,4854,Independent,English,28,Female,White,United States,United States,United States,English,No,Full-Time
65246973dc4865f4b9851ff3,60ff4c6536890252c799b3f9,AWAITING REVIEW,2023-10-09T20:58:31.461000Z,2023-10-09T21:11:46.690000Z,,2023-10-09T21:11:47.290239Z,796.0,CNEKEU7S,405,Independent,English,28,Female,White,United States,United States,United States,English,No,Full-Time
65246abff041c656a65ecc51,610b149105c2d43340aaab56,AWAITING REVIEW,2023-10-09T21:04:03.612000Z,2023-10-09T21:47:40.647000Z,,2023-10-09T21:47:42.702217Z,2618.0,C16VIHGQ,239,Independent,English,32,Female,White,United States,United States,United States,English,No,Full-Time
652027d0aa6c0304f98a5f30,64dd0d6827d312a7fe7e84bd,AWAITING REVIEW,2023-10-06T15:30:17.947000Z,2023-10-06T15:41:38.687000Z,,2023-10-06T15:41:40.053215Z,681.0,C16VIHGQ,30,Independent,English,55,Male,White,Canada,United States,United States,English,Yes,DATA_EXPIRED
6520564495dd2be3d986b877,60e28966da673808ced4b0d4,AWAITING REVIEW,2023-10-06T18:47:39.178000Z,2023-10-06T19:06:06.242000Z,,2023-10-06T19:06:07.004429Z,1108.0,NOCODE,997,Independent,English,49,Male,White,United States,United States,United States,English,Yes,Part-Time
652058a601663783ce2b2f96,6516d88d9463264599a744b5,AWAITING REVIEW,2023-10-06T18:57:49.281000Z,2023-10-06T19:13:56.575000Z,,2023-10-06T19:14:06.817530Z,968.0,NOCODE,32,Independent,English,48,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523dabad837f4d83e02ba26,5bb101078f3bd70001e51bfe,AWAITING REVIEW,2023-10-09T10:49:34.426000Z,2023-10-09T11:03:25.344000Z,,2023-10-09T11:03:26.107824Z,831.0,C16VIHGQ,3229,Independent,English,56,Male,White,United States,United States,United States,English,No,Full-Time
6523e11ffd65582ebdc86973,63671bfc81a5eca4218b6417,AWAITING REVIEW,2023-10-09T11:17:00.964000Z,2023-10-09T11:55:57.971000Z,,2023-10-09T11:55:58.636766Z,2338.0,C16VIHGQ,2880,Independent,English,52,Male,Asian,United States,United States,United States,English,No,Full-Time
6523e6afcb7775aa93eb16c8,58cbd23d5d42920001414dd8,AWAITING REVIEW,2023-10-09T11:40:43.677000Z,2023-10-09T11:58:39.337000Z,,2023-10-09T11:58:40.053640Z,1076.0,C16VIHGQ,6818,Independent,English,56,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6523e7edbcbecaa1ffcab10f,63e64959bf1cb4617fa269e5,AWAITING REVIEW,2023-10-09T11:48:38.520000Z,2023-10-09T12:09:20.568000Z,,2023-10-09T12:09:21.317175Z,1243.0,C16VIHGQ,2056,Independent,English,56,Male,White,United States,United States,United States,English,No,Full-Time
6523f2447bf9235001f977d7,5e0b388b15ef4037cebdecc9,AWAITING REVIEW,2023-10-09T12:30:00.270000Z,2023-10-09T12:56:54.718000Z,,2023-10-09T12:56:55.308282Z,1615.0,C16VIHGQ,1091,Independent,English,51,Male,White,United States,United States,United States,English,No,Full-Time
6523f71dbc0825dc61bef3d1,647c65c5acb91c89819c7970,AWAITING REVIEW,2023-10-09T12:51:22.367000Z,2023-10-09T13:09:41.218000Z,,2023-10-09T13:09:41.820425Z,1099.0,C16VIHGQ,947,Independent,English,54,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523f90743e3ec0631a722ad,637b04a69794763b20491590,AWAITING REVIEW,2023-10-09T12:58:54.951000Z,2023-10-09T13:45:27.325000Z,,2023-10-09T13:45:28.399478Z,2793.0,C16VIHGQ,2112,Independent,English,57,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6523fd1646876f8f42c8a2a5,5b1c01884c72120001f20193,AWAITING REVIEW,2023-10-09T13:16:10.791000Z,2023-10-09T13:27:00.330000Z,,2023-10-09T13:27:01.287546Z,650.0,C16VIHGQ,2431,Independent,English,49,Male,Black,United States,United States,United States,English,No,Full-Time
652461aae2ecaf5d3d371fa0,634862ac6d066ec8872e4406,AWAITING REVIEW,2023-10-09T20:25:19.212000Z,2023-10-09T20:40:38.280000Z,,2023-10-09T20:40:38.923830Z,920.0,C16VIHGQ,231,Independent,English,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
652020bf638993994a763fcd,63d0af5d7dafc1dc61832e27,AWAITING REVIEW,2023-10-06T14:59:16.694000Z,2023-10-06T15:17:05.009000Z,,2023-10-06T15:17:06.728206Z,1069.0,C16VIHGQ,603,Independent,English,56,Female,White,United States,United States,United States,English,No,Part-Time
6520541cf43be6001c35b756,64e275237a4db6f6038b40f4,AWAITING REVIEW,2023-10-06T18:47:13.164000Z,2023-10-06T19:13:57.943000Z,,2023-10-06T19:14:06.958313Z,1605.0,NOCODE,65,Independent,English,48,Female,White,United States,United States,United States,English,No,Part-Time
6520568b95dd2be3d986b88a,63df41179d1e6352b228a74f,AWAITING REVIEW,2023-10-06T18:48:50.520000Z,2023-10-06T19:15:23.512000Z,,2023-10-06T19:15:26.635735Z,1593.0,NOCODE,387,Independent,English,50,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523d54a6bcef6429d591f5b,63d53aba8df6735aa2f61e80,AWAITING REVIEW,2023-10-09T10:26:22.251000Z,2023-10-09T10:51:58.445000Z,,2023-10-09T10:51:59.127362Z,1537.0,C16VIHGQ,250,Independent,English,50,Female,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523dc722b12760a5a4de410,61bb396b40db417c1a138e43,AWAITING REVIEW,2023-10-09T10:57:10.207000Z,2023-10-09T11:13:49.240000Z,,2023-10-09T11:13:49.932284Z,1000.0,C16VIHGQ,4495,Independent,English,50,Female,White,United States,United States,United States,English,No,Full-Time
6523e2605db48f18daff46fe,6174172f47b271984e0a31c6,AWAITING REVIEW,2023-10-09T11:22:44.851000Z,2023-10-09T11:33:34.775000Z,,2023-10-09T11:33:35.412856Z,650.0,C16VIHGQ,247,Independent,English,52,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523e48704e39b77913a9b8f,62d133496cf7f774b8bf98a0,AWAITING REVIEW,2023-10-09T11:31:42.129000Z,2023-10-09T11:44:43.488000Z,,2023-10-09T11:44:44.088332Z,782.0,C16VIHGQ,2405,Independent,English,49,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523e8494cbd07987f3ddbf1,5f31371991595a5ebca006cb,AWAITING REVIEW,2023-10-09T11:47:27.774000Z,2023-10-09T12:06:40.137000Z,,2023-10-09T12:06:40.830432Z,1153.0,C16VIHGQ,2092,Independent,English,48,Female,White,United States,United States,United States,English,No,Full-Time
6523ec577ca69d6bab80144f,65084b156c1877154b9c22b0,AWAITING REVIEW,2023-10-09T12:04:43.659000Z,2023-10-09T12:19:19.460000Z,,2023-10-09T12:19:21.410385Z,876.0,C16VIHGQ,116,Independent,English,50,Female,White,United States,United States,United States,English,No,Full-Time
6523efeedcee3cd545d13d26,6483b3662d98a34fa389dcd7,AWAITING REVIEW,2023-10-09T12:20:14.025000Z,2023-10-09T13:01:43.889000Z,,2023-10-09T13:01:44.675965Z,2490.0,C16VIHGQ,569,Independent,English,50,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f0965ce992233fc4029b,60fcf2039a5cdfcc26e4d063,AWAITING REVIEW,2023-10-09T12:22:51.739000Z,2023-10-09T12:39:31.948000Z,,2023-10-09T12:39:32.754414Z,1001.0,C16VIHGQ,685,Independent,English,51,Female,White,United States,United States,United States,English,No,Full-Time
6524746050e661b7a3e8f1f5,627e71af3701230cdc757652,AWAITING REVIEW,2023-10-09T21:48:09.091000Z,2023-10-09T22:14:57.170000Z,,2023-10-09T22:14:57.797864Z,1609.0,C16VIHGQ,1454,Independent,English,53,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6520251170b0a814d43b97f9,5f032c613963d04d69c9327b,AWAITING REVIEW,2023-10-06T15:17:52.553000Z,2023-10-06T16:04:51.054000Z,,2023-10-06T16:04:54.406475Z,2819.0,C16VIHGQ,2795,Republican,English,71,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523cac8a2f995f7af877af2,63bd9ac0dc52225142c5b1d4,AWAITING REVIEW,2023-10-09T09:41:32.802000Z,2023-10-09T09:53:59.561000Z,,2023-10-09T09:54:00.427315Z,747.0,NOCODE,1418,Republican,English,60,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523d2eb98f92a7790bb4d93,5c3c7913b4f22c0001a0809c,AWAITING REVIEW,2023-10-09T10:16:17.475000Z,2023-10-09T10:34:55.718000Z,,2023-10-09T10:34:56.360700Z,1119.0,C16VIHGQ,7036,Republican,English,70,Male,White,United States,United States,United States,English,No,Full-Time
6523d5d013a8c63f9a89378e,646d3710dea5554a4b83d2a2,AWAITING REVIEW,2023-10-09T10:36:34.166000Z,2023-10-09T11:15:02.102000Z,,2023-10-09T11:15:02.733375Z,2308.0,C16VIHGQ,651,Republican,"English, German, French",73,Male,White,United States,United States,United States,English,No,Part-Time
6523e7ec3461b840accddc52,5d8a64630ffb9c001746ca2c,AWAITING REVIEW,2023-10-09T11:45:54.061000Z,2023-10-09T12:13:59.147000Z,,2023-10-09T12:14:01.136465Z,1686.0,C16VIHGQ,7686,Republican,English,64,Male,Asian,United States,United States,United States,English,No,Full-Time
6523ec95a59233f2cb8d8a45,638fdf87700dd1228bade2e1,AWAITING REVIEW,2023-10-09T12:05:46.773000Z,2023-10-09T12:19:19.562000Z,,2023-10-09T12:19:20.665847Z,813.0,C16VIHGQ,2401,Republican,English,69,Male,White,United States,United States,United States,English,Yes,Full-Time
6523efe9904450c166a775b8,63cac85f8519383ef0422593,AWAITING REVIEW,2023-10-09T12:19:58.560000Z,2023-10-09T12:37:37.464000Z,,2023-10-09T12:37:38.150116Z,1059.0,C16VIHGQ,2132,Republican,English,58,Male,White,United States,United States,United States,English,No,Full-Time
6523f1545e28456bee7f184f,609a5974625e18ab158c9a3e,AWAITING REVIEW,2023-10-09T12:26:00.979000Z,2023-10-09T12:48:08.310000Z,,2023-10-09T12:48:08.959539Z,1328.0,C16VIHGQ,5625,Republican,English,62,Male,White,United States,United States,United States,English,No,Full-Time
6523f3a8c63923176bff57b5,6287a8c4a6303ff156cd0853,AWAITING REVIEW,2023-10-09T12:36:48.653000Z,2023-10-09T13:05:25.361000Z,,2023-10-09T13:05:26.924766Z,1717.0,C16VIHGQ,3220,Republican,English,59,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523f4b970b5614ae540669a,62bd1d1283b326cde10cf27a,AWAITING REVIEW,2023-10-09T12:40:35.111000Z,2023-10-09T12:59:51.724000Z,,2023-10-09T12:59:52.652916Z,1157.0,C16VIHGQ,3081,Republican,English,61,Male,White,United States,United States,United States,English,No,Full-Time
6523f5bba3cb56d9fa2e686f,62fbeca46caf4abaaf74b5f1,AWAITING REVIEW,2023-10-09T12:44:50.904000Z,2023-10-09T12:55:32.847000Z,,2023-10-09T12:55:33.450341Z,642.0,C16VIHGQ,2619,Republican,English,64,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f6ce2de98aac6724f2f0,62950797c66ad6f3715bb6e6,AWAITING REVIEW,2023-10-09T12:49:40.445000Z,2023-10-09T13:35:06.235000Z,,2023-10-09T13:35:07.035070Z,2726.0,C16VIHGQ,3073,Republican,English,58,Male,White,United States,United States,United States,English,No,Full-Time
652474f062648d4d1fa9efd0,59e62b6277860e0001512e14,AWAITING REVIEW,2023-10-09T21:47:35.334000Z,2023-10-09T22:04:14.363000Z,,2023-10-09T22:04:15.033210Z,1000.0,C16VIHGQ,5038,Republican,"English, French, Spanish",69,Male,Mixed,Cuba,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65247fcd0d148095efad8442,6365437b0637981c7666125b,AWAITING REVIEW,2023-10-09T22:39:44.052000Z,2023-10-09T23:20:05.467000Z,,2023-10-09T23:20:06.083303Z,2422.0,C16VIHGQ,1238,Republican,English,86,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65205232885ca8f445f188a9,622f847b881caa647e7ce207,AWAITING REVIEW,2023-10-06T18:30:15.267000Z,2023-10-06T18:40:27.382000Z,,2023-10-06T18:40:28.521816Z,613.0,No code was given,1071,Republican,English,67,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6523c18cef0e38567dc61558,63c06106314da889290931cd,AWAITING REVIEW,2023-10-09T09:02:11.270000Z,2023-10-09T09:34:09.835000Z,,2023-10-09T09:34:10.401562Z,1919.0,C16VIHGQ,1168,Republican,English,61,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523cc7407f9347475af0442,62c97a70d02df972bdfc2718,AWAITING REVIEW,2023-10-09T09:48:40.471000Z,2023-10-09T10:10:51.344000Z,,2023-10-09T10:10:52.211445Z,1331.0,C16VIHGQ,3050,Republican,English,62,Female,White,United States,United States,United States,English,No,Full-Time
6523d79ad837f4d83e02b9a2,5ff07b5ee7a1d23e719e421e,AWAITING REVIEW,2023-10-09T10:37:14.569000Z,2023-10-09T11:19:53.755000Z,,2023-10-09T11:19:55.763795Z,2560.0,C16VIHGQ,1668,Republican,English,68,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523e2a90d196a4b0755a2a3,62d59a066ee263bb659aa445,AWAITING REVIEW,2023-10-09T11:23:30.667000Z,2023-10-09T11:48:22.047000Z,,2023-10-09T11:48:22.651515Z,1492.0,C16VIHGQ,3499,Republican,English,69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523e6e6d374f66f1c27965e,6478e9af7d038af16d294843,AWAITING REVIEW,2023-10-09T11:41:42.601000Z,2023-10-09T12:16:05.583000Z,,2023-10-09T12:16:06.852175Z,2063.0,C16VIHGQ,1039,Republican,English,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523e70398ba277bca89455b,5e2f5b28129198070e2996db,AWAITING REVIEW,2023-10-09T11:41:55.543000Z,2023-10-09T12:22:34.617000Z,,2023-10-09T12:22:35.437675Z,2440.0,C16VIHGQ,5472,Republican,English,79,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523ec73a6404fd7523bd871,62a099bb01ad779df1971ea4,AWAITING REVIEW,2023-10-09T12:05:12.942000Z,2023-10-09T12:19:45.468000Z,,2023-10-09T12:19:46.167903Z,873.0,C16VIHGQ,2508,Republican,English,61,Female,White,United States,United States,United States,English,No,Full-Time
6523eecf9fd5cbbe503ddd84,62dc177e02f82aabb20aebc2,AWAITING REVIEW,2023-10-09T12:15:20.237000Z,2023-10-09T12:55:48.923000Z,,2023-10-09T12:55:49.537660Z,2429.0,C16VIHGQ,2579,Republican,English,63,Female,White,United States,United States,United States,English,No,Other
6523efd78a542f23c653f00f,64a20e18b0f91aac5ea9a538,AWAITING REVIEW,2023-10-09T12:19:41.754000Z,2023-10-09T12:43:26.478000Z,,2023-10-09T12:43:27.088484Z,1425.0,C16VIHGQ,983,Republican,English,58,Female,Mixed,United States,United States,United States,English,No,Full-Time
6523f162f3c5f03bcde2c5ec,5d6d26703fb106001bed4b6c,AWAITING REVIEW,2023-10-09T12:26:13.887000Z,2023-10-09T12:47:16.171000Z,,2023-10-09T12:47:16.838537Z,1263.0,C16VIHGQ,3931,Republican,English,61,Female,White,United States,United States,United States,English,No,Full-Time
6523f38b9335a640233df867,63f2261685a2effaa7a16de6,AWAITING REVIEW,2023-10-09T12:35:38.125000Z,2023-10-09T12:56:36.066000Z,,2023-10-09T12:56:36.831070Z,1258.0,C16VIHGQ,1535,Republican,English,62,Female,White,United States,United States,United States,English,No,Part-Time
652460959e51476ca7bf2f9c,5e0571b7e297d5fa932cf415,AWAITING REVIEW,2023-10-09T20:20:44.055000Z,2023-10-09T20:42:49.608000Z,,2023-10-09T20:42:50.253413Z,1326.0,C16VIHGQ,2580,Republican,English,59,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6524697a18751a7c8e264b01,60f722b3a83e22a28e18860e,AWAITING REVIEW,2023-10-09T20:58:39.068000Z,2023-10-09T21:20:58.257000Z,,2023-10-09T21:20:58.828413Z,1340.0,C16VIHGQ,2517,Republican,English,63,Female,White,United States,United States,United States,English,No,Full-Time
6523cbca1773ad2d9407c4d2,5850d667b64b9e00017cb722,AWAITING REVIEW,2023-10-09T09:45:51.354000Z,2023-10-09T10:18:16.145000Z,,2023-10-09T10:18:16.824767Z,1945.0,C16VIHGQ,3061,Democrat,English,62,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6523d6337a615e2a3bb3355b,5de197e923a5111f4fda41de,AWAITING REVIEW,2023-10-09T10:30:20.178000Z,2023-10-09T10:46:35.039000Z,,2023-10-09T10:46:35.687855Z,975.0,C16VIHGQ,2920,Democrat,English,66,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6523e600365299390f3bd73d,6412285c18716831333d53b3,AWAITING REVIEW,2023-10-09T11:37:45.792000Z,2023-10-09T12:14:14.071000Z,,2023-10-09T12:14:14.761953Z,2189.0,NOCODE,791,Democrat,English,64,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6523eb49b5a007196ab78611,646f8a859c69c3cb1d5f08c8,AWAITING REVIEW,2023-10-09T12:01:34.336000Z,2023-10-09T12:33:46.207000Z,,2023-10-09T12:33:46.878203Z,1932.0,C16VIHGQ,962,Democrat,English,59,Male,Black,United States,United States,United States,English,No,Full-Time
6523edfdc40ce77a76f8ba7b,628f700669d5f6e4e33c8d8e,AWAITING REVIEW,2023-10-09T12:11:46.782000Z,2023-10-09T12:26:59.029000Z,,2023-10-09T12:26:59.749062Z,913.0,C16VIHGQ,3099,Democrat,English,71,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6523eee09fd5cbbe503ddd89,646fea6f93d07b0354140441,AWAITING REVIEW,2023-10-09T12:15:43.638000Z,2023-10-09T12:34:18.612000Z,,2023-10-09T12:34:19.164350Z,1115.0,C16VIHGQ,1199,Democrat,English,66,Male,Black,United States,United States,United States,English,Yes,Full-Time
6523f40dc8d06dd47d4031a5,6068bf5914131f3a1a80a413,AWAITING REVIEW,2023-10-09T12:37:38.624000Z,2023-10-09T13:09:28.191000Z,,2023-10-09T13:09:28.796291Z,1910.0,C16VIHGQ,5119,Democrat,English,68,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6523f41f4ff36e54d9d94368,599ec7dc617ca80001fcd124,AWAITING REVIEW,2023-10-09T12:37:54.792000Z,2023-10-09T12:49:20.690000Z,,2023-10-09T12:49:21.234259Z,686.0,C16VIHGQ,5234,Democrat,English,61,Male,White,United States,United States,United States,English,No,Full-Time
