"Name","CD2 - vax"
"Title","Feedback on tecch policy"
"Date","October 13, 2023 at 05:50 PM (GMT)"
"Duration","70:10:54"
"Participants","300"
"Participant Limit","300"
"Total Screener Polls","10"
"Total Conversation Questions","28"


"Question ID","Question Type","Question","Responses","All(300)","Religious (172)","Not religious (128)","White (217)","Not white (83)","Under 34 (89)","33-54 (112)","55+ (99)","Support initial policy (245)","Unsure on initial policy (28)","Don't support initial policy (17)","Flipped to yes (17)","Unsure or dont support initial policy (45)","O2: Asian (16)","O2: Black (34)","O2: Hispanic (18)","O2: White (217)","O2: Mixed (12)","O2: Other (3)","O3: Male (157)","O3: Female (137)","O3: Other (5)","O3: Prefer not to say (1)","O4: Christian - Protestant (90)","O4: Christian - Catholic (49)","O4: Christian - Mormon (3)","O4: Jewish (4)","O4: Muslim (3)","O4: Hindu (2)","O4: Other (21)","O4: None - I do not identify with any religious group or faith (128)","O5: Democrat (99)","O5: Republican (86)","O5: Independant (112)","O5: Other (3)","O6: No formal education (0)","O6: Elementary school (0)","O6: Middle school (2)","O6: High school or GED (113)","O6: College / Bachelors degree (140)","O6: Masters/ PhD or equivalent (45)","O7: A lot (145)","O7: A little (153)","O7: Nothing at all (2)","O8: Almost every day (30)","O8: Once or twice a week (77)","O8: Once or twice a month (59)","O8: Only once or twice ever (71)","O8: Never (62)","O8: Do not know what an AI assistant is (1)","O9: Yes, the public should help to decide how AI assistants answer difficult questions (227)","O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions (73)","O10: More excited than concerned (73)","O10: Equally concerned and excited (138)","O10: More concerned than excited (89)"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","No concerns for this policy","Neutral","57%","55%","60%","59%","54%","57%","60%","55%","62%","30%","41%","41%","34%","44%","59%","64%","59%","55%","0%","58%","56%","60%","100%","60%","52%","67%","50%","0%","50%","47%","60%","58%","51%","63%","0%"," - "," - ","100%","58%","56%","60%","53%","61%","100%","52%","59%","58%","58%","55%","100%","57%","57%","64%","55%","55%","Not religious, O10: Equally concerned and excited, O2: White, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Democrat, O6: College / Bachelors degree, O7: A little, O8: Only once or twice ever, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Support initial policy, Under 34, White","","175c9bc5-c819-4751-af47-bf5f7893bb44"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","These are fine. ","Neutral","57%","58%","56%","58%","55%","60%","59%","54%","61%","37%","41%","41%","39%","50%","56%","64%","58%","55%","33%","59%","55%","60%","100%","60%","65%","67%","0%","33%","50%","41%","56%","56%","57%","59%","100%"," - "," - ","100%","57%","51%","76%","56%","58%","100%","52%","62%","64%","57%","50%","0%","56%","60%","69%","57%","49%","33-54, Not religious, O10: More excited than concerned, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: High school or GED, O7: A lot, O8: Once or twice a week, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Support initial policy, White","","4f6ffb2d-0f0a-4a53-8304-fb06216f1ab0"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I just think that all sources should be verified to be valid and reliable, because members of the public may not always understand what sources are reliable or not. ","Neutral","57%","63%","51%","55%","63%","61%","54%","58%","55%","78%","65%","65%","73%","44%","74%","50%","55%","64%","100%","59%","55%","60%","100%","58%","73%","67%","0%","100%","50%","59%","51%","60%","60%","53%","50%"," - "," - ","0%","63%","56%","52%","63%","52%","0%","52%","58%","60%","60%","55%","0%","58%","54%","51%","57%","64%","33-54, Not religious, O10: More excited than concerned, O2: White, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Democrat, O6: High school or GED, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, White","","3ecacc3f-5c78-4870-9be2-42659c5b8cba"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I wouldn't make any changes provided all sources are linked.","Negative","57%","51%","66%","57%","59%","64%","52%","57%","60%","44%","41%","41%","43%","63%","53%","71%","57%","64%","33%","58%","57%","60%","100%","49%","56%","33%","50%","33%","50%","47%","66%","60%","49%","62%","50%"," - "," - ","100%","51%","60%","64%","58%","56%","100%","59%","59%","51%","57%","60%","100%","58%","56%","57%","60%","54%","55+, O10: Equally concerned and excited, O2: White, O3: Female, O4: Christian - Protestant, O5: Democrat, O6: Masters/ PhD or equivalent, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","a85326ac-1e04-4af8-9c80-2813d95f17e8"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","i have no concerns about this policy","Neutral","57%","54%","61%","58%","55%","56%","58%","58%","60%","41%","41%","41%","41%","50%","59%","64%","58%","55%","0%","58%","56%","60%","100%","58%","50%","67%","50%","0%","50%","59%","61%","59%","51%","62%","50%"," - "," - ","100%","52%","60%","60%","55%","59%","100%","52%","63%","56%","54%","57%","100%","56%","62%","61%","56%","56%","33-54, Not religious, Not white, O10: Equally concerned and excited, O2: Black, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: High school or GED, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy","","cd982d13-570e-4213-9abb-43fe7dabfba4"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I think these clauses seem appropriate. Transparency is important to help put people at ease. ","Positive","57%","58%","56%","57%","58%","57%","58%","57%","59%","56%","41%","41%","50%","56%","59%","50%","57%","73%","33%","58%","56%","80%","100%","55%","69%","100%","0%","67%","50%","41%","56%","58%","57%","58%","50%"," - "," - ","50%","63%","55%","52%","55%","59%","50%","41%","59%","58%","60%","60%","0%","56%","60%","60%","55%","59%","33-54, Not religious, O10: More concerned than excited, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Democrat, O6: High school or GED, O7: A little, O8: Only once or twice ever, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, White","","0a513ac6-a383-41aa-ae38-91e82b6702fc"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","As long as the AI provides resources on where they get their information and it always let you know it is not a physician thanI would not suggest any changes.

","Neutral","57%","56%","60%","57%","59%","58%","60%","54%","56%","67%","59%","59%","64%","38%","53%","86%","57%","73%","67%","60%","56%","20%","100%","54%","60%","67%","100%","33%","0%","53%","60%","54%","54%","63%","50%"," - "," - ","50%","57%","65%","36%","58%","56%","100%","41%","59%","53%","60%","64%","100%","55%","65%","53%","60%","58%","55+, O10: More excited than concerned, O2: White, O3: Male, O4: Christian - Catholic, O5: Republican, O6: High school or GED, O7: A lot, O8: Almost every day, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, White","","f5e7466f-83ce-448e-9ff0-7d7e006b12b9"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","People should be aware going in.","Neutral","57%","61%","52%","55%","63%","52%","65%","52%","54%","78%","65%","65%","73%","50%","65%","64%","55%","64%","100%","62%","52%","60%","0%","62%","67%","33%","100%","67%","50%","35%","52%","53%","60%","59%","50%"," - "," - ","0%","66%","52%","52%","58%","57%","50%","48%","57%","56%","60%","60%","0%","56%","62%","61%","53%","59%","33-54, O10: Equally concerned and excited, O2: White, O3: Male, O4: Christian - Catholic, O5: Republican, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","51c6b863-25c4-4de7-8eaa-fd3e0e447ded"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","Fine as is","Neutral","57%","59%","55%","58%","54%","61%","59%","52%","60%","37%","41%","41%","39%","56%","47%","71%","58%","55%","33%","58%","55%","60%","100%","60%","63%","67%","0%","33%","100%","47%","55%","54%","57%","60%","100%"," - "," - ","100%","57%","52%","71%","54%","59%","100%","48%","62%","60%","55%","55%","0%","57%","56%","61%","58%","52%","33-54, O10: More excited than concerned, O2: White, O3: Male, O4: Christian - Catholic, O5: Republican, O6: High school or GED, O7: A lot, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","14ce9ed1-0694-4dd8-9ae6-799c252534ff"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I don't think I have any concerns as this policy stands right now.","Negative","57%","52%","63%","57%","55%","57%","57%","56%","60%","33%","41%","41%","36%","56%","56%","64%","57%","55%","0%","58%","54%","80%","100%","58%","46%","33%","50%","0%","50%","53%","63%","57%","49%","63%","0%"," - "," - ","100%","52%","59%","60%","54%","59%","100%","48%","59%","56%","55%","59%","100%","56%","57%","61%","57%","52%","55+, O10: More concerned than excited, O2: White, O3: Female, O4: Other, O5: Independant, O6: College / Bachelors degree, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","d175f33c-cffe-4083-90a5-850f13f4b6aa"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","If people are going to use ai for medical advice. It is necessary that it comes with caveats. I.e acknowledging its not a doctor.","Neutral","56%","56%","57%","56%","58%","56%","57%","56%","55%","63%","59%","59%","61%","50%","50%","71%","56%","64%","100%","58%","54%","40%","100%","54%","54%","67%","100%","67%","50%","59%","57%","56%","54%","60%","0%"," - "," - ","50%","56%","63%","38%","58%","55%","50%","56%","57%","51%","55%","62%","100%","55%","60%","53%","58%","56%","Not white, O10: More concerned than excited, O2: Black, O3: Male, O4: Christian - Protestant, O5: Democrat, O6: High school or GED, O7: A lot, O8: Once or twice a month, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, Under 34","","ec032533-c8d6-4bc7-945f-3804c02b0d2e"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I would make sure that users understand the actual Transparency.","Neutral","56%","59%","53%","56%","58%","56%","58%","55%","54%","78%","53%","53%","68%","44%","65%","57%","56%","55%","67%","58%","55%","60%","0%","56%","67%","67%","50%","100%","0%","47%","53%","61%","54%","53%","100%"," - "," - ","0%","57%","60%","48%","61%","52%","0%","44%","57%","64%","60%","52%","0%","58%","51%","54%","50%","67%","55+, O10: Equally concerned and excited, O2: White, O3: Female, O4: Christian - Protestant, O5: Republican, O6: College / Bachelors degree, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","c7d6d4c7-cc4f-454e-8c5b-6c736b2878ea"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I like it","Positive","56%","58%","54%","58%","51%","57%","55%","56%","59%","37%","47%","47%","41%","44%","56%","57%","58%","45%","33%","58%","52%","80%","100%","59%","63%","67%","0%","33%","50%","47%","54%","55%","54%","58%","100%"," - "," - ","100%","52%","54%","71%","55%","56%","100%","56%","59%","65%","52%","48%","0%","55%","59%","63%","55%","52%","55+, O10: More excited than concerned, O2: White, O3: Male, O4: Christian - Catholic, O5: Republican, O6: Masters/ PhD or equivalent, O7: A lot, O8: Once or twice a month, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, White","","cbffaebe-e112-4b60-8e77-980ef0fde828"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I'm not sure that an AI wouldn't be biased, but it should include, and note that it includes data from sources with varying viewpoints, as long as they're credible. ","Neutral","56%","60%","51%","54%","62%","56%","57%","55%","53%","81%","65%","65%","75%","50%","59%","57%","54%","82%","100%","58%","53%","60%","100%","55%","65%","67%","100%","100%","50%","59%","51%","57%","54%","57%","50%"," - "," - ","50%","55%","63%","38%","57%","56%","0%","52%","49%","51%","61%","67%","0%","54%","62%","51%","55%","61%","33-54, Not white, O10: More concerned than excited, O2: Mixed, O3: Female, O4: Christian - Protestant, O5: Republican, O6: High school or GED, O7: A lot, O8: Once or twice a month, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Unsure on initial policy, Unsure or dont support initial policy","","3ac2a468-061b-4e39-a1f3-dd2c86f68f05"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","That the links are not fact checked","Negative","56%","54%","58%","52%","67%","67%","50%","53%","56%","52%","59%","59%","55%","50%","68%","79%","52%","82%","33%","58%","53%","60%","100%","53%","60%","67%","50%","33%","50%","47%","58%","57%","53%","58%","50%"," - "," - ","100%","55%","59%","48%","58%","54%","100%","52%","57%","51%","58%","59%","100%","55%","59%","53%","55%","60%","55+, Not religious, O10: Equally concerned and excited, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: High school or GED, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, White","","dcba8119-d732-4182-a0d9-f10d4c971112"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I do not have concerns with that section","Neutral","56%","53%","60%","56%","56%","56%","57%","55%","60%","26%","47%","47%","34%","56%","59%","64%","56%","55%","0%","56%","54%","80%","100%","58%","52%","33%","50%","0%","50%","47%","60%","55%","51%","63%","0%"," - "," - ","100%","54%","54%","64%","54%","57%","100%","56%","58%","56%","54%","55%","100%","56%","57%","63%","56%","51%","33-54, O10: Equally concerned and excited, O2: White, O3: Female, O4: Christian - Protestant, O5: Republican, O6: Masters/ PhD or equivalent, O7: A little, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","bc45c0f3-6a3c-44f2-8c2d-6f48295425dd"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","This seems basic enough to agree with. No changes","Neutral","56%","54%","58%","58%","50%","58%","58%","51%","59%","33%","41%","41%","36%","44%","50%","64%","58%","55%","0%","57%","53%","60%","100%","59%","52%","67%","0%","0%","50%","47%","58%","55%","53%","59%","50%"," - "," - ","100%","55%","54%","62%","53%","58%","100%","52%","58%","58%","55%","52%","100%","55%","57%","61%","54%","53%","O10: More excited than concerned, O2: White, O3: Male, O4: Christian - Protestant, O5: Democrat, O6: High school or GED, O7: A lot, O8: Once or twice a month, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, Under 34, White","","0e4059ab-c7e6-4377-9546-ff92bbcb1f9b"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","That everyone who has access to the information will be transparent. ","Neutral","56%","58%","53%","58%","50%","54%","60%","53%","54%","78%","47%","47%","66%","38%","59%","50%","58%","36%","67%","60%","52%","40%","0%","54%","69%","67%","50%","67%","0%","47%","53%","55%","56%","56%","100%"," - "," - ","0%","60%","57%","45%","57%","55%","50%","44%","54%","55%","63%","57%","0%","56%","56%","54%","51%","64%","55+, Not religious, Not white, O10: Equally concerned and excited, O2: Black, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: High school or GED, O7: A lot, O8: Only once or twice ever, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy","","6d0a3891-2836-49db-8f95-02efb624a439"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","As long as ""transparent"" is truly transparent and not cloaked in science masquerading as some social justice movement, all should be fine.","Neutral","56%","60%","50%","55%","58%","51%","61%","53%","56%","52%","59%","59%","55%","50%","65%","50%","55%","55%","67%","58%","53%","60%","0%","58%","69%","100%","100%","67%","50%","35%","50%","51%","60%","57%","50%"," - "," - ","0%","65%","50%","52%","55%","56%","50%","44%","55%","64%","60%","50%","0%","54%","60%","63%","52%","55%","55+, Not religious, O10: More excited than concerned, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, White","","64407776-7400-4359-a8c6-d3dbc028e60b"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I think that AI should inform the user about safety and if they have a history of certain vaccines being unsafe that they should consult with a professional about it. I don't know sharing the ingredients are allow but that can be something to think of. AI can if there are certain ingredients harmful and they can list the ingredients.","Neutral","56%","60%","50%","54%","59%","51%","56%","59%","53%","74%","59%","59%","68%","38%","56%","64%","54%","82%","100%","58%","53%","40%","100%","55%","63%","100%","100%","100%","50%","59%","50%","57%","52%","57%","100%"," - "," - ","50%","54%","61%","43%","58%","55%","0%","48%","54%","55%","55%","64%","0%","55%","59%","56%","57%","54%","33-54, Not religious, Not white, O10: More excited than concerned, O2: Hispanic, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: College / Bachelors degree, O7: A lot, O8: Almost every day, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy","","1f5f2cff-0b2d-4377-99b6-8eeedc53f0df"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I have no concerns about this section.","Neutral","56%","51%","62%","56%","54%","55%","55%","57%","60%","33%","35%","35%","34%","50%","56%","64%","56%","55%","0%","56%","54%","60%","100%","54%","46%","33%","100%","0%","50%","53%","62%","57%","48%","62%","0%"," - "," - ","100%","51%","57%","62%","53%","58%","100%","48%","59%","55%","52%","59%","100%","55%","59%","61%","56%","51%","33-54, Not white, O10: More excited than concerned, O2: Mixed, O3: Female, O4: Christian - Protestant, O5: Republican, O6: Masters/ PhD or equivalent, O7: A lot, O8: Almost every day, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy","","e14d1198-4b25-49cf-b7f0-6e0ffcd4c665"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I don't really have any concerns regarding the transparency clause. ","Neutral","55%","52%","60%","57%","51%","60%","55%","52%","59%","33%","35%","35%","34%","44%","50%","71%","57%","55%","0%","58%","51%","60%","100%","56%","52%","33%","0%","0%","50%","47%","60%","58%","48%","60%","0%"," - "," - ","100%","55%","54%","60%","50%","59%","100%","56%","55%","60%","54%","52%","100%","56%","53%","63%","54%","51%","33-54, Not white, O10: More concerned than excited, O2: Black, O3: Female, O4: Christian - Protestant, O5: Democrat, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a month, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy","","e27772ca-e8a1-4967-98f7-8667838fb3dc"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I don't have many concerns. This is written fairly well ","Neutral","55%","51%","61%","54%","58%","56%","54%","56%","58%","37%","41%","41%","39%","69%","56%","64%","54%","55%","0%","55%","55%","60%","100%","54%","44%","33%","100%","33%","50%","53%","61%","58%","49%","59%","0%"," - "," - ","100%","49%","58%","60%","54%","56%","100%","52%","59%","51%","54%","57%","100%","55%","57%","57%","57%","51%","33-54, Not religious, O10: More concerned than excited, O2: White, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: High school or GED, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy, White","","b7315822-7d6a-4add-b324-f207bdf26864"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","Making sure that it has links to the appropriate places. It needs to look i.e. maybe the Doctor Who they go to normally or a link to the CDC would give them updated information.","Neutral","55%","58%","52%","53%","60%","58%","52%","56%","53%","74%","59%","59%","68%","50%","56%","57%","53%","82%","100%","56%","53%","60%","100%","56%","58%","67%","100%","100%","50%","53%","52%","59%","54%","54%","0%"," - "," - ","50%","56%","59%","43%","56%","55%","0%","56%","50%","53%","55%","66%","0%","56%","54%","49%","55%","61%","33-54, O10: Equally concerned and excited, O2: White, O3: Male, O4: Christian - Protestant, O5: Independant, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy, White","","5b23dac4-a47d-4452-a719-b0e5c6bec97e"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","On this one I do not see any concerns the policy clauss looks good too me.","Positive","55%","53%","59%","56%","54%","57%","56%","53%","60%","26%","41%","41%","32%","50%","56%","64%","56%","55%","0%","55%","55%","60%","100%","58%","52%","33%","0%","0%","50%","47%","59%","55%","51%","61%","0%"," - "," - ","100%","56%","52%","62%","52%","58%","100%","52%","57%","56%","55%","53%","100%","56%","51%","61%","54%","52%","33-54, O10: More concerned than excited, O2: White, O3: Male, O4: Christian - Catholic, O5: Republican, O6: High school or GED, O7: A lot, O8: Once or twice a week, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, White","","de36a3fb-31f6-4c8a-ab26-79eb6697ffc9"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","Make sure it says the info is coming from AI and isn't to be taken 100% for truth. ","Neutral","55%","58%","52%","53%","62%","55%","56%","55%","52%","81%","59%","59%","73%","50%","59%","57%","53%","82%","100%","56%","53%","60%","100%","54%","60%","67%","100%","100%","50%","59%","52%","57%","53%","55%","100%"," - "," - ","50%","55%","60%","40%","57%","55%","0%","52%","50%","51%","57%","67%","0%","55%","57%","50%","57%","58%","33-54, Not religious, O10: Equally concerned and excited, O2: White, O3: Male, O4: None - I do not identify with any religious group or faith, O5: Independant, O6: College / Bachelors degree, O7: A little, O8: Never, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Unsure on initial policy, Unsure or dont support initial policy, White","","38fb6ccb-aa6d-4baf-b6ca-3cb3d808d315"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","i  do not have much to say than that there should be a great monitory of these bot so that any mistakes could be curbed before it becomes dangerous ","Negative","55%","48%","65%","52%","62%","62%","52%","52%","55%","56%","59%","59%","57%","56%","68%","64%","52%","55%","33%","58%","51%","40%","100%","48%","50%","67%","100%","33%","0%","35%","65%","59%","51%","55%","50%"," - "," - ","100%","54%","62%","33%","57%","53%","50%","52%","54%","51%","54%","62%","100%","53%","60%","50%","57%","55%","33-54, Not white, O10: More concerned than excited, O2: Black, O3: Male, O4: Christian - Protestant, O5: Republican, O6: College / Bachelors degree, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Unsure on initial policy, Unsure or dont support initial policy","","4322125b-8665-4631-ac58-67e44a7ae64f"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","This section emphasizes important transparency principles. However, it should specify the format and accessibility of information sources and establish guidelines for ensuring the AI's communication about its limitations is consistently clear and comprehensive.","Neutral","55%","59%","49%","55%","55%","51%","55%","58%","51%","78%","71%","71%","75%","31%","62%","57%","55%","55%","100%","58%","53%","40%","0%","56%","63%","67%","100%","100%","0%","59%","49%","54%","58%","53%","100%"," - "," - ","0%","57%","59%","40%","60%","50%","0%","48%","53%","56%","60%","55%","0%","56%","51%","54%","50%","64%","33-54, Not religious, Not white, O10: Equally concerned and excited, O2: Asian, O3: Female, O4: None - I do not identify with any religious group or faith, O5: Other, O6: Masters/ PhD or equivalent, O7: A little, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Support initial policy","","59049f44-d0d9-431f-a780-3c4fdecfc3df"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","transparency is very key since that is what would make me aware of whatever is going on.","Positive","55%","57%","52%","55%","54%","54%","56%","55%","52%","81%","53%","53%","70%","44%","59%","57%","55%","55%","33%","58%","52%","60%","0%","58%","60%","67%","50%","67%","0%","47%","52%","57%","53%","54%","100%"," - "," - ","0%","56%","60%","40%","60%","50%","50%","48%","55%","60%","57%","52%","0%","56%","50%","57%","48%","64%","55+, Not white, O10: More concerned than excited, O2: Black, O3: Male, O4: Christian - Protestant, O5: Democrat, O6: College / Bachelors degree, O7: A little, O8: Never, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy","","0b734815-4880-4f1d-8d30-435f07169213"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I would also like the AI to open up to the user that he or she needs to consult the appropriate technical officer for his case for a more specialized recommendation","Neutral","55%","56%","54%","54%","56%","54%","56%","55%","53%","70%","65%","65%","68%","56%","50%","50%","54%","73%","100%","54%","55%","60%","100%","52%","58%","67%","100%","100%","0%","59%","54%","54%","53%","58%","50%"," - "," - ","50%","53%","61%","40%","56%","55%","0%","59%","51%","44%","58%","64%","100%","54%","59%","50%","57%","56%","33-54, Not white, O10: More excited than concerned, O2: Black, O3: Male, O4: Christian - Protestant, O5: Independant, O6: Masters/ PhD or equivalent, O7: A lot, O8: Once or twice a week, O9: Yes, the public should help to decide how AI assistants answer difficult questions, Religious, Support initial policy","","1adf7a3b-e696-4b20-9fb2-ee2304aba318"
"50baf0f7-d14d-42d8-b9e2-ceed040ec6d8","Ask Opinion","What concerns you about this section of policy on Transparency, and what changes would you make?","","I dont have any issues with this clause and would not make any changes.","Neutral","55%","51%","60%","56%","51%","58%","55%","51%","59%","26%","41%","41%","32%","44%","53%","64%","56%","55%","0%","56%","52%","60%","100%","56%","48%","33%","0%","0%","50%","47%","60%","57%","47%","60%","0%"," - "," - ","100%","55%","52%","60%","50%","58%","100%","52%","57%","56%","54%","52%","100%","55%","53%","61%","53%","52%","55+, O10: Equally concerned and excited, O2: White, O3: Male, O4: Christian - Protestant, O5: Republican, O6: College / Bachelors degree, O7: A lot, O8: Once or twice a week, O9: No, I doubt the public has insight useful to guide how AI Assistants answer difficult questions, Religious, Support initial policy, White","","2f54bae3-0adc-436f-bb90-615b215540cb"
