,id,subject,prompt template,comment,model,prompt,response,time
0,"(1290, (668,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",There should be officers more readily available to the county areas; ex. for domestic violence disputes.,gpt-4-0314,"Suppose a person holds the following opinion: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes."" Would they agree with this: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:02:58
527,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",We need a real bus system.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""We need a real bus system.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:02
528,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",We are loosing the city’s long established neighborhoods to multi family developments that do not fit in with the single family residences,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""We are loosing the city’s long established neighborhoods to multi family developments that do not fit in with the single family residences""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:04
529,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",We need mixed-use development in the most disadvantaged areas of BG.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""We need mixed-use development in the most disadvantaged areas of BG.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:05
530,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",The Kentucky Career Center on Chestnut is a great resource to locate employment.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""The Kentucky Career Center on Chestnut is a great resource to locate employment.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:06
531,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","City School taxes are too high , they need to budget more",gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""City School taxes are too high , they need to budget more""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:07
532,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""A fresh food grocery store to be built in Delafield and Morgantown rd areas within walking distance of residents.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:08
533,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Need new schools in Warren County to keep up with population growth, CTE is falling down, Drakes and Greenwood high are way overcrowded",gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Need new schools in Warren County to keep up with population growth, CTE is falling down, Drakes and Greenwood high are way overcrowded""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:09
534,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Require businesses to pick up litter they and their customers generate.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Require businesses to pick up litter they and their customers generate.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:10
535,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Locally owned, small businesses should get incentives and assistance -- not chains and outside investors.",gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Locally owned, small businesses should get incentives and assistance -- not chains and outside investors.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:12
536,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Individuals should be treated equally. Higher positions or who you work for should not release anyone from responsibility of their actions.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Individuals should be treated equally. Higher positions or who you work for should not release anyone from responsibility of their actions.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:12
537,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville.",gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:14
538,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",There isn’t enough here to draw young families. We need a beautification of the riverfront and a more walkable city for young professionals,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""There isn’t enough here to draw young families. We need a beautification of the riverfront and a more walkable city for young professionals""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:15
539,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Greek Life should be monitored on WKU's campus.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Greek Life should be monitored on WKU's campus.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:19
540,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",The cable “franchise” monopoly needs to change! $170 for basic cable & internet is too much!,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""The cable “franchise” monopoly needs to change! $170 for basic cable & internet is too much!""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:21
541,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Majority rule doesn't count if majority votes no to spending 6 cents per $100 to eliminate homelessness for hundreds of school children.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Majority rule doesn't count if majority votes no to spending 6 cents per $100 to eliminate homelessness for hundreds of school children.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:22
542,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","More weekend activites are needed for YOUNG Seniors, who arent yet ready for Bingo nights.",gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""More weekend activites are needed for YOUNG Seniors, who arent yet ready for Bingo nights.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:22
543,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:23
544,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",7% of Paker-Bennett &  3.7% of Bristow homeless. I will pay 6 cents per $100 income to end homelessness for school-age families via Apt. $,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""7% of Paker-Bennett &  3.7% of Bristow homeless. I will pay 6 cents per $100 income to end homelessness for school-age families via Apt. $""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:24
545,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:26
546,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Urban sprawl in Bowling Green is a major problem that has made this city less walking/bike friendly.,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Urban sprawl in Bowling Green is a major problem that has made this city less walking/bike friendly.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:27
547,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","We need to renovate the run down businesses and store fronts, instead of building new places",gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""We need to renovate the run down businesses and store fronts, instead of building new places""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:28
548,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",animal cruelty laws need to exist and be enforced,gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""animal cruelty laws need to exist and be enforced""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:29
549,"(858, (436,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Local government, for profit and non profits should work together on housing and economic equality",gpt-4-0314,"Suppose a person holds the following opinion: ""Reducing poverty will enhance the quality of life for everyone in our community regardless of status."" Would they agree with this: ""Local government, for profit and non profits should work together on housing and economic equality""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:30
550,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",There should be officers more readily available to the county areas; ex. for domestic violence disputes.,gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""There should be officers more readily available to the county areas; ex. for domestic violence disputes.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:31
551,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Hawaii outlaws billboards tokeep the landscape from being blocked I would love to see Bowling Green billboard free,gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""Hawaii outlaws billboards tokeep the landscape from being blocked I would love to see Bowling Green billboard free""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:32
552,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",We need better cable options.,gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""We need better cable options.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:33
553,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",More public transportation options--be creative,gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""More public transportation options--be creative""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-19:13:34
554,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Parking lots should be monitored to prevent illegal parking in handicap spaces.,gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""Parking lots should be monitored to prevent illegal parking in handicap spaces.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:35
555,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels.",gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:35
556,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.,gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""Human trafficking in Bowling Green needs to be investigated by the FBI before it becomes a larger problem swept under the rug.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:36
557,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",Tuckertown area needs fire protection. Currently rated Class 10 expensive insurance. Water lines are close by on Otter Gap & Tuckertown Rds.,gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""Tuckertown area needs fire protection. Currently rated Class 10 expensive insurance. Water lines are close by on Otter Gap & Tuckertown Rds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:38
558,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.","One should not be able to literally ""buy"" their way into ability to vote in an election in a locality they do not live in.  $ don't buy vote",gpt-4-0314,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""One should not be able to literally ""buy"" their way into ability to vote in an election in a locality they do not live in.  $ don't buy vote""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-19:13:39
