"Name","Collective Dialogue #2 - pretest [med]"
"Title","AI and medical advice"
"Date","August 25, 2023 at 06:56 PM (GMT)"
"Duration","06:19:36"
"Participants","53"
"Participant Limit","100"
"Total Screener Polls","10"
"Total Conversation Questions","10"


"Question ID","Question Type","Question","Responses","All(53)","O1: 18-24 (11)","O1: 25-34 (20)","O1: 33-44 (11)","O1: 45-54 (4)","O1: 55+ (7)","O2: Asian (2)","O2: Black (3)","O2: Hispanic (5)","O2: White (40)","O2: Mixed (3)","O2: Other (0)","O3: Male (28)","O3: Female (23)","O3: Other (1)","O3: Prefer not to say (1)","O4: Democrat (27)","O4: Republican (7)","O4: Independant (16)","O4: Other (3)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (25)","O5: College / Bachelors degree (26)","O5: Masters/ PhD or equivalent (2)","O6: A lot (27)","O6: A little (26)","O6: Nothing at all (0)","O7: Almost every day (5)","O7: Once or twice a week (12)","O7: Once or twice a month (14)","O7: Only once or twice ever (13)","O7: Never (9)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (12)","O8: Good for humanity (41)","O9: Mostly excited (14)","O9: Somewhat excited (9)","O9: Totally neutral (7)","O9: Somewhat concerned (14)","O9: Mostly concerned (9)","O10: Christian - Protestant (8)","O10: Christian - Catholic (10)","O10: Christian - Mormon (0)","O10: Jewish (0)","O10: Muslim (1)","O10: Hindu (0)","O10: Other (7)","O10: None - I do not identify with any religious group or faith (27)","Religious (26)","Not religious (27)","White (40)","Not white (13)","Under 34 (31)","33-54 (15)","55+ (7)","Support initial policy (42)","Unsure on initial policy (8)","Don't support initial policy (2)","unsure/don't support policy (10)"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","If the AI could take the place of a crisis hotline. They have a pretty strict script to stick to, so that part could be done by the AI instead of putting the person off to someone else, which could easily make them feel like they weren't important.","Neutral","67%","55%","65%","82%","100%","50%","50%","33%","40%","72%","100%"," - ","68%","68%","100%","0%","56%","83%","81%","67%"," - "," - "," - ","76%","56%","100%","70%","64%"," - ","40%","91%","64%","46%","89%"," - ","75%","65%","54%","89%","71%","71%","56%","71%","50%"," - "," - ","0%"," - ","86%","70%","64%","70%","72%","54%","61%","87%","50%","69%","75%","0%","60%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: White, O3: Female, O4: Democrat, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, Support initial policy, White","","8918432f-cb25-4656-9d8b-2e3b451cde43"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I agree with it 100%, but i hope the ai can always give a disclaimer in mental health conversations, saying to get help if needed.","Neutral","67%","64%","75%","55%","50%","83%","50%","67%","80%","67%","67%"," - ","54%","82%","100%","100%","70%","50%","63%","100%"," - "," - "," - ","68%","64%","100%","63%","72%"," - ","60%","73%","50%","77%","78%"," - ","75%","65%","38%","78%","86%","71%","78%","57%","80%"," - "," - ","0%"," - ","86%","63%","72%","63%","67%","69%","71%","53%","83%","64%","88%","50%","80%","O10: Christian - Protestant, O1: 25-34, O2: White, O3: Female, O4: Independant, O5: High school or GED, O6: A little, O7: Never, O8: Good for humanity, O9: Totally neutral, Religious, Support initial policy, Under 34, White","","b619c920-a74d-407b-9c4f-3c1448a9ba20"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","This seems like a good plan. ","Positive","65%","64%","55%","82%","75%","67%","50%","33%","40%","69%","100%"," - ","64%","64%","100%","100%","56%","67%","75%","100%"," - "," - "," - ","72%","56%","100%","70%","60%"," - ","20%","91%","50%","54%","100%"," - ","83%","60%","46%","78%","86%","64%","67%","71%","60%"," - "," - ","0%"," - ","86%","63%","68%","63%","69%","54%","58%","80%","67%","64%","75%","50%","70%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat excited, Support initial policy, White","","9f854c1f-bba1-4079-9945-140a5a7963e5"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I completely agree with this, the only potential issue is figuring out emergency situations and directing users to call emergency services. ","Neutral","63%","55%","75%","73%","25%","50%","50%","33%","100%","59%","100%"," - ","68%","59%","100%","0%","59%","50%","75%","67%"," - "," - "," - ","72%","52%","100%","74%","52%"," - ","60%","73%","64%","54%","67%"," - ","67%","63%","69%","56%","57%","71%","56%","86%","70%"," - "," - ","0%"," - ","86%","52%","76%","52%","59%","77%","68%","60%","50%","62%","75%","50%","70%","Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 18-24, O2: Asian, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Once or twice a week, O8: Bad for humanity, O9: Somewhat concerned, Support initial policy, Under 34","","f049ef09-f4f1-40e4-ac34-7c2d67662cb7"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Empathy and kindness responses are good. However, maybe the AI can directly contact a counselor to follow up with the conversation.","Neutral","63%","55%","70%","64%","50%","67%","0%","33%","100%","62%","100%"," - ","54%","73%","100%","100%","59%","33%","75%","100%"," - "," - "," - ","68%","56%","100%","70%","56%"," - ","60%","64%","64%","62%","67%"," - ","58%","65%","69%","44%","71%","64%","67%","86%","60%"," - "," - ","0%"," - ","86%","56%","72%","56%","62%","69%","65%","60%","67%","67%","50%","50%","50%","55+, Not religious, O10: None - I do not identify with any religious group or faith, O1: 55+, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Somewhat concerned, Unsure on initial policy, White, unsure/don't support policy","","39ce80a6-72ba-49d5-83d0-94a5af4facf0"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I would just be concerned about how an AI would respond correctly when confronted with a high stakes interaction with a very emotional person, as it is a computer at the end of the day and could end up writing something triggering.","Neutral","63%","55%","65%","82%","50%","50%","50%","67%","40%","64%","100%"," - ","57%","68%","100%","100%","56%","67%","69%","100%"," - "," - "," - ","68%","56%","100%","67%","60%"," - ","40%","82%","50%","46%","100%"," - ","83%","58%","46%","78%","71%","64%","67%","57%","50%"," - "," - ","0%"," - ","86%","67%","60%","67%","64%","62%","61%","73%","50%","64%","63%","50%","60%","Not white, O10: Christian - Catholic, O1: 25-34, O2: Mixed, O3: Male, O4: Independant, O5: High school or GED, O6: A little, O7: Once or twice a week, O8: Bad for humanity, O9: Somewhat excited, Religious, Support initial policy, Under 34","","b1ba9014-50a5-4ad8-a454-9a175208019f"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","again, I'm not sure. im wary of a one size fits all answer. ","Neutral","62%","64%","70%","55%","75%","33%","50%","33%","80%","62%","67%"," - ","57%","64%","100%","100%","63%","33%","63%","100%"," - "," - "," - ","56%","64%","100%","59%","64%"," - ","40%","82%","43%","62%","78%"," - ","75%","58%","46%","67%","71%","64%","67%","29%","60%"," - "," - ","0%"," - ","86%","67%","56%","67%","62%","62%","68%","60%","33%","64%","50%","50%","50%","33-54, O10: Christian - Catholic, O1: 33-44, O2: White, O3: Female, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Never, O8: Bad for humanity, O9: Mostly concerned, Religious, Unsure on initial policy, White, unsure/don't support policy","","7d6ee724-5193-48c7-bb32-b91365c3a157"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I would add a clause that says if the user makes repeated suicidal threats that they will contact the authorities.","Negative","62%","64%","55%","64%","75%","67%","100%","33%","60%","62%","67%"," - ","61%","64%","100%","0%","59%","100%","56%","33%"," - "," - "," - ","76%","44%","100%","74%","48%"," - ","60%","82%","57%","54%","56%"," - ","75%","58%","62%","78%","43%","64%","56%","43%","60%"," - "," - ","100%"," - ","71%","63%","60%","63%","62%","62%","58%","67%","67%","60%","75%","50%","70%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Somewhat excited, Support initial policy, Under 34, White","","3b5e1567-44c3-445a-b6c9-902bebe55a8c"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","What condition would the AI consider fatal and how would the AI know that if the user hasn't been to the doctor about their problem yet. Will AI make sure that a counselor or social worker will contact them to help them. Or will they only suggest that the user calls for help. What happens if the user commits suicide and never calls for help from a real person. ","Neutral","62%","73%","50%","64%","50%","83%","0%","33%","40%","67%","100%"," - ","46%","77%","100%","100%","63%","33%","63%","100%"," - "," - "," - ","60%","60%","100%","52%","72%"," - ","40%","82%","43%","62%","78%"," - ","67%","60%","31%","78%","71%","64%","78%","71%","40%"," - "," - ","0%"," - ","57%","70%","52%","70%","67%","46%","58%","60%","83%","62%","63%","50%","60%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Female, O4: Republican, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat excited, Support initial policy, White","","01bc6c38-814b-42a1-b291-2570bfaacc4e"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","During high peaks of depressive stress it isn't helpful to only be given a list of phone numbers to call, especially if you didn't ask for it. Being able to engage in therapeutic conversation would benefit someone greatly in those moments. ","Neutral","60%","73%","45%","82%","75%","33%","100%","100%","40%","59%","33%"," - ","57%","64%","0%","100%","63%","100%","38%","67%"," - "," - "," - ","56%","64%","50%","67%","52%"," - ","60%","73%","43%","62%","67%"," - ","75%","55%","62%","67%","43%","57%","67%","29%","50%"," - "," - ","100%"," - ","71%","67%","52%","67%","59%","62%","55%","80%","33%","60%","50%","100%","60%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Female, O4: Democrat, O5: High school or GED, O6: A little, O7: Only once or twice ever, O8: Bad for humanity, O9: Somewhat concerned, Support initial policy, White","","7146adef-de98-459e-b87f-ff9f0c66c115"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I agree with these policies. I am concerned that AI would pull up negative information about suicide - for instance, if someone asked AI how to commit suicide. ","Neutral","60%","64%","50%","64%","75%","67%","0%","33%","40%","64%","100%"," - ","46%","73%","100%","100%","56%","50%","63%","100%"," - "," - "," - ","60%","56%","100%","52%","68%"," - ","40%","73%","50%","54%","78%"," - ","67%","58%","31%","78%","71%","64%","67%","86%","40%"," - "," - ","0%"," - ","57%","63%","56%","63%","64%","46%","55%","67%","67%","60%","63%","50%","60%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Female, O4: Democrat, O5: Masters/ PhD or equivalent, O6: A lot, O7: Once or twice a month, O8: Bad for humanity, O9: Mostly concerned, Support initial policy, Under 34, White","","6a968bc0-f248-4748-b238-b28297d27172"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Concerned that the Ai might provide an insensitive answer that could make the suicidal person worse.","Negative","60%","64%","50%","55%","100%","67%","50%","33%","60%","62%","67%"," - ","46%","73%","100%","100%","59%","33%","63%","100%"," - "," - "," - ","64%","52%","100%","63%","56%"," - ","40%","82%","43%","62%","67%"," - ","75%","55%","38%","67%","71%","57%","78%","57%","40%"," - "," - ","0%"," - ","71%","67%","52%","67%","62%","54%","55%","67%","67%","60%","63%","50%","60%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Male, O4: Other, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Bad for humanity, O9: Mostly concerned, Support initial policy, White","","bf586209-c8c0-4c2f-83e3-8d20ede69000"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","It is good, prioritize getting people the resources they need","Positive","58%","36%","55%","82%","50%","67%","100%","0%","60%","59%","67%"," - ","64%","50%","100%","0%","44%","67%","75%","67%"," - "," - "," - ","68%","44%","100%","63%","52%"," - ","40%","64%","64%","46%","67%"," - ","50%","60%","69%","44%","43%","71%","44%","86%","80%"," - "," - ","100%"," - ","43%","44%","72%","44%","59%","54%","48%","73%","67%","64%","38%","0%","30%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 18-24, O2: White, O3: Male, O4: Independant, O5: High school or GED, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat excited, Support initial policy, Under 34, White","","42e7d5c3-080b-4b24-81eb-6d348c2a3411"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I am concerned that the AI wouldn't give insight to a person who might very well actually die without being told that they might indeed be at risk of dying. A ton of people wouldn't bother going to the doctor or medical center unless they know they might be about to die, so I think the AI should be open to discussing that with people, and it should be able to tell a person this.","Negative","56%","55%","45%","55%","75%","83%","0%","33%","40%","59%","100%"," - ","39%","73%","100%","100%","56%","33%","56%","100%"," - "," - "," - ","56%","52%","100%","48%","64%"," - ","40%","64%","36%","62%","78%"," - ","67%","53%","31%","56%","71%","57%","78%","86%","40%"," - "," - ","0%"," - ","57%","56%","56%","56%","59%","46%","48%","60%","83%","55%","63%","50%","60%","Don't support initial policy, O10: Other, O1: 25-34, O2: White, O3: Female, O4: Democrat, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, Religious, Under 34, White, unsure/don't support policy","","20abb93c-e715-486c-9249-49bbfa0e258e"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I don't think an AI chatbot should be acting like it has emotions, and so I don't think kindness and empathy are appropriate as it misleads the person. This person is unstable so this ""white lie"" could have a multitude of unforeseen effects.","Negative","54%","64%","50%","64%","50%","33%","50%","33%","60%","51%","100%"," - ","50%","59%","0%","100%","56%","17%","63%","67%"," - "," - "," - ","48%","56%","100%","48%","60%"," - ","40%","73%","43%","46%","67%"," - ","67%","50%","38%","78%","71%","50%","44%","43%","50%"," - "," - ","0%"," - ","57%","59%","48%","59%","51%","62%","55%","60%","33%","57%","38%","50%","40%","O10: Other, O1: 25-34, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Totally neutral, Religious, Under 34, Unsure on initial policy, White, unsure/don't support policy","","01236038-3474-406a-ab1f-f1dc80f277f2"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","If I need help fast I want to know someone is going to help me.","Neutral","54%","36%","60%","73%","50%","33%","50%","33%","20%","56%","100%"," - ","57%","50%","100%","0%","44%","67%","69%","33%"," - "," - "," - ","76%","28%","100%","70%","36%"," - ","40%","64%","64%","31%","67%"," - ","58%","53%","62%","56%","57%","50%","44%","86%","50%"," - "," - ","0%"," - ","71%","44%","64%","44%","56%","46%","52%","67%","33%","52%","63%","50%","60%","55+, O10: Christian - Catholic, O1: 55+, O2: White, O3: Male, O4: Democrat, O5: High school or GED, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Totally neutral, Religious, Unsure on initial policy, White, unsure/don't support policy","","b432177b-2496-4d65-b60e-d96071ac7855"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","This is a tough one. I think it sounds good for the most part.","Neutral","54%","64%","40%","64%","75%","50%","50%","0%","60%","54%","100%"," - ","57%","55%","0%","0%","59%","33%","56%","33%"," - "," - "," - ","56%","52%","50%","56%","52%"," - ","40%","73%","50%","54%","44%"," - ","50%","55%","62%","67%","57%","57%","22%","57%","40%"," - "," - ","0%"," - ","57%","59%","48%","59%","54%","54%","48%","67%","50%","60%","38%","0%","30%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: White, O3: Male, O4: Independant, O5: High school or GED, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat concerned, Unsure on initial policy, White, unsure/don't support policy","","fe7f5e16-53ad-47da-acf9-ad6452126bc8"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I like that it provided contact information for relevant crisis hotlines but my concerns is how the AI will determine whether it is a fatal situation.","Neutral","52%","36%","50%","73%","50%","50%","0%","0%","40%","56%","100%"," - ","57%","45%","100%","0%","48%","33%","63%","67%"," - "," - "," - ","56%","44%","100%","59%","44%"," - ","20%","73%","64%","38%","44%"," - ","42%","55%","54%","56%","57%","57%","33%","43%","40%"," - "," - ","0%"," - ","86%","52%","52%","52%","56%","38%","45%","67%","50%","55%","50%","0%","40%","Not white, O10: Christian - Catholic, O1: 25-34, O2: Hispanic, O3: Female, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Mostly excited, Religious, Support initial policy, Under 34","","0ec117de-713a-4060-85a0-ea49875bceb0"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Fatal and dying conditions shouldn't be skipped by the AI unless the AI knows emergency services are currently at the scene. Sometimes things are so urgent that people cannot wait.","Negative","50%","55%","50%","36%","75%","50%","50%","33%","60%","49%","67%"," - ","46%","50%","100%","100%","41%","67%","50%","100%"," - "," - "," - ","52%","48%","50%","52%","48%"," - ","40%","64%","50%","38%","56%"," - ","50%","50%","31%","56%","71%","50%","56%","71%","50%"," - "," - ","100%"," - ","43%","44%","56%","44%","49%","54%","52%","47%","50%","52%","38%","50%","40%","O10: Other, O1: 25-34, O2: White, O3: Male, O4: Republican, O5: High school or GED, O6: A lot, O7: Never, O8: Good for humanity, O9: Mostly excited, Religious, Support initial policy, Under 34, White","","1047e812-2ef9-403b-acaa-f0557940c10a"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I am concerned with the information related to contacting a helpline as that may lead to more distress

","Negative","48%","36%","55%","64%","25%","33%","0%","67%","40%","51%","33%"," - ","57%","41%","0%","0%","56%","33%","44%","33%"," - "," - "," - ","44%","52%","50%","48%","48%"," - ","60%","27%","57%","54%","44%"," - ","33%","53%","69%","44%","43%","43%","33%","29%","50%"," - "," - ","0%"," - ","71%","48%","48%","48%","51%","38%","48%","53%","33%","50%","38%","50%","40%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 18-24, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat excited, Support initial policy, Under 34, White","","7c96faf6-418e-4dfc-90e9-7155a9593863"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","people may not like the fact that it's not a real person caring about them","Negative","46%","73%","35%","45%","50%","33%","100%","100%","60%","38%","33%"," - ","46%","45%","0%","100%","48%","67%","38%","33%"," - "," - "," - ","32%","64%","0%","44%","48%"," - ","20%","55%","43%","54%","44%"," - ","67%","40%","38%","56%","43%","36%","67%","29%","40%"," - "," - ","100%"," - ","29%","56%","36%","56%","38%","69%","48%","47%","33%","43%","63%","50%","60%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 18-24, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Never, O8: Good for humanity, O9: Somewhat excited, Support initial policy, Under 34, White","","ab0de4da-5ac5-4ddc-9ddc-f475a5193517"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","It should give you actual answers. Using generative ai for answers is what I would like. Not just regulations after regulations. ","Neutral","42%","36%","55%","18%","25%","67%","50%","0%","60%","41%","67%"," - ","46%","36%","100%","0%","37%","17%","63%","33%"," - "," - "," - ","44%","40%","50%","37%","48%"," - ","60%","27%","57%","38%","33%"," - ","25%","48%","46%","33%","57%","43%","33%","71%","50%"," - "," - ","100%"," - ","29%","33%","52%","33%","41%","46%","48%","20%","67%","43%","50%","0%","40%","Not white, O10: Muslim, O1: 18-24, O2: Asian, O3: Male, O4: Republican, O5: College / Bachelors degree, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, Religious, Support initial policy, Under 34","","de6de30e-d021-4e0c-a076-7b2ef42b6a83"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Nothing","Neutral","40%","64%","30%","18%","75%","50%","50%","33%","40%","41%","33%"," - ","29%","50%","100%","100%","52%","50%","13%","67%"," - "," - "," - ","32%","52%","0%","33%","48%"," - ","40%","27%","36%","54%","44%"," - ","33%","43%","31%","44%","43%","36%","56%","29%","30%"," - "," - ","100%"," - ","29%","48%","32%","48%","41%","38%","42%","33%","50%","40%","38%","50%","40%","55+, O10: Christian - Protestant, O1: 55+, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Almost every day, O8: Good for humanity, O9: Somewhat concerned, Religious, Support initial policy, White","","e6798076-ab4e-45f2-ae98-a13eefc91698"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Its perfect.","Positive","40%","55%","30%","36%","75%","33%","0%","33%","40%","38%","100%"," - ","36%","45%","0%","100%","44%","17%","44%","33%"," - "," - "," - ","36%","40%","100%","33%","48%"," - ","40%","45%","43%","31%","44%"," - ","42%","40%","31%","44%","57%","43%","33%","29%","40%"," - "," - ","0%"," - ","29%","48%","32%","48%","38%","46%","39%","47%","33%","38%","50%","50%","50%","Not white, O10: Other, O1: 25-34, O2: Hispanic, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Mostly excited, Religious, Support initial policy, Under 34","","e48fc71d-0d36-410a-b64b-fabae80ae3cb"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","What if the person really is dying?","Neutral","38%","55%","25%","27%","100%","33%","0%","33%","40%","41%","33%"," - ","32%","41%","100%","100%","37%","33%","38%","67%"," - "," - "," - ","36%","44%","0%","37%","40%"," - ","40%","45%","29%","38%","44%"," - ","33%","40%","31%","44%","57%","21%","56%","29%","20%"," - "," - ","0%"," - ","43%","48%","28%","48%","41%","31%","35%","47%","33%","33%","63%","50%","60%","55+, Not religious, O10: None - I do not identify with any religious group or faith, O1: 55+, O2: White, O3: Female, O4: Democrat, O5: High school or GED, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat concerned, Support initial policy, White","","6b655633-dd19-464d-b136-3965f596f0b7"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I think this section is good as is, except for minor spelling errors like ""situtions"".","Neutral","37%","55%","25%","27%","50%","50%","50%","0%","60%","33%","67%"," - ","36%","36%","100%","0%","41%","33%","31%","33%"," - "," - "," - ","28%","48%","0%","26%","48%"," - ","60%","18%","50%","31%","33%"," - ","17%","43%","38%","22%","57%","43%","22%","43%","30%"," - "," - ","100%"," - ","29%","37%","36%","37%","33%","46%","35%","33%","50%","38%","38%","0%","30%","Not white, O10: Christian - Catholic, O1: 25-34, O2: Hispanic, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Only once or twice ever, O8: Good for humanity, O9: Somewhat concerned, Religious, Support initial policy, Under 34","","204f011b-3c42-4ffc-a299-4f3fa894ee91"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Nothing. Sounds good to me. ","Neutral","37%","45%","25%","45%","50%","33%","0%","33%","40%","33%","100%"," - ","36%","36%","0%","100%","37%","17%","44%","33%"," - "," - "," - ","28%","48%","0%","30%","44%"," - ","40%","45%","36%","23%","44%"," - ","33%","38%","31%","56%","57%","29%","22%","29%","40%"," - "," - ","0%"," - ","29%","41%","32%","41%","33%","46%","32%","47%","33%","36%","38%","50%","40%","O10: Christian - Catholic, O1: 25-34, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Totally neutral, Religious, Support initial policy, Under 34, White","","50d28166-1d9c-42a8-881f-8f23184cef17"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I think they should just try to support and use kind words.  ","Neutral","37%","36%","35%","45%","25%","33%","0%","0%","40%","41%","33%"," - ","46%","27%","0%","0%","37%","17%","50%","0%"," - "," - "," - ","32%","44%","0%","33%","40%"," - ","40%","36%","57%","15%","33%"," - ","25%","40%","54%","44%","43%","29%","11%","29%","30%"," - "," - ","0%"," - ","29%","44%","28%","44%","41%","23%","35%","40%","33%","40%","25%","0%","20%","55+, O10: Christian - Protestant, O1: 55+, O2: White, O3: Female, O4: Democrat, O5: High school or GED, O6: A lot, O7: Only once or twice ever, O8: Good for humanity, O9: Somewhat concerned, Religious, Support initial policy, White","","43f34d73-0d25-4bed-a2f6-7f29c19c65da"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I think tihs is good how it is and I would not make changes.","Neutral","33%","27%","30%","45%","25%","33%","0%","0%","60%","33%","33%"," - ","43%","23%","0%","0%","30%","0%","56%","0%"," - "," - "," - ","20%","48%","0%","26%","40%"," - ","20%","27%","57%","23%","22%"," - ","0%","43%","46%","44%","29%","29%","11%","29%","40%"," - "," - ","0%"," - ","14%","37%","28%","37%","33%","31%","29%","40%","33%","36%","25%","0%","20%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Once or twice a week, O8: Good for humanity, O9: Mostly excited, Support initial policy, Under 34, White","","93fbe207-4f7f-4a47-a52c-36844cf7e624"
"1655cbd7-9ee6-4d0a-867b-059dd20b563d","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Only concern here is that suicidal is spelled wrong.","Neutral","33%","45%","25%","27%","50%","33%","50%","33%","0%","36%","33%"," - ","36%","27%","0%","100%","33%","50%","25%","33%"," - "," - "," - ","24%","44%","0%","33%","32%"," - ","60%","27%","36%","23%","33%"," - ","25%","35%","31%","44%","43%","29%","22%","29%","10%"," - "," - ","100%"," - ","29%","41%","24%","41%","36%","23%","32%","33%","33%","29%","38%","100%","50%","O10: Christian - Catholic, O1: 25-34, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Somewhat concerned, Religious, Support initial policy, Under 34, White","","0fef2aa0-6688-461e-a0a8-e404b97bddb9"
