,id,prompt_type,prompt template,model,subject,agent_opinion_list,prompt,response,full_response,time,query_type,l,comment,excluded_comments_list
39,215.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:43,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
40,85.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:45,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
41,33.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg."" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,DISAGREE,2023-09-13-10:51:46,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
42,14.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Good move. Will boost econy here"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Good move. Will boost econy here"" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:48,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
43,55.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Something needs to be done to address income inequality and this is a good if imperfect start"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Something needs to be done to address income inequality and this is a good if imperfect start"" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:49,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
44,92.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- One step towards a world where a basic minimum income will be the way developed nations must function as the need for human workers collapses vs populace that ""needs a job."""" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- One step towards a world where a basic minimum income will be the way developed nations must function as the need for human workers collapses vs populace that ""needs a job."""" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:50,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
45,56.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- This is something that will impact SMB who cannot afford paying 15$/hour wage"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- This is something that will impact SMB who cannot afford paying 15$/hour wage"" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:51,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
46,52.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- It's so high that it will definitely cost some needy people their jobs."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- It's so high that it will definitely cost some needy people their jobs."" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:52,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
47,63.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- This is cool! I say hike it up to $20"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- This is cool! I say hike it up to $20"" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:54,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
48,6.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- This will cause small businesses to go out of business."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- This will cause small businesses to go out of business."" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:55,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
49,47.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- I agree. The small business will need to make poverty fashionable"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- I agree. The small business will need to make poverty fashionable"" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:56,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
50,12.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- $15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- $15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair."" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:57,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
51,110.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Guaranteed minimum income! Remove all the specific programs!"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Guaranteed minimum income! Remove all the specific programs!"" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:58,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
52,28.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it?"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it?"" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:51:59,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
53,15.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing."" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:52:00,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
54,96.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear."" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,DISAGREE,2023-09-13-10:52:01,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
55,5989.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- the minimum wage should $25 per hour"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- the minimum wage should $25 per hour"" Would they agree with this: ""Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:52:02,query2,,"Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.",
56,0.0,basic_more_specific,"Below is a list of people with various opinions on a topic. Write a single specific statement that the most possible people would agree with. The statement you generate should represent a specific viewpoint on the topic. Is is OK if not everybody agrees with your statement, so long as the most possible people do. Also important is that your statement is not close to anything in the list of forbidden statements (given below). Now, here is the list of people and their opinions:
{agent_opinion_list}
And here is the list of forbidden statements:
{excluded_comments_list}
Now write your statement, carefully following all previous instructions.",gpt-4-0314,basic_more_specific,"- Person who believes the following 1 things: (1) Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge. 
- Person who believes the following 1 things: (1) It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers. 
- Person who believes the following 1 things: (1) Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg. 
- Person who believes the following 1 things: (1) Good move. Will boost econy here 
- Person who believes the following 1 things: (1) Something needs to be done to address income inequality and this is a good if imperfect start 
- Person who believes the following 1 things: (1) One step towards a world where a basic minimum income will be the way developed nations must function as the need for human workers collapses vs populace that ""needs a job."" 
- Person who believes the following 1 things: (1) This is something that will impact SMB who cannot afford paying 15$/hour wage 
- Person who believes the following 1 things: (1) It's so high that it will definitely cost some needy people their jobs. 
- Person who believes the following 1 things: (1) This is cool! I say hike it up to $20 
- Person who believes the following 1 things: (1) This will cause small businesses to go out of business. 
- Person who believes the following 1 things: (1) I agree. The small business will need to make poverty fashionable 
- Person who believes the following 1 things: (1) $15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair. 
- Person who believes the following 1 things: (1) Guaranteed minimum income! Remove all the specific programs! 
- Person who believes the following 1 things: (1) It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it? 
- Person who believes the following 1 things: (1) Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing. 
- Person who believes the following 1 things: (1) Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear. 
- Person who believes the following 1 things: (1) the minimum wage should $25 per hour ","Below is a list of people with various opinions on a topic. Write a single specific statement that the most possible people would agree with. The statement you generate should represent a specific viewpoint on the topic. Is is OK if not everybody agrees with your statement, so long as the most possible people do. Also important is that your statement is not close to anything in the list of forbidden statements (given below). Now, here is the list of people and their opinions:
- Person who believes the following 1 things: (1) Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge. 
- Person who believes the following 1 things: (1) It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers. 
- Person who believes the following 1 things: (1) Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg. 
- Person who believes the following 1 things: (1) Good move. Will boost econy here 
- Person who believes the following 1 things: (1) Something needs to be done to address income inequality and this is a good if imperfect start 
- Person who believes the following 1 things: (1) One step towards a world where a basic minimum income will be the way developed nations must function as the need for human workers collapses vs populace that ""needs a job."" 
- Person who believes the following 1 things: (1) This is something that will impact SMB who cannot afford paying 15$/hour wage 
- Person who believes the following 1 things: (1) It's so high that it will definitely cost some needy people their jobs. 
- Person who believes the following 1 things: (1) This is cool! I say hike it up to $20 
- Person who believes the following 1 things: (1) This will cause small businesses to go out of business. 
- Person who believes the following 1 things: (1) I agree. The small business will need to make poverty fashionable 
- Person who believes the following 1 things: (1) $15 min wage will lead to inflation. Higher income population is penalized for this reason and therefore I don't think it is fair. 
- Person who believes the following 1 things: (1) Guaranteed minimum income! Remove all the specific programs! 
- Person who believes the following 1 things: (1) It's possible benefits may be cut in exchange for higher wages, along with other benefits. Worth it? 
- Person who believes the following 1 things: (1) Minimum wage will not just lead to robots. Minimum wage will lead to unionized robots. And that's a good thing. 
- Person who believes the following 1 things: (1) Higher wages makes it super hard for small businesses to survive.  In effect, mom and pop coffee shops with disappear. 
- Person who believes the following 1 things: (1) the minimum wage should $25 per hour 
And here is the list of forbidden statements:
- Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority.
Now write your statement, carefully following all previous instructions.","Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.","Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.",2023-09-13-10:52:12,query1_prime,3.0,,"- Addressing income inequality is important, and finding a fair and effective solution to ensure workers earn a livable wage, while considering the potential impacts on small businesses and technology adoption, should be a priority."
57,215.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Businesses, small or large, shouldn't be able to pay workers anything below a livable wage. Why should we subsidize businesses that depend on inadequate wages? If a business's product is good, then this shouldn't be a challenge."" Would they agree with this: ""Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:52:13,query2,,"Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.",
58,85.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- It's just going to speed up the adoption of robotics in industries with unskilled or low-skilled workers."" Would they agree with this: ""Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:52:14,query2,,"Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.",
59,33.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Reactionary liberal trash. Doesn't solve the problem. It's a systemic problem and this solution is like a band aid on a broken leg."" Would they agree with this: ""Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,DISAGREE,2023-09-13-10:52:16,query2,,"Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.",
60,14.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Good move. Will boost econy here"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Good move. Will boost econy here"" Would they agree with this: ""Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:52:18,query2,,"Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.",
61,55.0,agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinions: ""- Something needs to be done to address income inequality and this is a good if imperfect start"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",gpt-4-0314,agree_disagree_best_guess_less_agree,,"Suppose a person holds the following opinions: ""- Something needs to be done to address income inequality and this is a good if imperfect start"" Would they agree with this: ""Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,AGREE,2023-09-13-10:52:20,query2,,"Efforts to address income inequality should consider both the opportunities and risks associated with higher minimum wages, including the potential effects on small businesses, technology adoption, and overall economic well-being, in order to strike a balance that benefits the majority.",
