,id,subject,prompt template,agent_opinion_list,prompt,response,time,full_response,STEP 1,STEP 2,STEP 3,STEP 4,model,query1_size,agent_id_sample,query1_response,comment,agent_comment
352,"(345, (238,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Graves Gilbert Clinic has developed a monopoly on healthcare in Warren County and has driven away many skilled providers, decreasing choice."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Graves Gilbert Clinic has developed a monopoly on healthcare in Warren County and has driven away many skilled providers, decreasing choice."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:43,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","Graves Gilbert Clinic has developed a monopoly on healthcare in Warren County and has driven away many skilled providers, decreasing choice."
353,"(980, (478,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Complete the ky. 185 restructuring project."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Complete the ky. 185 restructuring project."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:44,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Complete the ky. 185 restructuring project.
354,"(1033, (520,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Tuckertown area needs fire protection. Currently rated Class 10 expensive insurance. Water lines are close by on Otter Gap & Tuckertown Rds."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Tuckertown area needs fire protection. Currently rated Class 10 expensive insurance. Water lines are close by on Otter Gap & Tuckertown Rds."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:46,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Tuckertown area needs fire protection. Currently rated Class 10 expensive insurance. Water lines are close by on Otter Gap & Tuckertown Rds.
355,"(146, (107,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""We are loosing the city’s long established neighborhoods to multi family developments that do not fit in with the single family residences"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""We are loosing the city’s long established neighborhoods to multi family developments that do not fit in with the single family residences"" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:47,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",We are loosing the city’s long established neighborhoods to multi family developments that do not fit in with the single family residences
356,"(1371, (718,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:48,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",A way to improve Bowling Green and the surrounding areas is to improve traffic flow & circulation by limiting the number of traffic lights.
357,"(1111, (573,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""The cable “franchise” monopoly needs to change! $170 for basic cable & internet is too much!"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""The cable “franchise” monopoly needs to change! $170 for basic cable & internet is too much!"" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:49,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",The cable “franchise” monopoly needs to change! $170 for basic cable & internet is too much!
358,"(1123, (583,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""animal cruelty laws need to exist and be enforced"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""animal cruelty laws need to exist and be enforced"" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-21:58:51,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",animal cruelty laws need to exist and be enforced
359,"(1560, (820,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Locally owned, small businesses should get incentives and assistance -- not chains and outside investors."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Locally owned, small businesses should get incentives and assistance -- not chains and outside investors."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:52,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","Locally owned, small businesses should get incentives and assistance -- not chains and outside investors."
360,"(326, (476,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:53,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","We have an estimated 125,000 people but we still don't have a hospital that is trauma center and have to ship everyone to TN or Louisville."
361,"(493, (322,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""WKU should consider building a parking structure at the Chestnut St lot."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:54,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",WKU should consider building a parking structure at the Chestnut St lot.
362,"(1001, (495,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""We need better cable options."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""We need better cable options."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-21:58:55,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",We need better cable options.
363,"(54, (61,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Individuals should be treated equally. Higher positions or who you work for should not release anyone from responsibility of their actions."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Individuals should be treated equally. Higher positions or who you work for should not release anyone from responsibility of their actions."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:56,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Individuals should be treated equally. Higher positions or who you work for should not release anyone from responsibility of their actions.
364,"(1043, (524,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Urban sprawl in Bowling Green is a major problem that has made this city less walking/bike friendly."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Urban sprawl in Bowling Green is a major problem that has made this city less walking/bike friendly."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:57,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Urban sprawl in Bowling Green is a major problem that has made this city less walking/bike friendly.
365,"(96, (77,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Bring a discount grocer to the downtown area."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Bring a discount grocer to the downtown area."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:58,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Bring a discount grocer to the downtown area.
366,"(1459, (731,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""We need to renovate the run down businesses and store fronts, instead of building new places"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""We need to renovate the run down businesses and store fronts, instead of building new places"" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:58:59,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","We need to renovate the run down businesses and store fronts, instead of building new places"
367,"(6, (42,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-21:59:01,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","If the state cannot provide good retirement benefits to KRS employees, the county/city should supplement the retirement with a 401k."
368,"(161, (113,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City/County schools should have a minimum one year classroom for immigrant and refugee students so they can learn english, culture and laws"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""City/County schools should have a minimum one year classroom for immigrant and refugee students so they can learn english, culture and laws"" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:59:01,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","City/County schools should have a minimum one year classroom for immigrant and refugee students so they can learn english, culture and laws"
369,"(277, (453,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Plan for people, not cars. Walking should be enjoyable, not a hazard."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Plan for people, not cars. Walking should be enjoyable, not a hazard."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:59:03,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","Plan for people, not cars. Walking should be enjoyable, not a hazard."
370,"(581, (361,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""City School taxes are too high , they need to budget more"" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-21:59:04,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","City School taxes are too high , they need to budget more"
371,"(36, (137,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Majority rule doesn't count if majority votes no to spending 6 cents per $100 to eliminate homelessness for hundreds of school children."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Majority rule doesn't count if majority votes no to spending 6 cents per $100 to eliminate homelessness for hundreds of school children."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",DISAGREE,2023-08-14-21:59:05,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Majority rule doesn't count if majority votes no to spending 6 cents per $100 to eliminate homelessness for hundreds of school children.
372,"(393, (263,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Post-secondary training programs for special education students."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Post-secondary training programs for special education students."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:59:06,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Post-secondary training programs for special education students.
373,"(1534, (834,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:59:08,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.","Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels."
374,"(1166, (596,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:59:09,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Expand Nashville Rd all the way past Chaney’s & Buchanan park.  Very dangerous area.. very much so for a school area & young drivers.
375,"(240, (146,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable."" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable."" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:59:10,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",Our sidewalks need more connectivity. It's too piecemealed and makes some areas unusable.
376,"(393, (268,))",agree_disagree_best_guess_less_agree,"Suppose a person holds the following opinion: ""More public transportation options--be creative"" Would they agree with this: ""{comment}""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",,"Suppose a person holds the following opinion: ""More public transportation options--be creative"" Would they agree with this: ""We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.""?Answer AGREE if they would agree and DISAGREE if they would disagree. Only put AGREE if you are reasonably confident that they would agree, as a safe default you should put DISAGREE. Your output should always be AGREE or DISAGREE and nothing else.",AGREE,2023-08-14-21:59:11,,,,,,gpt-4-0314,,,,"We need better infrastructure and urban planning, focusing on local businesses, traffic management, and the diverse needs of our growing community, while ensuring equal treatment for all individuals, regardless of their positions or backgrounds.",More public transportation options--be creative
