,query1_size,agent_id_sample,agent_id_sample_approvals,max_approval,query1_response,agent_id_approve_query1,query1_approval
29,30,"['(1181, (606,))' '(1652, (876,))' '(892, (446,))' '(1166, (596,))'
 '(50, (60,))' '(842, (430,))' '(881, (441,))' '(1560, (820,))'
 '(181, (124,))' '(240, (146,))' '(980, (478,))' '(125, (98,))'
 '(493, (322,))' '(36, (349,))' '(36, (137,))' '(1534, (834,))'
 '(1348, (697,))' '(44, (57,))' '(1001, (496,))' '(326, (476,))'
 '(858, (436,))' '(1282, (657,))' '(393, (263,))' '(945, (469,))'
 '(161, (112,))' '(453, (290,))' '(54, (61,))' '(581, (361,))'
 '(1043, (524,))' '(146, (107,))']","[7, 10, 8, 9, 19, 11, 11, 12, 3, 13, 2, 6, 1, 10, 7, 3, 2, 9, 2, 7, 19, 1, 5, 4, 17, 6, 12, 1, 15, 5]",19,""": ""Improving infrastructure and increasing cooperation between local government, businesses, and non-profits can lead to more sustainable growth, greater economic equality, and a better quality of life for all members of our community.""}","['(1181, (606,))', '(1652, (876,))', '(892, (446,))', '(1166, (596,))', '(50, (60,))', '(842, (430,))', '(881, (441,))', '(1560, (820,))', '(240, (146,))', '(980, (478,))', '(125, (98,))', '(36, (137,))', '(1534, (834,))', '(44, (57,))', '(1001, (496,))', '(326, (476,))', '(858, (436,))', '(1282, (657,))', '(393, (263,))', '(945, (469,))', '(161, (112,))', '(453, (290,))', '(54, (61,))', '(1043, (524,))']",24
30,40,"['(50, (60,))' '(1282, (657,))' '(892, (446,))' '(1534, (834,))'
 '(1001, (496,))' '(360, (244,))' '(393, (268,))' '(181, (124,))'
 '(54, (61,))' '(1166, (596,))' '(36, (137,))' '(161, (112,))'
 '(1348, (697,))' '(96, (77,))' '(1290, (668,))' '(858, (436,))'
 '(36, (349,))' '(1459, (731,))' '(945, (469,))' '(1111, (573,))'
 '(1640, (861,))' '(277, (453,))' '(6, (42,))' '(462, (300,))'
 '(393, (263,))' '(1033, (520,))' '(1371, (718,))' '(240, (146,))'
 '(345, (238,))' '(146, (107,))' '(842, (430,))' '(125, (98,))'
 '(1123, (580,))' '(1181, (606,))' '(581, (361,))' '(1123, (583,))'
 '(1652, (876,))' '(161, (113,))' '(36, (233,))' '(453, (290,))']","[18, 2, 8, 3, 2, 5, 12, 4, 17, 9, 9, 25, 2, 10, 8, 24, 12, 11, 6, 7, 9, 17, 4, 7, 8, 3, 3, 13, 2, 4, 9, 4, 14, 9, 2, 2, 11, 7, 11, 7]",25,"Enhancing infrastructure, educational opportunities, and public services will lead to a more inclusive and prosperous community for all individuals, regardless of their background or income level.","['(50, (60,))', '(1282, (657,))', '(892, (446,))', '(1534, (834,))', '(1001, (496,))', '(360, (244,))', '(393, (268,))', '(54, (61,))', '(1166, (596,))', '(36, (137,))', '(161, (112,))', '(96, (77,))', '(1290, (668,))', '(858, (436,))', '(36, (349,))', '(1459, (731,))', '(945, (469,))', '(1111, (573,))', '(1640, (861,))', '(277, (453,))', '(6, (42,))', '(462, (300,))', '(393, (263,))', '(1033, (520,))', '(1371, (718,))', '(240, (146,))', '(345, (238,))', '(842, (430,))', '(125, (98,))', '(1123, (580,))', '(1181, (606,))', '(1652, (876,))', '(161, (113,))', '(36, (233,))', '(453, (290,))']",35
31,40,"['(1348, (697,))' '(858, (436,))' '(240, (146,))' '(1181, (606,))'
 '(181, (124,))' '(360, (244,))' '(326, (476,))' '(1123, (580,))'
 '(1290, (668,))' '(1033, (520,))' '(96, (77,))' '(881, (441,))'
 '(161, (113,))' '(125, (98,))' '(892, (446,))' '(36, (137,))'
 '(1560, (820,))' '(842, (430,))' '(1043, (524,))' '(945, (469,))'
 '(1282, (657,))' '(1001, (495,))' '(345, (238,))' '(462, (300,))'
 '(6, (42,))' '(980, (478,))' '(161, (112,))' '(393, (263,))'
 '(1165, (595,))' '(36, (349,))' '(50, (60,))' '(1459, (731,))'
 '(1111, (573,))' '(44, (57,))' '(581, (361,))' '(146, (107,))'
 '(1652, (876,))' '(1534, (834,))' '(277, (453,))' '(54, (61,))']","[2, 26, 13, 9, 4, 5, 10, 13, 8, 4, 11, 13, 8, 7, 11, 10, 17, 10, 17, 5, 2, 3, 3, 6, 4, 1, 26, 8, 3, 13, 20, 14, 8, 11, 2, 6, 13, 3, 18, 18]",26,""": ""Improving the quality of life in our community can be achieved by focusing on local governance, education, infrastructure, housing, economy and equality, public spaces, transportation, and healthcare.""}","['(858, (436,))', '(240, (146,))', '(1181, (606,))', '(181, (124,))', '(360, (244,))', '(326, (476,))', '(1123, (580,))', '(1290, (668,))', '(1033, (520,))', '(96, (77,))', '(881, (441,))', '(161, (113,))', '(125, (98,))', '(892, (446,))', '(1560, (820,))', '(842, (430,))', '(1043, (524,))', '(945, (469,))', '(1282, (657,))', '(345, (238,))', '(462, (300,))', '(6, (42,))', '(980, (478,))', '(161, (112,))', '(393, (263,))', '(1165, (595,))', '(36, (349,))', '(50, (60,))', '(1459, (731,))', '(44, (57,))', '(581, (361,))', '(146, (107,))', '(1652, (876,))', '(1534, (834,))', '(277, (453,))', '(54, (61,))']",36
32,40,"['(892, (446,))' '(1043, (524,))' '(1165, (595,))' '(1181, (606,))'
 '(842, (430,))' '(1033, (520,))' '(393, (263,))' '(1123, (580,))'
 '(277, (453,))' '(1001, (495,))' '(36, (137,))' '(181, (124,))'
 '(1652, (876,))' '(1459, (731,))' '(161, (113,))' '(146, (107,))'
 '(858, (436,))' '(980, (478,))' '(1282, (657,))' '(1560, (820,))'
 '(1534, (834,))' '(1348, (697,))' '(1640, (861,))' '(36, (48,))'
 '(493, (322,))' '(1123, (583,))' '(1001, (496,))' '(453, (290,))'
 '(36, (349,))' '(96, (77,))' '(161, (112,))' '(326, (476,))'
 '(360, (244,))' '(44, (57,))' '(125, (98,))' '(6, (42,))' '(240, (146,))'
 '(581, (361,))' '(881, (441,))' '(1111, (573,))']","[10, 17, 3, 8, 10, 5, 7, 12, 18, 4, 11, 2, 13, 14, 7, 6, 24, 1, 2, 18, 3, 1, 9, 4, 1, 1, 2, 10, 12, 11, 23, 8, 5, 10, 7, 5, 13, 2, 13, 9]",24,""": ""Supporting local businesses and improving infrastructure can enhance the quality of life for everyone in our community, making it more walkable, accessible, and economically vibrant.""}","['(892, (446,))', '(1043, (524,))', '(1165, (595,))', '(1181, (606,))', '(842, (430,))', '(1033, (520,))', '(393, (263,))', '(1123, (580,))', '(277, (453,))', '(1652, (876,))', '(1459, (731,))', '(161, (113,))', '(858, (436,))', '(980, (478,))', '(1282, (657,))', '(1560, (820,))', '(1640, (861,))', '(36, (48,))', '(493, (322,))', '(1001, (496,))', '(453, (290,))', '(36, (349,))', '(96, (77,))', '(161, (112,))', '(326, (476,))', '(360, (244,))', '(44, (57,))', '(125, (98,))', '(6, (42,))', '(240, (146,))', '(881, (441,))']",31
33,40,"['(945, (469,))' '(1534, (834,))' '(1033, (520,))' '(393, (263,))'
 '(36, (233,))' '(453, (290,))' '(36, (137,))' '(858, (436,))'
 '(326, (476,))' '(881, (441,))' '(181, (124,))' '(393, (268,))'
 '(1043, (524,))' '(1123, (583,))' '(161, (112,))' '(1001, (496,))'
 '(980, (478,))' '(1652, (876,))' '(50, (60,))' '(1282, (657,))'
 '(1371, (718,))' '(1181, (606,))' '(1165, (595,))' '(1123, (580,))'
 '(36, (349,))' '(1640, (861,))' '(462, (300,))' '(360, (244,))'
 '(1459, (731,))' '(44, (57,))' '(277, (453,))' '(1290, (668,))'
 '(493, (322,))' '(54, (61,))' '(96, (77,))' '(1348, (697,))'
 '(36, (48,))' '(1166, (596,))' '(161, (113,))' '(1560, (820,))']","[6, 2, 4, 8, 14, 7, 12, 27, 9, 14, 4, 17, 16, 2, 23, 2, 3, 12, 21, 2, 8, 10, 5, 14, 12, 11, 7, 6, 14, 10, 20, 8, 2, 19, 11, 2, 5, 9, 8, 17]",27,""": ""Enhancing our community's quality of life should involve improvements to education, transportation and housing options, while fostering economic equality and addressing social issues.""}","['(945, (469,))', '(1534, (834,))', '(1033, (520,))', '(393, (263,))', '(36, (233,))', '(453, (290,))', '(858, (436,))', '(326, (476,))', '(881, (441,))', '(181, (124,))', '(393, (268,))', '(1043, (524,))', '(161, (112,))', '(1001, (496,))', '(980, (478,))', '(1652, (876,))', '(50, (60,))', '(1282, (657,))', '(1371, (718,))', '(1181, (606,))', '(1165, (595,))', '(1123, (580,))', '(36, (349,))', '(1640, (861,))', '(462, (300,))', '(360, (244,))', '(1459, (731,))', '(44, (57,))', '(277, (453,))', '(1290, (668,))', '(54, (61,))', '(96, (77,))', '(36, (48,))', '(1166, (596,))', '(161, (113,))', '(1560, (820,))']",36
34,40,"['(36, (233,))' '(1001, (496,))' '(96, (77,))' '(493, (322,))'
 '(1640, (861,))' '(1348, (697,))' '(1166, (596,))' '(36, (349,))'
 '(1165, (595,))' '(277, (453,))' '(1371, (718,))' '(1001, (495,))'
 '(1123, (580,))' '(1123, (583,))' '(892, (446,))' '(1033, (520,))'
 '(326, (476,))' '(980, (478,))' '(1534, (834,))' '(1043, (524,))'
 '(360, (244,))' '(6, (42,))' '(54, (61,))' '(181, (124,))'
 '(1181, (606,))' '(125, (98,))' '(1111, (573,))' '(581, (361,))'
 '(945, (469,))' '(161, (113,))' '(1560, (820,))' '(146, (107,))'
 '(393, (263,))' '(1282, (657,))' '(453, (290,))' '(462, (300,))'
 '(36, (48,))' '(1290, (668,))' '(858, (436,))' '(393, (268,))']","[9, 2, 9, 2, 9, 2, 8, 12, 5, 17, 6, 4, 13, 2, 7, 5, 4, 3, 2, 13, 5, 4, 16, 4, 6, 4, 8, 2, 5, 6, 14, 4, 7, 2, 8, 7, 4, 8, 23, 14]",23,""": ""Improving our community by investing in infrastructure, public services, and supporting locally-owned small businesses will create a more thriving, equitable, and prosperous environment for all residents.""}","['(36, (233,))', '(1001, (496,))', '(96, (77,))', '(493, (322,))', '(1640, (861,))', '(1166, (596,))', '(36, (349,))', '(1165, (595,))', '(277, (453,))', '(1371, (718,))', '(1001, (495,))', '(1123, (580,))', '(892, (446,))', '(1033, (520,))', '(326, (476,))', '(980, (478,))', '(1043, (524,))', '(360, (244,))', '(6, (42,))', '(54, (61,))', '(181, (124,))', '(1181, (606,))', '(125, (98,))', '(1111, (573,))', '(945, (469,))', '(161, (113,))', '(1560, (820,))', '(393, (263,))', '(1282, (657,))', '(453, (290,))', '(462, (300,))', '(36, (48,))', '(1290, (668,))', '(858, (436,))', '(393, (268,))']",35
35,40,"['(277, (453,))' '(96, (77,))' '(1123, (580,))' '(345, (238,))'
 '(125, (98,))' '(1459, (731,))' '(858, (436,))' '(1001, (495,))'
 '(1534, (834,))' '(146, (107,))' '(1282, (657,))' '(393, (268,))'
 '(1111, (573,))' '(1043, (524,))' '(1181, (606,))' '(1371, (718,))'
 '(462, (300,))' '(493, (322,))' '(1290, (668,))' '(36, (349,))'
 '(453, (290,))' '(581, (361,))' '(980, (478,))' '(50, (60,))'
 '(1560, (820,))' '(881, (441,))' '(1033, (520,))' '(326, (476,))'
 '(36, (233,))' '(54, (61,))' '(240, (146,))' '(181, (124,))'
 '(44, (57,))' '(1652, (876,))' '(36, (48,))' '(842, (430,))'
 '(945, (469,))' '(161, (113,))' '(1166, (596,))' '(1123, (583,))']","[19, 11, 10, 4, 6, 14, 26, 4, 2, 6, 2, 16, 9, 18, 8, 7, 6, 2, 9, 11, 9, 2, 3, 20, 16, 13, 5, 10, 12, 16, 15, 4, 11, 12, 5, 11, 3, 5, 10, 2]",26,"We need to prioritize improving our infrastructure, transportation options, and support for locally-owned businesses to enhance the quality of life in Bowling Green and make it a more welcoming and attractive place for residents of all ages and backgrounds.","['(277, (453,))', '(96, (77,))', '(1123, (580,))', '(345, (238,))', '(1459, (731,))', '(858, (436,))', '(1534, (834,))', '(1282, (657,))', '(393, (268,))', '(1043, (524,))', '(1181, (606,))', '(1371, (718,))', '(493, (322,))', '(453, (290,))', '(581, (361,))', '(980, (478,))', '(50, (60,))', '(1560, (820,))', '(881, (441,))', '(1033, (520,))', '(326, (476,))', '(36, (233,))', '(240, (146,))', '(44, (57,))', '(1652, (876,))', '(36, (48,))', '(842, (430,))', '(161, (113,))', '(1166, (596,))']",29
36,40,"['(453, (290,))' '(360, (244,))' '(1459, (731,))' '(493, (322,))'
 '(1033, (520,))' '(240, (146,))' '(1123, (583,))' '(881, (441,))'
 '(1560, (820,))' '(161, (113,))' '(892, (446,))' '(1181, (606,))'
 '(1111, (573,))' '(36, (349,))' '(1123, (580,))' '(462, (300,))'
 '(54, (61,))' '(1282, (657,))' '(181, (124,))' '(393, (263,))'
 '(581, (361,))' '(1043, (524,))' '(1166, (596,))' '(1534, (834,))'
 '(326, (476,))' '(980, (478,))' '(36, (48,))' '(125, (98,))'
 '(858, (436,))' '(1001, (495,))' '(96, (77,))' '(44, (57,))' '(6, (42,))'
 '(1652, (876,))' '(1371, (718,))' '(50, (60,))' '(146, (107,))'
 '(1640, (861,))' '(842, (430,))' '(1001, (496,))']","[8, 5, 13, 2, 5, 14, 2, 11, 16, 7, 9, 8, 8, 12, 11, 6, 16, 1, 3, 7, 2, 18, 9, 2, 8, 3, 4, 6, 24, 4, 10, 9, 4, 12, 6, 21, 6, 10, 10, 2]",24,"Improving infrastructure, accessibility, and local services in Bowling Green will significantly enhance the quality of life for all residents.","['(453, (290,))', '(1459, (731,))', '(493, (322,))', '(1033, (520,))', '(240, (146,))', '(881, (441,))', '(1560, (820,))', '(161, (113,))', '(892, (446,))', '(1181, (606,))', '(1111, (573,))', '(36, (349,))', '(1123, (580,))', '(462, (300,))', '(54, (61,))', '(1282, (657,))', '(181, (124,))', '(1043, (524,))', '(1166, (596,))', '(326, (476,))', '(980, (478,))', '(36, (48,))', '(125, (98,))', '(858, (436,))', '(1001, (495,))', '(96, (77,))', '(44, (57,))', '(6, (42,))', '(1652, (876,))', '(1371, (718,))', '(50, (60,))', '(1640, (861,))', '(842, (430,))', '(1001, (496,))']",34
37,40,"['(393, (263,))' '(345, (238,))' '(161, (112,))' '(1282, (657,))'
 '(240, (146,))' '(1043, (524,))' '(1123, (583,))' '(1181, (606,))'
 '(1290, (668,))' '(1001, (496,))' '(1033, (520,))' '(980, (478,))'
 '(462, (300,))' '(1459, (731,))' '(36, (233,))' '(36, (48,))'
 '(146, (107,))' '(1001, (495,))' '(181, (124,))' '(277, (453,))'
 '(892, (446,))' '(36, (137,))' '(581, (361,))' '(453, (290,))'
 '(1560, (820,))' '(1166, (596,))' '(493, (322,))' '(842, (430,))'
 '(945, (469,))' '(360, (244,))' '(125, (98,))' '(858, (436,))'
 '(50, (60,))' '(1371, (718,))' '(54, (61,))' '(36, (349,))'
 '(1348, (697,))' '(96, (77,))' '(1534, (834,))' '(326, (476,))']","[6, 3, 22, 2, 14, 16, 2, 8, 8, 2, 5, 3, 6, 13, 11, 6, 5, 3, 4, 17, 9, 8, 1, 7, 15, 11, 2, 11, 6, 6, 6, 23, 20, 4, 16, 13, 2, 10, 3, 9]",23,"Improving our city's infrastructure, public services, and local economy will benefit all residents and create a safer, more walkable, and economically vibrant community.","['(393, (263,))', '(345, (238,))', '(161, (112,))', '(1282, (657,))', '(240, (146,))', '(1043, (524,))', '(1181, (606,))', '(1290, (668,))', '(1001, (496,))', '(1033, (520,))', '(980, (478,))', '(462, (300,))', '(1459, (731,))', '(36, (233,))', '(36, (48,))', '(1001, (495,))', '(181, (124,))', '(277, (453,))', '(892, (446,))', '(453, (290,))', '(1560, (820,))', '(1166, (596,))', '(493, (322,))', '(842, (430,))', '(945, (469,))', '(360, (244,))', '(125, (98,))', '(858, (436,))', '(50, (60,))', '(1371, (718,))', '(54, (61,))', '(36, (349,))', '(96, (77,))', '(1534, (834,))', '(326, (476,))']",35
38,40,"['(1459, (731,))' '(125, (98,))' '(842, (430,))' '(1001, (496,))'
 '(1043, (524,))' '(1001, (495,))' '(36, (137,))' '(36, (48,))'
 '(1282, (657,))' '(980, (478,))' '(36, (349,))' '(1290, (668,))'
 '(892, (446,))' '(96, (77,))' '(1534, (834,))' '(1371, (718,))'
 '(326, (476,))' '(1123, (583,))' '(161, (112,))' '(360, (244,))'
 '(1123, (580,))' '(881, (441,))' '(146, (107,))' '(277, (453,))'
 '(161, (113,))' '(1348, (697,))' '(240, (146,))' '(181, (124,))'
 '(44, (57,))' '(345, (238,))' '(1033, (520,))' '(462, (300,))'
 '(453, (290,))' '(1181, (606,))' '(50, (60,))' '(1166, (596,))'
 '(493, (322,))' '(1560, (820,))' '(393, (263,))' '(1165, (595,))']","[11, 7, 11, 2, 18, 3, 9, 4, 2, 3, 11, 6, 10, 10, 2, 7, 11, 1, 21, 4, 11, 12, 5, 20, 6, 1, 15, 2, 10, 3, 5, 6, 8, 6, 21, 12, 2, 16, 6, 5]",21,"Improving Bowling Green and surrounding areas requires a focus on infrastructure development, walkability, education, and supporting locally owned businesses to create a more prosperous and accessible community for everyone.","['(1459, (731,))', '(125, (98,))', '(842, (430,))', '(1001, (496,))', '(1043, (524,))', '(1001, (495,))', '(36, (48,))', '(1282, (657,))', '(980, (478,))', '(36, (349,))', '(892, (446,))', '(96, (77,))', '(1534, (834,))', '(1371, (718,))', '(326, (476,))', '(161, (112,))', '(360, (244,))', '(1123, (580,))', '(881, (441,))', '(277, (453,))', '(161, (113,))', '(240, (146,))', '(181, (124,))', '(44, (57,))', '(345, (238,))', '(1033, (520,))', '(462, (300,))', '(453, (290,))', '(1181, (606,))', '(50, (60,))', '(1166, (596,))', '(493, (322,))', '(1560, (820,))', '(393, (263,))', '(1165, (595,))']",35
39,40,"['(1560, (820,))' '(345, (238,))' '(1652, (876,))' '(581, (361,))'
 '(892, (446,))' '(1001, (495,))' '(1348, (697,))' '(980, (478,))'
 '(1534, (834,))' '(1181, (606,))' '(393, (268,))' '(326, (476,))'
 '(1123, (580,))' '(36, (233,))' '(881, (441,))' '(1459, (731,))'
 '(858, (436,))' '(1123, (583,))' '(1640, (861,))' '(240, (146,))'
 '(1371, (718,))' '(54, (61,))' '(1033, (520,))' '(493, (322,))'
 '(945, (469,))' '(842, (430,))' '(1165, (595,))' '(1111, (573,))'
 '(36, (48,))' '(453, (290,))' '(1290, (668,))' '(1282, (657,))'
 '(360, (244,))' '(50, (60,))' '(96, (77,))' '(277, (453,))'
 '(181, (124,))' '(36, (349,))' '(36, (137,))' '(44, (57,))']","[18, 4, 10, 2, 9, 4, 2, 2, 2, 9, 17, 10, 12, 13, 14, 13, 25, 2, 10, 12, 6, 16, 4, 2, 4, 8, 3, 9, 5, 8, 6, 2, 4, 21, 11, 18, 4, 10, 9, 9]",25,"Improving infrastructure and increasing the accessibility of essential services and amenities, such as public transportation and education, will contribute to the overall quality of life and economic development of our community.","['(1560, (820,))', '(345, (238,))', '(1652, (876,))', '(581, (361,))', '(892, (446,))', '(1001, (495,))', '(980, (478,))', '(1534, (834,))', '(1181, (606,))', '(393, (268,))', '(326, (476,))', '(1123, (580,))', '(36, (233,))', '(881, (441,))', '(1459, (731,))', '(858, (436,))', '(1640, (861,))', '(240, (146,))', '(1371, (718,))', '(54, (61,))', '(1033, (520,))', '(493, (322,))', '(945, (469,))', '(842, (430,))', '(1165, (595,))', '(1111, (573,))', '(36, (48,))', '(453, (290,))', '(1290, (668,))', '(1282, (657,))', '(360, (244,))', '(50, (60,))', '(96, (77,))', '(277, (453,))', '(181, (124,))', '(36, (349,))', '(44, (57,))']",37
