"Name","Collective Dialogue #2 - Medical Advice"
"Title","Policy on AI and medical advice"
"Date","August 30, 2023 at 06:00 PM (GMT)"
"Duration","01:39:17"
"Participants","238"
"Participant Limit","300"
"Total Onboarding Polls","10"
"Total Conversation Questions","11"


"Question ID","Question Type","Question","Responses","All(238)","O1: 18-24 (23)","O1: 25-34 (63)","O1: 33-44 (57)","O1: 45-54 (39)","O1: 55+ (56)","O2: Asian (14)","O2: Black (33)","O2: Hispanic (20)","O2: White (161)","O2: Mixed (9)","O2: Other (1)","O3: Male (125)","O3: Female (106)","O3: Other (6)","O3: Prefer not to say (1)","O4: Democrat (107)","O4: Republican (71)","O4: Independant (60)","O4: Other (0)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (1)","O5: High school or GED (90)","O5: College / Bachelors degree (121)","O5: Masters/ PhD or equivalent (26)","O6: A lot (129)","O6: A little (107)","O6: Nothing at all (2)","O7: Almost every day (34)","O7: Once or twice a week (71)","O7: Once or twice a month (53)","O7: Only once or twice ever (45)","O7: Never (34)","O7: Do not know what an AI assistant is (1)","O8: Bad for humanity (47)","O8: Good for humanity (191)","O9: Mostly excited (74)","O9: Somewhat excited (63)","O9: Totally neutral (15)","O9: Somewhat concerned (44)","O9: Mostly concerned (42)","O10: Christian - Protestant (77)","O10: Christian - Catholic (41)","O10: Christian - Mormon (1)","O10: Jewish (4)","O10: Muslim (4)","O10: Hindu (0)","O10: Other (17)","O10: None - I do not identify with any religious group or faith (94)","Religious (144)","Not religious (94)","White (161)","Not white (77)","Under 34 (86)","33-54 (96)","55+ (56)","Support initial policy (153)","Unsure on initial policy (23)","Don't support initial policy (6)","Flipped to yes (1)"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I would stress to treat all mental health conditions as authentic, even if the user appears as someone playing around with the system to see how it responds, or says ""just kidding."" Other than that, looks good.","Neutral","59%","57%","58%","65%","62%","54%","78%","70%","53%","56%","78%","0%","64%","57%","17%","0%","62%","53%","61%"," - "," - "," - ","100%","56%","60%","67%","54%","64%","50%","55%","58%","69%","51%","58%","100%","62%","58%","62%","51%","62%","63%","62%","58%","61%","0%","25%","100%"," - ","63%","60%","58%","60%","56%","67%","58%","64%","54%","60%","57%","67%","100%","55+, O10: Christian - Catholic, O1: 55+, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Bad for humanity, O9: Totally neutral, Religious, Support initial policy, White","","a9c6e8ba-bc8d-4e9f-881c-fce6f557c4a0"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Is it possible in such sensitive situations just automatically connect to a human counselor?","Neutral","59%","57%","53%","59%","79%","52%","67%","63%","59%","57%","67%","0%","67%","53%","17%","0%","56%","62%","59%"," - "," - "," - ","100%","56%","60%","62%","54%","63%","50%","58%","66%","61%","56%","42%","100%","51%","60%","72%","56%","38%","56%","49%","59%","67%","100%","75%","50%"," - ","38%","58%","59%","58%","57%","62%","54%","67%","52%","60%","38%","50%","100%","55+, O10: Other, O1: 55+, O2: White, O3: Female, O4: Republican, O5: Masters/ PhD or equivalent, O6: A little, O7: Never, O8: Good for humanity, O9: Somewhat excited, Religious, White","","ba65aad0-2b9f-4004-b8e7-b1c07a4c1b65"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Does AI really know how to be empathetic? Seems okay other then that to me","Neutral","59%","62%","53%","53%","76%","58%","56%","63%","59%","58%","56%","100%","58%","59%","83%","0%","64%","50%","59%"," - "," - "," - ","0%","57%","61%","52%","63%","53%","50%","68%","66%","49%","54%","58%","0%","60%","58%","60%","59%","31%","56%","67%","53%","64%","100%","100%","0%"," - ","63%","59%","58%","59%","58%","61%","55%","62%","58%","60%","52%","67%","100%","55+, O10: Christian - Protestant, O1: 55+, O2: White, O3: Male, O4: Independant, O5: High school or GED, O6: A little, O7: Never, O8: Good for humanity, O9: Mostly excited, Religious, Support initial policy, White","","02e5585e-3d38-41be-868c-deb5aac2ddb3"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I do agree somewhat with these policies however I am sort of worried about the impact of heavily regulating AI Chatbots. ","Negative","58%","62%","51%","57%","71%","58%","44%","60%","47%","61%","44%","0%","59%","60%","17%","100%","57%","62%","55%"," - "," - "," - ","0%","57%","58%","67%","61%","54%","100%","55%","63%","51%","61%","58%","100%","49%","60%","60%","61%","62%","54%","54%","55%","64%","0%","75%","0%"," - ","63%","59%","58%","59%","61%","52%","54%","62%","58%","58%","62%","67%","100%","Don't support initial policy, Not white, O10: Christian - Protestant, O1: 18-24, O2: Asian, O3: Male, O4: Republican, O5: Middle school, O6: A lot, O7: Once or twice a month, O8: Good for humanity, O9: Mostly excited, Religious, Under 34","","d837a594-f3d6-41d3-9173-517e7001fa2c"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","It may not be clear what constitutes a sensitive situation. The policy should define what types of situations are considered sensitive, so that employees know what to do when they encounter one.
It may not provide clear guidance on how to handle sensitive situations. The policy should provide employees with specific steps on how to respond to sensitive situations, such as how to de-escalate a conflict or how to report sexual harassment.
","Neutral","58%","57%","56%","63%","71%","48%","67%","57%","41%","59%","78%","0%","70%","47%","17%","0%","45%","68%","68%"," - "," - "," - ","100%","63%","58%","38%","57%","59%","50%","58%","58%","57%","63%","52%","100%","53%","59%","72%","59%","46%","49%","46%","56%","53%","100%","25%","100%"," - ","44%","65%","54%","65%","59%","56%","56%","66%","48%","58%","43%","67%","100%","55+, Not white, O10: Christian - Catholic, O1: 55+, O2: Black, O3: Female, O4: Democrat, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly concerned, Religious","","daae39a5-e59d-4016-9252-5de1cdde2a25"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","As a person with anxiety and depression, I think this is overall good response. Sometimes, though, it feels frustrating feeling like you aren't heard or taken seriously. If a person requests a further chat, I think it should be provided until the person is ready to get help. ","Neutral","58%","57%","56%","67%","65%","48%","33%","87%","65%","53%","67%","0%","62%","55%","50%","0%","63%","59%","48%"," - "," - "," - ","0%","58%","59%","57%","58%","58%","50%","61%","68%","59%","49%","48%","0%","58%","58%","55%","56%","46%","68%","59%","56%","58%","100%","50%","100%"," - ","38%","62%","55%","62%","53%","70%","56%","66%","48%","59%","57%","17%","0%","55+, O10: Other, O1: 55+, O2: White, O3: Other, O4: Democrat, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Somewhat excited, Religious, Support initial policy, White","","6c02b605-6819-4afa-add3-841277642f5b"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","It's good as is.  Be kind an gentle and provide contact info. for mental health providers or a suicide hotline in an extreme emergency.
","Neutral","58%","62%","56%","67%","65%","44%","67%","70%","41%","56%","78%","0%","59%","58%","17%","100%","55%","62%","57%"," - "," - "," - ","100%","56%","60%","52%","57%","58%","50%","55%","56%","61%","59%","55%","100%","62%","56%","62%","53%","69%","54%","59%","59%","47%","0%","25%","100%"," - ","63%","61%","55%","61%","56%","62%","58%","66%","44%","60%","48%","67%","100%","55+, O10: Other, O1: 55+, O2: White, O3: Female, O4: Independant, O5: High school or GED, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Somewhat excited, Religious, Support initial policy, White","","9e8d8b43-768a-4ab4-a1a7-26f89c51285e"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","The center should treat every call as important and emergency, ","Neutral","57%","62%","58%","57%","62%","52%","67%","47%","41%","61%","56%","0%","61%","55%","17%","100%","52%","64%","59%"," - "," - "," - ","100%","64%","54%","43%","57%","57%","50%","48%","53%","65%","59%","58%","100%","56%","58%","65%","54%","62%","56%","49%","53%","58%","0%","25%","100%"," - ","56%","61%","55%","61%","61%","48%","59%","59%","52%","58%","48%","67%","100%","55+, O10: Christian - Protestant, O1: 55+, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat concerned, Religious, White","","947633b2-27a1-4b06-9314-5233e60e5e30"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","AI should say far away from mental health, I think it's only use in that area should be fast intakes.","Negative","57%","62%","47%","55%","71%","58%","44%","57%","59%","56%","78%","100%","49%","67%","50%","0%","64%","44%","59%"," - "," - "," - ","0%","56%","55%","71%","54%","59%","100%","48%","63%","53%","56%","61%","0%","58%","56%","55%","61%","38%","51%","64%","58%","58%","0%","100%","0%"," - ","69%","53%","59%","53%","56%","59%","51%","61%","58%","58%","52%","67%","100%","33-54, Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: Hispanic, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat concerned, Support initial policy","","43af1303-8b5c-4b23-8461-2a039a32645b"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","If they could give people tools to use in emergencies like breathing techniques, that would be nice for those having a panic attack.  This looks nice, though. I like it.","Neutral","56%","67%","59%","57%","62%","44%","67%","57%","47%","56%","67%","0%","59%","55%","17%","100%","54%","56%","61%"," - "," - "," - ","100%","59%","56%","43%","54%","59%","50%","48%","55%","69%","54%","48%","100%","56%","56%","57%","61%","69%","51%","49%","53%","58%","0%","50%","50%"," - ","63%","58%","55%","58%","56%","56%","61%","59%","44%","58%","43%","67%","100%","33-54, O10: Christian - Protestant, O1: 45-54, O2: White, O3: Female, O4: Democrat, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, Religious, Support initial policy, White","","008dd3e9-b8de-4db1-9085-6884e6731bfb"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Id like to see contact information for some of the national or local mental health hotlines.","Neutral","56%","76%","47%","47%","74%","54%","67%","60%","59%","52%","89%","0%","56%","58%","33%","0%","55%","52%","63%"," - "," - "," - ","100%","53%","58%","52%","52%","59%","100%","48%","60%","55%","54%","58%","100%","56%","56%","60%","51%","54%","61%","51%","59%","61%","0%","50%","0%"," - ","63%","52%","58%","52%","52%","64%","55%","58%","54%","57%","43%","83%","100%","33-54, O10: Christian - Protestant, O1: 33-44, O2: White, O3: Male, O4: Democrat, O5: Masters/ PhD or equivalent, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Totally neutral, Religious, Support initial policy, White","","f9a50a62-16b2-4382-8ef0-4c160e556cb3"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I am not overly concerned about using AI in sensitive situations where a user may need mental/emotional support but does not have a strong support network of real people to reach out to.","Neutral","55%","62%","42%","53%","74%","58%","56%","53%","65%","54%","67%","0%","51%","59%","83%","0%","61%","50%","52%"," - "," - "," - ","0%","52%","62%","33%","57%","53%","50%","61%","61%","47%","49%","58%","100%","56%","55%","55%","54%","46%","56%","59%","55%","56%","100%","100%","0%"," - ","56%","54%","56%","54%","54%","58%","48%","61%","58%","60%","33%","33%","0%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Female, O4: Republican, O5: High school or GED, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat concerned, White","","fed353bc-f666-498f-8d38-9a1d0258d06f"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I agree with this section as is, though I'd want to make certain that the AI has proper hotline information.","Neutral","55%","76%","51%","59%","62%","44%","67%","53%","47%","56%","56%","0%","59%","55%","17%","0%","49%","62%","57%"," - "," - "," - ","100%","56%","59%","33%","51%","60%","50%","42%","53%","65%","61%","48%","100%","58%","55%","57%","58%","62%","51%","51%","56%","56%","0%","50%","50%"," - ","63%","54%","56%","54%","56%","53%","58%","60%","44%","56%","33%","67%","100%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Never, O8: Good for humanity, O9: Somewhat excited, Support initial policy, Under 34, White","","fa3b7c7f-9eea-4bed-b34b-6aa46e7e557d"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I think the mental health support is very good , I do not think there should be a diagnose on fatal conditions at all , that could cause a person to panic and if they were having a heart attack, that could make it worse.","Neutral","55%","71%","49%","59%","68%","44%","67%","57%","59%","52%","100%","0%","54%","59%","33%","0%","54%","55%","59%"," - "," - "," - ","100%","52%","59%","48%","50%","61%","50%","42%","61%","65%","49%","48%","100%","60%","54%","62%","47%","46%","54%","62%","63%","50%","0%","50%","50%"," - ","56%","52%","58%","52%","52%","64%","55%","62%","44%","59%","33%","50%","100%","55+, O10: Christian - Protestant, O1: 55+, O2: White, O3: Female, O4: Republican, O5: High school or GED, O6: A little, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat concerned, Religious, Support initial policy, White","","342792b7-ba4b-42ca-b27c-83f39364918f"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","This is pretty good. You might want to be able to give them more exact help in recommending them to a specific instead of general services. Part 2 is also good.","Neutral","55%","62%","58%","53%","65%","46%","67%","63%","41%","54%","67%","0%","59%","55%","17%","0%","55%","55%","57%"," - "," - "," - ","100%","57%","58%","33%","53%","58%","50%","42%","55%","67%","49%","58%","100%","60%","54%","58%","53%","54%","51%","59%","59%","53%","0%","50%","50%"," - ","69%","52%","58%","52%","54%","58%","59%","58%","46%","58%","29%","67%","100%","55+, O10: Christian - Protestant, O1: 55+, O2: White, O3: Male, O4: Republican, O5: Masters/ PhD or equivalent, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Somewhat excited, Religious, Support initial policy, White","","97db4b7f-71ab-4eac-ac77-01f1ddc17b75"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I don't have many concerns. I like the approach of kindness and offering outside support for mental health issues. Maybe AI should add that mental health care is health care, and ACA requires coverage of such (I think) in case of cost concerns.","Neutral","55%","67%","41%","59%","68%","54%","44%","60%","59%","54%","56%","0%","56%","57%","17%","0%","54%","58%","54%"," - "," - "," - ","0%","56%","55%","52%","53%","56%","100%","45%","63%","51%","59%","48%","100%","49%","56%","54%","59%","46%","56%","51%","55%","56%","0%","75%","0%"," - ","56%","55%","55%","55%","54%","56%","48%","62%","54%","57%","38%","50%","100%","55+, O10: Jewish, O1: 55+, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat concerned, Religious, Unsure on initial policy, White","","616c6bbe-9238-4174-a7e7-d3fb6cdaec4b"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I think it should put you in contact with a trained human.","Neutral","53%","57%","46%","47%","68%","58%","56%","53%","47%","54%","56%","100%","49%","60%","50%","0%","62%","41%","54%"," - "," - "," - ","0%","50%","54%","67%","50%","56%","100%","35%","58%","55%","54%","61%","0%","53%","53%","51%","59%","38%","51%","56%","52%","56%","0%","75%","0%"," - ","69%","52%","55%","52%","54%","53%","49%","55%","58%","53%","57%","67%","100%","33-54, O10: Christian - Protestant, O1: 45-54, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Only once or twice ever, O8: Bad for humanity, O9: Mostly concerned, Religious, Support initial policy, White","","49fc6061-57f4-4c32-bf75-40e212a44488"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I am in agreement with this section. I like that they are being empathetic and providing support and information to reach out to a crisis hotline. I also support recommending emergency services in dire conditions. ","Neutral","53%","67%","51%","57%","62%","42%","67%","43%","41%","56%","56%","0%","59%","51%","17%","0%","47%","64%","52%"," - "," - "," - ","100%","53%","57%","33%","53%","54%","50%","45%","52%","63%","56%","45%","100%","51%","54%","57%","58%","54%","49%","46%","56%","50%","0%","50%","50%"," - ","63%","52%","55%","52%","56%","47%","55%","59%","42%","54%","33%","67%","100%","33-54, Not white, O10: Christian - Protestant, O1: 45-54, O2: Mixed, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Once or twice a week, O8: Good for humanity, O9: Mostly excited, Religious, Support initial policy","","f626c52f-0427-4ee2-bc89-273230908ae7"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I don't think AI should be giving any advice at all on mental health. This is different for every person and people with mental health concerns should only talk to other people or qualified professionals, never an AI.","Negative","53%","52%","44%","53%","68%","54%","56%","63%","53%","52%","33%","0%","50%","57%","50%","0%","59%","45%","52%"," - "," - "," - ","0%","49%","59%","43%","58%","48%","50%","58%","60%","45%","46%","55%","100%","51%","53%","58%","54%","31%","49%","54%","51%","58%","100%","100%","0%"," - ","50%","52%","54%","52%","52%","55%","46%","59%","54%","54%","43%","33%","100%","O10: Christian - Protestant, O1: 25-34, O2: White, O3: Female, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Never, O8: Bad for humanity, O9: Mostly concerned, Religious, Support initial policy, Under 34, White","","eb9e9b1f-8023-4d19-b7d0-656f7465710c"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I think a direct link to emergency services should be provided,  not just suggested.","Neutral","53%","67%","51%","55%","62%","42%","67%","43%","41%","56%","56%","0%","58%","51%","17%","0%","47%","64%","50%"," - "," - "," - ","100%","53%","56%","33%","52%","54%","50%","45%","50%","63%","56%","45%","100%","51%","53%","55%","58%","54%","49%","46%","55%","50%","0%","50%","50%"," - ","63%","52%","54%","52%","56%","47%","55%","58%","42%","54%","33%","67%","100%","33-54, O10: Christian - Protestant, O1: 45-54, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Mostly excited, Religious, Support initial policy, White","","903718d6-d374-47ff-a6ff-c2888004617d"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Nothing, I think this is the appropriate course of action anyone should take, AI or Human, always reach out to an actual trained professional and give the info for relevant crisis hotlines.   ","Neutral","53%","52%","51%","53%","68%","44%","44%","50%","35%","55%","67%","0%","58%","49%","0%","100%","48%","59%","52%"," - "," - "," - ","0%","49%","59%","38%","55%","50%","50%","48%","56%","53%","56%","42%","100%","47%","54%","58%","58%","54%","46%","41%","49%","47%","100%","50%","50%"," - ","50%","58%","49%","58%","55%","47%","51%","59%","44%","52%","33%","50%","100%","Not white, O10: Christian - Catholic, O1: 25-34, O2: Hispanic, O3: Male, O4: Independant, O5: High school or GED, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat excited, Religious, Support initial policy, Under 34","","5b990e4d-90ed-4262-9844-ca82cea04574"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I don't really have concerns with anything in here, but definitely a difficult subject to deal with as an AI. I would definitely make sure that it is reiterated throughout the conversation that there are people that can help and providing applicable links to professionals in the area. Also, just making sure that the person is heard, active listening, and letting them know that they are not alone.","Neutral","52%","43%","44%","57%","65%","52%","44%","50%","41%","55%","44%","0%","50%","55%","50%","0%","54%","56%","45%"," - "," - "," - ","0%","51%","54%","48%","54%","50%","50%","48%","55%","45%","63%","45%","100%","47%","53%","62%","53%","31%","39%","56%","53%","47%","0%","75%","0%"," - ","50%","54%","51%","54%","55%","45%","44%","60%","52%","54%","38%","67%","100%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Somewhat excited, White","","6240ebd1-59c5-4094-8425-667b010f07f4"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Some people should not be responded with kindness and empathy.","Negative","52%","52%","39%","51%","71%","56%","56%","57%","35%","54%","44%","0%","54%","51%","50%","0%","48%","59%","50%"," - "," - "," - ","0%","51%","54%","48%","58%","46%","50%","55%","60%","47%","56%","36%","100%","49%","53%","58%","54%","23%","44%","56%","53%","47%","100%","75%","0%"," - ","50%","53%","52%","53%","54%","48%","43%","59%","56%","52%","38%","67%","100%","O10: Jewish, O1: 18-24, O2: White, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Only once or twice ever, O8: Bad for humanity, O9: Mostly concerned, Religious, Under 34, White","","2ec390a8-4c63-4622-800c-e1a9218ccd69"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Maybe a ""light"" diagnosis would be useful to help the user realize they need to reach out immediately.","Negative","52%","48%","56%","43%","53%","56%","67%","40%","53%","52%","67%","100%","50%","57%","17%","0%","58%","44%","50%"," - "," - "," - ","100%","53%","50%","48%","45%","59%","50%","45%","48%","61%","39%","64%","100%","47%","53%","57%","53%","54%","54%","38%","53%","47%","0%","50%","50%"," - ","69%","49%","53%","49%","52%","52%","54%","47%","56%","52%","38%","67%","100%","Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 25-34, O2: Black, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Once or twice a month, O8: Good for humanity, O9: Mostly excited, Under 34","","b701e4dc-6895-4141-902b-0de988193384"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I think everything sounds good and would be appropriate and helpful in a mental health crisis.","Positive","51%","57%","51%","55%","56%","42%","56%","47%","47%","52%","67%","0%","52%","51%","33%","100%","44%","59%","54%"," - "," - "," - ","100%","58%","48%","38%","50%","53%","0%","45%","53%","53%","54%","45%","100%","47%","52%","54%","46%","77%","59%","38%","56%","47%","0%","0%","100%"," - ","50%","51%","52%","51%","52%","50%","53%","55%","42%","54%","48%","50%","0%","33-54, O10: Christian - Protestant, O1: 33-44, O2: White, O3: Male, O4: Independant, O5: High school or GED, O6: A lot, O7: Never, O8: Bad for humanity, O9: Mostly concerned, Religious, Support initial policy, White","","8cc0c6ed-544e-4ffe-809e-0392f537aa4f"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Thiss section does not cause me cocern. Aside from life threatening misdiagnosis I have no concern involving AI","Neutral","51%","52%","42%","47%","71%","52%","56%","40%","53%","51%","78%","100%","49%","56%","33%","0%","49%","47%","59%"," - "," - "," - ","0%","51%","54%","38%","51%","51%","50%","42%","50%","49%","56%","58%","100%","51%","51%","57%","51%","38%","44%","54%","56%","44%","0%","50%","0%"," - ","81%","46%","55%","46%","51%","52%","45%","56%","52%","56%","29%","67%","100%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: White, O3: Female, O4: Democrat, O5: High school or GED, O6: A lot, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat excited, Support initial policy, White","","6334f01e-2997-4e9e-9f8e-c4a3c333050b"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I think this is perfect. The AI should not be giving advice for sensitive information just recommendations to reach out to a professional human since all sensitive situations are different.","Neutral","50%","48%","47%","55%","65%","40%","56%","50%","41%","51%","56%","0%","50%","53%","17%","0%","46%","53%","54%"," - "," - "," - ","0%","50%","56%","24%","50%","51%","0%","42%","50%","51%","59%","45%","100%","53%","49%","57%","49%","46%","46%","46%","51%","42%","0%","50%","50%"," - ","69%","51%","50%","51%","51%","48%","48%","59%","40%","54%","24%","50%","100%","33-54, O10: Christian - Catholic, O1: 45-54, O2: White, O3: Male, O4: Democrat, O5: High school or GED, O6: A little, O7: Never, O8: Good for humanity, O9: Somewhat excited, Religious, Support initial policy, White","","19944763-55f4-49d1-8770-982816a315f1"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Sometimes kindness and empathy may not work ","Negative","49%","52%","39%","51%","62%","50%","44%","53%","41%","50%","44%","0%","52%","45%","67%","0%","45%","59%","45%"," - "," - "," - ","0%","48%","53%","38%","55%","43%","50%","52%","55%","41%","56%","39%","100%","44%","51%","60%","47%","31%","39%","51%","45%","44%","100%","50%","0%"," - ","44%","56%","45%","56%","50%","47%","43%","55%","50%","52%","33%","50%","0%","Not white, O10: Christian - Catholic, O1: 25-34, O2: Hispanic, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Somewhat excited, Religious, Support initial policy, Under 34","","4950fbe7-3646-4638-ae18-9529c31c282a"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","Changes can be made when things becomes unclear to work out.

","Neutral","48%","43%","58%","47%","44%","44%","67%","53%","59%","44%","67%","100%","46%","49%","83%","0%","56%","42%","43%"," - "," - "," - ","100%","49%","49%","43%","48%","50%","0%","55%","44%","49%","49%","52%","0%","62%","45%","45%","42%","54%","49%","62%","52%","50%","100%","25%","100%"," - ","44%","45%","51%","45%","44%","59%","54%","46%","44%","49%","48%","50%","0%","33-54, Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: Black, O3: Male, O4: Republican, O5: High school or GED, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat concerned","","859cc11c-bc4b-40a3-a58c-5fce9f2e85b2"
"22e021bd-120a-4c63-931c-7ddd9be6bdca","Ask Opinion","What concerns you about this section of policy on sensitive situations, and what changes would you make?","","I have no real concerns here. I feel like the odds are in the favor of the patient here. They will get good options for care","Neutral","47%","43%","44%","41%","56%","52%","56%","30%","41%","49%","67%","100%","45%","49%","50%","0%","47%","42%","52%"," - "," - "," - ","100%","47%","50%","33%","46%","49%","50%","42%","44%","49%","44%","58%","100%","42%","48%","51%","58%","31%","34%","44%","51%","36%","0%","75%","0%"," - ","75%","44%","49%","44%","49%","42%","44%","47%","52%","51%","29%","83%","100%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: White, O3: Female, O4: Republican, O5: High school or GED, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat concerned, Support initial policy, White","","961a312c-81d0-4f77-a8f6-e57d0edb2866"
