"Name","Collective Dialogue #1 - Medical Advice"
"Title","AI assistants and medical advice"
"Date","August 18, 2023 at 07:55 PM (GMT)"
"Duration","01:13:31"
"Participants","222"
"Participant Limit","1000"
"Total Onboarding Polls","10"
"Total Conversation Questions","13"


"Question ID","Question Type","Question","Responses","All(222)","O1: 18-24 (17)","O1: 25-34 (51)","O1: 33-44 (52)","O1: 45-54 (46)","O1: 55+ (56)","O2: Asian (15)","O2: Black (34)","O2: Hispanic (9)","O2: White (159)","O2: Mixed (3)","O2: Other (2)","O3: Male (120)","O3: Female (100)","O3: Other (2)","O3: Prefer not to say (0)","O4: Democrat (98)","O4: Republican (62)","O4: Independant (61)","O4: Other (1)","O5: No formal education (0)","O5: Elementary school (0)","O5: Middle school (0)","O5: High school or GED (61)","O5: College / Bachelors degree (131)","O5: Masters/ PhD or equivalent (30)","O6: A lot (132)","O6: A little (89)","O6: Nothing at all (1)","O7: Almost every day (46)","O7: Once or twice a week (81)","O7: Once or twice a month (41)","O7: Only once or twice ever (30)","O7: Never (24)","O7: Do not know what an AI assistant is (0)","O8: Bad for humanity (47)","O8: Good for humanity (175)","O9: Mostly excited (76)","O9: Somewhat excited (49)","O9: Totally neutral (17)","O9: Somewhat concerned (52)","O9: Mostly concerned (28)","O10: Christian - Protestant (73)","O10: Christian - Catholic (34)","O10: Christian - Mormon (2)","O10: Jewish (8)","O10: Muslim (2)","O10: Hindu (1)","O10: Other (12)","O10: None - I do not identify with any religious group or faith (90)","Religious (132)","Not religious (90)","White (159)","Not white (63)","Under 34 (68)","33-54 (98)","55+ (56)"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","Filing information correctly.

","Neutral","57%","50%","54%","70%","50%","53%","55%","70%","71%","54%"," - ","0%","59%","53%","100%"," - ","60%","59%","49%"," - "," - "," - "," - ","61%","55%","55%","59%","55%","0%","53%","64%","59%","48%","47%"," - ","57%","57%","57%","51%","50%","63%","61%","60%","59%","0%","40%","100%","100%","70%","52%","60%","52%","54%","63%","53%","61%","53%","Not white, O10: Christian - Catholic, O1: 25-34, O2: Black, O3: Male, O4: Democrat, O5: High school or GED, O6: A little, O7: Once or twice a month, O8: Bad for humanity, O9: Mostly concerned, Religious, Under 34","","2415ff59-9ace-4929-92b7-fe5e8f7ae460"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","Taking blood pressure readings and knowing when to seek urgent medical assistance or when to just practice self-care and at-home methods to lower blood pressure

","Neutral","57%","30%","54%","68%","57%","56%","55%","70%","43%","55%"," - ","50%","61%","51%","50%"," - ","56%","56%","59%"," - "," - "," - "," - ","52%","61%","50%","60%","51%","100%","59%","64%","50%","33%","73%"," - ","69%","53%","59%","40%","50%","66%","72%","60%","56%","0%","20%","100%","100%","30%","61%","53%","61%","55%","60%","49%","63%","56%","33-54, Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: Hispanic, O3: Female, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Mostly excited","","0515cc01-1d59-49ba-97b1-b7bc63ad5392"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","Related to possible side effects and their severity in taking medications.","Neutral","57%","40%","49%","53%","70%","64%","45%","57%","29%","60%"," - ","50%","60%","54%","0%"," - ","51%","63%","61%"," - "," - "," - "," - ","50%","58%","65%","57%","56%","100%","53%","67%","50%","52%","47%"," - ","54%","58%","55%","49%","75%","56%","67%","60%","48%","0%","60%","0%","100%","50%","60%","55%","60%","60%","49%","47%","60%","64%","55+, Not religious, O10: None - I do not identify with any religious group or faith, O1: 55+, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Mostly excited, White","","5d95e0bb-cd88-406e-9106-32d3adb3276a"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","i guess as long as the advice is easy to understand and is right, then it is always positive","Positive","57%","60%","54%","55%","50%","67%","73%","39%","43%","59%"," - ","100%","48%","67%","50%"," - ","52%","61%","61%"," - "," - "," - "," - ","54%","56%","65%","53%","64%","100%","66%","55%","47%","57%","67%"," - ","49%","59%","60%","54%","67%","47%","61%","51%","44%","0%","100%","0%","0%","100%","58%","56%","58%","59%","51%","55%","53%","67%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: White, O3: Male, O4: Republican, O5: College / Bachelors degree, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, White","","7bbea445-8071-455b-847d-fa40f738bafd"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","My boyfriend was bit by a bug once that he thought was dangerous. He called a number we had for a nurse over the phone who said he was fine. That was very helpful. ","Neutral","57%","60%","49%","53%","80%","50%","45%","65%","57%","55%"," - ","100%","58%","57%","0%"," - ","55%","49%","68%"," - "," - "," - "," - ","52%","60%","55%","59%","53%","100%","63%","56%","50%","57%","60%"," - ","51%","58%","55%","57%","58%","56%","61%","60%","52%","0%","60%","0%","0%","50%","60%","55%","60%","55%","60%","51%","64%","50%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Once or twice a month, O8: Good for humanity, O9: Mostly excited, White","","08791101-f1ce-490d-905c-05774cc5cb37"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I usually seek medical advice  by searching on the internet from a recognized authority, like the Mayo Clinic, or similar site, or from a doctor","Neutral","57%","30%","56%","60%","67%","53%","55%","74%","43%","54%"," - ","50%","57%","57%","50%"," - ","55%","56%","61%"," - "," - "," - "," - ","54%","60%","50%","57%","56%","100%","44%","71%","50%","43%","67%"," - ","66%","54%","57%","37%","58%","66%","78%","56%","63%","0%","20%","0%","100%","30%","63%","52%","63%","54%","63%","51%","63%","53%","55+, O10: Christian - Protestant, O1: 55+, O2: White, O3: Male, O4: Republican, O5: Masters/ PhD or equivalent, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Totally neutral, Religious, White","","e48a671c-b283-45ed-9772-6888a0e76a0d"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I can't remember a time where I've been given medical advice that led to a negative or unwanted outcome. When I receive medical advice it's from extremely knowledgable, highly trained doctors who know what they're talking about. For example, getting my wisdom teeth taken out, my doctor gave me medical advice to follow to avoid complication","Neutral","57%","50%","56%","53%","63%","58%","36%","57%","43%","59%"," - ","100%","55%","59%","50%"," - ","55%","54%","63%"," - "," - "," - "," - ","50%","60%","60%","57%","56%","100%","56%","49%","63%","62%","67%"," - ","49%","59%","57%","60%","58%","50%","61%","56%","70%","100%","60%","0%","0%","30%","57%","57%","57%","59%","51%","55%","57%","58%","Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 18-24, O2: Asian, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Only once or twice ever, O8: Bad for humanity, O9: Totally neutral, Under 34","","79fca305-0dac-4509-8725-a56874467b1c"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I called Teledoc to get advice on how to treat the bug I caught

","Neutral","56%","60%","49%","53%","73%","53%","55%","57%","57%","55%"," - ","100%","60%","53%","0%"," - ","49%","56%","68%"," - "," - "," - "," - ","50%","57%","65%","60%","49%","100%","63%","62%","47%","52%","47%"," - ","54%","57%","59%","43%","67%","59%","61%","65%","48%","0%","60%","0%","100%","50%","55%","57%","55%","55%","58%","51%","61%","53%","O10: Christian - Protestant, O1: 25-34, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat concerned, Religious, Under 34, White","","97922e21-4be0-4149-96a2-41888c4460ca"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","How to do CPR properly","Neutral","56%","50%","56%","65%","50%","53%","64%","65%","57%","54%"," - ","0%","54%","57%","100%"," - ","59%","61%","46%"," - "," - "," - "," - ","57%","57%","50%","55%","58%","100%","53%","58%","53%","62%","53%"," - ","54%","57%","53%","57%","50%","59%","61%","60%","52%","100%","40%","100%","100%","80%","51%","60%","51%","54%","60%","55%","59%","53%","Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 25-34, O2: Asian, O3: Male, O4: Independant, O5: High school or GED, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Mostly excited, Under 34","","02f6b45e-790c-40d5-9d67-a590c0b068c6"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","My girlfriend had the flu and could not really keep anything down. I asked a chatbot about what I could provide her that would be easy to digest and it provided good advice.

","Neutral","56%","60%","62%","53%","50%","58%","64%","65%","71%","53%"," - ","50%","57%","56%","50%"," - ","56%","56%","56%"," - "," - "," - "," - ","61%","55%","50%","56%","56%","100%","50%","62%","59%","62%","33%"," - ","54%","57%","55%","49%","67%","59%","61%","60%","59%","100%","40%","0%","100%","60%","52%","59%","52%","53%","65%","61%","51%","58%","O10: Other, O1: 25-34, O2: White, O3: Male, O4: Independant, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Somewhat concerned, Religious, Under 34, White","","7ea9f60b-e135-4eee-b044-a4cbe9a853d0"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I went to a human doctor and he made me feel better after I had went online looking for clues to my symptoms but ended up with numerous bad self diagnosis.","Neutral","56%","50%","44%","58%","70%","58%","55%","57%","43%","57%"," - ","50%","53%","61%","0%"," - ","55%","56%","59%"," - "," - "," - "," - ","46%","62%","55%","55%","58%","100%","53%","62%","50%","62%","47%"," - ","57%","56%","52%","51%","67%","66%","56%","56%","63%","0%","60%","0%","100%","60%","54%","58%","54%","57%","53%","45%","63%","58%","55+, Not religious, O10: None - I do not identify with any religious group or faith, O1: 55+, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Almost every day, O8: Bad for humanity, O9: Mostly concerned, White","","088fa960-5b8a-4be8-958f-f839cd3f1560"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","Ai to learn how to apply medication","Neutral","56%","40%","56%","65%","60%","47%","64%","61%","43%","55%"," - ","50%","53%","60%","50%"," - ","60%","51%","54%"," - "," - "," - "," - ","54%","60%","45%","57%","56%","0%","53%","69%","44%","43%","60%"," - ","66%","53%","53%","51%","42%","56%","83%","53%","52%","0%","40%","0%","100%","40%","64%","50%","64%","55%","58%","53%","63%","47%","33-54, Not white, O10: Christian - Protestant, O1: 45-54, O2: Black, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, Religious","","b066b851-d190-42c7-990a-c4da7beabf2c"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I sprained my ankle playing soccer recently, and went to a podiatrist. They gave me great medical advice, and gave me a boot that helped me recover.","Neutral","56%","30%","46%","53%","67%","69%","45%","48%","43%","60%"," - ","50%","55%","59%","0%"," - ","49%","59%","66%"," - "," - "," - "," - ","57%","55%","60%","57%","55%","100%","59%","62%","50%","62%","33%"," - ","51%","58%","57%","51%","67%","63%","44%","58%","52%","0%","60%","0%","100%","70%","55%","57%","55%","60%","47%","43%","59%","69%","Not white, O10: Christian - Protestant, O1: 18-24, O2: Black, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat excited, Religious, Under 34","","e1981e3e-5ca8-4124-b28d-9f4dda8caa7a"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I was advised to have a small tumor removed from my kidney. I followed that advice and so I am still alive. The surgery was a success. ","Neutral","56%","30%","49%","55%","63%","67%","45%","52%","43%","59%"," - ","50%","57%","57%","0%"," - ","49%","59%","66%"," - "," - "," - "," - ","59%","53%","65%","56%","56%","100%","50%","67%","50%","57%","40%"," - ","57%","56%","50%","51%","83%","59%","61%","56%","56%","0%","60%","0%","100%","60%","57%","56%","57%","59%","49%","45%","59%","67%","55+, O10: Jewish, O1: 55+, O2: White, O3: Male, O4: Democrat, O5: Masters/ PhD or equivalent, O6: A little, O7: Never, O8: Bad for humanity, O9: Somewhat concerned, Religious, White","","dde5079d-b1ac-40c1-afbc-b58f1f7565b0"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","i would say when  i was told and advised on how to do something regarding my medical and i followed it and it helped me alot","Positive","55%","40%","56%","63%","57%","50%","64%","57%","43%","55%"," - ","50%","54%","57%","50%"," - ","56%","54%","56%"," - "," - "," - "," - ","52%","60%","45%","55%","58%","0%","44%","67%","50%","43%","67%"," - ","69%","52%","52%","49%","42%","63%","78%","42%","56%","0%","20%","0%","100%","60%","67%","47%","67%","55%","56%","53%","60%","50%","33-54, O10: Christian - Protestant, O1: 33-44, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, Religious, White","","fff7486b-e130-45c1-997a-32244f75c919"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I was given some advice from a friend about my mental health and he led me in the right direction on how to get help","Positive","55%","60%","46%","55%","77%","47%","55%","57%","43%","55%"," - ","100%","60%","51%","0%"," - ","48%","56%","68%"," - "," - "," - "," - ","48%","58%","60%","59%","49%","100%","63%","62%","41%","52%","53%"," - ","54%","56%","57%","40%","67%","63%","61%","60%","48%","0%","60%","0%","100%","40%","58%","53%","58%","55%","56%","49%","64%","47%","33-54, O10: Christian - Protestant, O1: 33-44, O2: White, O3: Male, O4: Democrat, O5: High school or GED, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, Religious, White","","de598262-c5a9-4feb-9a11-df91bc8547ab"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I have had experience with Web MD for home remedies for foot fungus that were successful.","Neutral","55%","30%","51%","55%","63%","61%","55%","57%","43%","56%"," - ","50%","55%","57%","0%"," - ","52%","56%","61%"," - "," - "," - "," - ","52%","56%","60%","55%","56%","100%","56%","64%","53%","52%","33%"," - ","54%","56%","55%","54%","58%","56%","56%","56%","67%","0%","60%","0%","100%","50%","52%","58%","52%","56%","53%","47%","59%","61%","55+, O10: Christian - Protestant, O1: 55+, O2: White, O3: Female, O4: Democrat, O5: High school or GED, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Mostly excited, Religious, White","","8fe9dfb7-63e2-44eb-b02a-a681446434fc"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","Well, I received good advice from medical sources online.  I do not trust doctors very much, so the information has been really beneficial.","Neutral","55%","30%","51%","60%","70%","50%","55%","57%","57%","55%"," - ","50%","45%","70%","0%"," - ","55%","54%","59%"," - "," - "," - "," - ","57%","57%","45%","51%","64%","100%","53%","64%","44%","48%","67%"," - ","60%","54%","57%","51%","25%","59%","72%","49%","59%","0%","80%","0%","100%","30%","61%","51%","61%","55%","56%","47%","64%","50%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Male, O4: Independant, O5: Masters/ PhD or equivalent, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Mostly excited, White","","521b46ed-00de-4774-8105-e541021f193c"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","My doctor recommended I lose 20 pounds and be healthier. I TOOK HIS ADVICE and I feel much better.","Positive","55%","30%","44%","55%","70%","64%","55%","48%","29%","59%"," - ","50%","55%","57%","0%"," - ","52%","59%","59%"," - "," - "," - "," - ","57%","55%","55%","57%","53%","100%","59%","62%","47%","52%","47%"," - ","57%","55%","50%","49%","75%","59%","67%","56%","44%","0%","60%","0%","100%","60%","60%","52%","60%","59%","47%","41%","61%","64%","55+, O10: Christian - Catholic, O1: 55+, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Once or twice a week, O8: Good for humanity, O9: Mostly concerned, Religious, White","","6966b7a6-dfa9-4eff-b66a-418e8c54ca66"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I have had positive experiences with getting advice from my doctor about how to handle injuries.  For example, I broke my thumb and the advice I got was to stop using that hand for about 3 months.

","Neutral","55%","30%","44%","50%","77%","64%","55%","48%","43%","58%"," - ","50%","51%","63%","0%"," - ","55%","56%","56%"," - "," - "," - "," - ","54%","56%","55%","56%","55%","100%","59%","62%","47%","52%","47%"," - ","54%","56%","48%","57%","67%","59%","61%","51%","56%","0%","80%","0%","100%","60%","57%","55%","57%","58%","49%","41%","61%","64%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Never, O8: Bad for humanity, O9: Somewhat concerned, White","","9958488a-dd34-4505-8536-b72dbc9bc120"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","My doctor asked me to get several blood tests and found that my calcium was too high. I was taking too many calcium supplements and decreased them, which solved the problem. It was a positive experience in that it solved my problem.","Neutral","55%","40%","51%","55%","63%","58%","45%","39%","43%","61%"," - ","50%","57%","54%","50%"," - ","51%","63%","56%"," - "," - "," - "," - ","52%","55%","65%","55%","56%","100%","50%","62%","50%","52%","60%"," - ","57%","55%","53%","46%","83%","59%","56%","49%","41%","0%","80%","0%","100%","60%","64%","49%","64%","61%","42%","49%","59%","58%","55+, Not religious, O10: None - I do not identify with any religious group or faith, O1: 55+, O2: White, O3: Female, O4: Democrat, O5: Masters/ PhD or equivalent, O6: A lot, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat excited, White","","b39d67f2-e34a-45e9-9815-b04cdd13852e"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I do not go to the doctor very often, but at the dentist recently I was referred to a dental surgery doctor for wisdom teeth removal. I was glad I took that advice because my wisdom teeth finally needed to come out. I was grateful for the advice at the time. ","Positive","55%","40%","49%","58%","70%","53%","45%","57%","43%","57%"," - ","50%","58%","54%","0%"," - ","49%","56%","66%"," - "," - "," - "," - ","52%","56%","60%","55%","56%","100%","53%","65%","44%","62%","40%"," - ","51%","57%","57%","43%","75%","59%","56%","56%","48%","0%","60%","0%","100%","60%","58%","53%","58%","57%","51%","47%","63%","53%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A little, O7: Once or twice a month, O8: Bad for humanity, O9: Mostly concerned, White","","1af37a7e-d03d-4801-989b-cb4498b7ed37"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","How to handle having conversations while my ADHD is acting up.","Neutral","55%","50%","54%","63%","50%","53%","55%","57%","57%","55%"," - ","0%","52%","57%","100%"," - ","56%","59%","49%"," - "," - "," - "," - ","57%","56%","45%","55%","55%","100%","59%","56%","50%","52%","53%"," - ","49%","57%","55%","54%","50%","56%","56%","58%","48%","100%","20%","100%","0%","80%","54%","56%","54%","55%","53%","53%","57%","53%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a month, O8: Good for humanity, O9: Mostly excited, White","","65b3be5e-d4fa-4555-935d-12e1a078e9ad"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","Doctor told me to try the RICE method, rest, ice, compression and elevation","Neutral","55%","70%","49%","53%","53%","61%","64%","52%","71%","54%"," - ","50%","51%","60%","50%"," - ","52%","63%","51%"," - "," - "," - "," - ","54%","54%","60%","53%","58%","100%","50%","62%","47%","67%","40%"," - ","54%","55%","45%","60%","75%","59%","56%","63%","37%","0%","60%","0%","100%","80%","54%","56%","54%","54%","58%","53%","53%","61%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a month, O8: Good for humanity, O9: Somewhat excited, White","","12e9a7d6-e805-46b3-aa8c-8b16b5aef36d"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","a positive experience is when a doctor told me to drink vingar to help me and i did and it helped my problem. ","Positive","55%","30%","44%","55%","63%","67%","55%","48%","29%","58%"," - ","50%","54%","57%","0%"," - ","53%","56%","56%"," - "," - "," - "," - ","54%","56%","50%","56%","53%","100%","56%","62%","47%","52%","47%"," - ","54%","55%","52%","49%","75%","56%","61%","53%","48%","0%","60%","0%","100%","60%","58%","52%","58%","58%","47%","41%","59%","67%","33-54, Not religious, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: White, O3: Female, O4: Independant, O5: High school or GED, O6: A little, O7: Only once or twice ever, O8: Good for humanity, O9: Totally neutral, White","","14d59e42-97d1-4837-8806-a5b1a4cbc101"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I received great medical advice from a person who was a medical student who was able to diagnose a dermatological condition without me visiting and tell me what medication to take.","Positive","55%","40%","49%","60%","63%","53%","64%","57%","43%","54%"," - ","50%","48%","64%","0%"," - ","59%","51%","51%"," - "," - "," - "," - ","46%","60%","55%","53%","58%","100%","53%","58%","50%","52%","60%"," - ","66%","52%","50%","54%","50%","56%","72%","58%","59%","0%","60%","0%","100%","30%","55%","55%","55%","54%","56%","47%","61%","53%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Male, O4: Democrat, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Bad for humanity, O9: Mostly concerned, Under 34, White","","ebce4885-ac22-4f6b-891f-24af87e083ed"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I needed to get an opinion on whether to switch medicines for anxiety because I was having unwanted side effects. I talked to my psychiatrist and he was able to recommend we try a different medication that was known to have better side effects (or lower side effects). We switched, and the side effects went away! ","Neutral","55%","50%","54%","58%","60%","50%","64%","65%","43%","53%"," - ","50%","54%","57%","0%"," - ","55%","56%","54%"," - "," - "," - "," - ","57%","56%","45%","59%","47%","100%","59%","60%","50%","43%","53%"," - ","54%","55%","53%","46%","75%","53%","67%","60%","52%","100%","60%","0%","100%","50%","52%","57%","52%","53%","60%","53%","59%","50%","O10: Christian - Protestant, O1: 25-34, O2: White, O3: Male, O4: Republican, O5: Masters/ PhD or equivalent, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Mostly excited, Religious, Under 34, White","","6e708dfa-1c13-4083-9264-076188b9eef7"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I have had positive experiences in the past when looking for medical advise online from reputable sources. It has allowed me to identify a problem early on, and get the appropriate medical assistance I needed.","Neutral","55%","30%","54%","68%","57%","47%","55%","65%","43%","54%"," - ","50%","52%","60%","0%"," - ","60%","46%","54%"," - "," - "," - "," - ","54%","57%","45%","55%","55%","100%","50%","67%","41%","38%","73%"," - ","63%","53%","48%","46%","50%","69%","72%","47%","59%","0%","60%","0%","100%","30%","63%","49%","63%","54%","58%","49%","63%","47%","33-54, Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 45-54, O2: Black, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Almost every day, O8: Good for humanity, O9: Somewhat excited","","98f56783-007f-467c-9991-3500088bfa57"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","A positive experience for me was sitting down with my family doctor, discussing what was wrong with me, and treatment options. It helped me feel cared for and important.","Positive","55%","40%","51%","55%","57%","61%","64%","48%","29%","57%"," - ","50%","48%","64%","0%"," - ","58%","51%","54%"," - "," - "," - "," - ","48%","61%","45%","53%","58%","100%","53%","60%","47%","57%","53%"," - ","54%","55%","52%","46%","58%","59%","72%","53%","52%","0%","80%","0%","100%","70%","54%","56%","54%","57%","49%","49%","56%","61%","Not religious, O10: None - I do not identify with any religious group or faith, O1: 25-34, O2: White, O3: Male, O4: Independant, O5: College / Bachelors degree, O6: A little, O7: Once or twice a month, O8: Good for humanity, O9: Mostly excited, Under 34, White","","87d15538-9a2f-42b4-8f7c-5c193f721be1"
"b05f914e-b2ec-498f-b029-83d5e1b9588e","Ask Opinion","Can you share a positive experience involving medical advice which you think is relevant to this discussion?
(Please do not share any personally identifiable information!)","","I think medical is very important especially your health. Something you should take very serious and always monitor. ","Neutral","55%","40%","54%","68%","47%","53%","73%","61%","57%","53%"," - ","0%","54%","54%","100%"," - ","59%","59%","44%"," - "," - "," - "," - ","59%","54%","50%","54%","56%","100%","56%","56%","50%","48%","67%"," - ","54%","55%","53%","49%","58%","56%","67%","58%","52%","0%","40%","100%","100%","80%","51%","58%","51%","53%","60%","51%","59%","53%","33-54, Not religious, Not white, O10: None - I do not identify with any religious group or faith, O1: 33-44, O2: Black, O3: Female, O4: Independant, O5: College / Bachelors degree, O6: A lot, O7: Once or twice a week, O8: Good for humanity, O9: Somewhat excited","","d8b19a5d-f3e2-4e7b-8be4-e50a287329a9"
